full_name;age;league;season;position;Current Club;nationality;appearances_overall;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;yellow_cards_overall;red_cards_overall
Carlos Alexander Mosquera Blandón;28;Categoria Primera A;2019;Goalkeeper;Deportivo Pasto;Colombia;11;0;0;0;0;0;0;3;0
Carlos Anderson Pérez Ochoa;27;Categoria Primera A;2019;Defender;Alianza Petrolera;Colombia;15;0;0;0;0;0;0;4;1
Carlos Andrés Bejarano Palacios;37;Categoria Primera A;2019;Goalkeeper;Deportivo Pasto;Equatorial Guinea;32;0;0;0;0;0;0;4;0
Carlos Andrés Mosquera Perea;31;Categoria Primera A;2019;Midfielder;Cúcuta Deportivo;Colombia;8;1;1;0;0;0;0;0;0
Carlos Andrés Peralta Barrios;32;Categoria Primera A;2019;Forward;La Equidad;Colombia;30;15;8;7;1;1;0;3;0
Carlos Andrés Rivas Gómez;31;Categoria Primera A;2019;Forward;Patriotas Boyacá;Colombia;18;1;0;1;1;1;0;2;0
Carlos Andrés Sinisterra Zúñiga;31;Categoria Primera A;2019;Midfielder;Independiente Medellín;Colombia;3;0;0;0;0;0;0;0;0
Carlos Augusto López Venegas;28;Categoria Primera A;2019;Forward;Millonarios;Colombia;4;0;0;0;1;0;1;2;0
Carlos Augusto Rivas Murillo;28;Categoria Primera A;2019;Midfielder;Atlético Nacional;Colombia;2;0;0;0;0;0;0;0;0
Carlos Cuesta;23;Categoria Primera A;2019;Defender;Atlético Nacional;Colombia;5;0;0;0;0;0;0;2;0
Carlos Daniel Castro Hoyos;23;Categoria Primera A;2019;Forward;Independiente Medellín;Colombia;2;0;0;0;1;0;1;1;0
Carlos Daniel Hidalgo Cadenas;36;Categoria Primera A;2019;Forward;Deportivo Pasto;Colombia;33;4;3;1;3;2;1;8;0
Carlos David Lizarazo Landázuri;31;Categoria Primera A;2019;Midfielder;Once Caldas;Colombia;11;1;0;1;0;0;0;0;0
Carlos Enrique Rentería Olaya;27;Categoria Primera A;2019;Midfielder;Deportes Tolima;Colombia;13;0;0;0;0;0;0;1;0
Carlos José Sierra López;32;Categoria Primera A;2019;Midfielder;América de Cali;Colombia;50;9;3;6;7;6;1;13;0
Carlos Mario Arboleda Ampudia;36;Categoria Primera A;2019;Defender;Santa Fe;Colombia;40;1;0;1;0;0;0;10;0
Carlos Mario Carbonero Mancilla;32;Categoria Primera A;2019;Midfielder;Deportivo Cali;Colombia;8;0;0;0;0;0;0;0;0
Carlos Mario Pájaro Castro;24;Categoria Primera A;2019;Midfielder;Once Caldas;Colombia;7;0;0;0;1;1;0;4;0
Carlos Mario Polo Gómez;24;Categoria Primera A;2019;Midfielder;Santa Fe;Colombia;1;0;0;0;0;0;0;0;0
Carlos Mario Rodríguez Torres;28;Categoria Primera A;2019;Midfielder;Deportivo Cali;Colombia;38;4;1;3;2;1;1;2;0
Carlos Ramírez;34;Categoria Primera A;2019;Defender;Rionegro Águilas;Colombia;33;1;0;1;1;1;0;11;2
Carlos Robles;30;Categoria Primera A;2019;Midfielder;Deportes Tolima;Colombia;41;2;0;2;1;0;1;9;0
Carlos Rodrigo Núñez Techera;30;Categoria Primera A;2019;Forward;Deportivo Pasto;Uruguay;6;1;1;0;0;0;0;1;0
Carlos Terán;22;Categoria Primera A;2019;Forward;Envigado;Colombia;13;0;0;0;1;0;1;5;0
Carlos Wilmafer Rivas Asprilla;23;Categoria Primera A;2019;Midfielder;Jaguares de Córdoba;Colombia;0;0;0;0;0;0;0;0;0
Carmelo Enrique Valencia Chaverra;38;Categoria Primera A;2019;Forward;Cúcuta Deportivo;Colombia;41;11;6;5;1;0;1;6;0
Casar Rafael Haydar Villareal;21;Categoria Primera A;2019;Defender;Junior;Colombia;7;0;0;0;0;0;0;3;0
César Alexander Quintero Jiménez;33;Categoria Primera A;2019;Midfielder;Atlético Bucaramanga;Colombia;34;1;0;1;4;2;2;6;0
César Andrés Amaya Solano;32;Categoria Primera A;2019;Forward;Deportivo Pasto;Colombia;12;2;1;1;0;0;0;6;1
César Augusto Arias Moros;34;Categoria Primera A;2019;Forward;Alianza Petrolera;Colombia;35;4;3;1;3;1;2;6;0
César Augusto Caicedo Solís;28;Categoria Primera A;2019;Forward;Patriotas Boyacá;Colombia;8;0;0;0;0;0;0;0;0
Cesar Augusto Giraldo Peláez;33;Categoria Primera A;2019;Goalkeeper;Unión Magdalena;Colombia;29;0;0;0;0;0;0;1;0
César Augusto Hinestroza Lozano;32;Categoria Primera A;2019;Defender;Patriotas Boyacá;Colombia;26;1;1;0;2;2;0;7;1
César Manuel Carrillo Mejía;30;Categoria Primera A;2019;Midfielder;Millonarios;Colombia;35;5;4;1;2;1;1;13;1
Cesar Matheo Castaño Gómez;23;Categoria Primera A;2019;Midfielder;La Equidad;Colombia;0;0;0;0;0;0;0;0;0
Christian Andrés Mina Reyes;25;Categoria Primera A;2019;Midfielder;Cúcuta Deportivo;Colombia;8;0;0;0;0;0;0;0;0
Christian Camilo Huérfano Quintero;26;Categoria Primera A;2019;Midfielder;Millonarios;Colombia;4;0;0;0;0;0;0;1;0
Christian Camilo Mafla Rebellón;29;Categoria Primera A;2019;Defender;Atlético Nacional;Colombia;30;0;0;0;1;1;0;9;2
Christian Camilo Marrugo Rodríguez;37;Categoria Primera A;2019;Midfielder;Millonarios;Colombia;23;2;0;2;6;3;3;3;0
Christian Hernando Rivera Cuéllar;26;Categoria Primera A;2019;Midfielder;Deportivo Cali;Colombia;44;4;1;3;2;0;2;10;0
Christian Vargas Cortés;32;Categoria Primera A;2019;Goalkeeper;Atlético Bucaramanga;Colombia;22;0;0;0;0;0;0;3;0
Ciro Alexander Porras Ruíz;23;Categoria Primera A;2019;Midfielder;Santa Fe;Colombia;2;0;0;0;0;0;0;0;0
Cleider Leandro Alzáte Correa;34;Categoria Primera A;2019;Midfielder;Alianza Petrolera;Colombia;25;1;1;0;1;1;0;5;0
Cristhian Camilo Subero Mier;31;Categoria Primera A;2019;Midfielder;Unión Magdalena;Colombia;39;1;1;0;4;3;1;16;1
Cristian Andrés Palomeque Valoyes;28;Categoria Primera A;2019;Forward;La Equidad;Colombia;14;0;0;0;2;2;0;3;1
Cristian Bernardo Baldovino Sanabria;25;Categoria Primera A;2019;Goalkeeper;Alianza Petrolera;Colombia;0;0;0;0;0;0;0;0;0
Cristian Blanco;23;Categoria Primera A;2019;Midfielder;Atlético Nacional;Colombia;19;0;0;0;0;0;0;2;0
Cristian Camilo Arrieta Medina;26;Categoria Primera A;2019;Defender;Envigado;Colombia;28;1;1;0;2;2;0;6;1
Cristian Camilo Tovar Angola;24;Categoria Primera A;2019;Defender;Deportivo Pasto;Colombia;1;0;0;0;0;0;0;0;0
Cristian Daniel Arango Duque;27;Categoria Primera A;2019;Forward;Millonarios;Colombia;10;2;0;2;0;0;0;0;0
Cristian Daniel Moya Pestaña;24;Categoria Primera A;2019;Midfielder;Atlético Nacional;Colombia;10;0;0;0;0;0;0;2;1
Cristian Darío Barrios Puerta;24;Categoria Primera A;2019;Midfielder;Patriotas Boyacá;Colombia;22;3;2;1;2;1;1;1;0
Cristian David Echavarría Vélez;25;Categoria Primera A;2019;Midfielder;Independiente Medellín;Colombia;7;0;0;0;1;1;0;2;0
Cristian Felipe Florez García;27;Categoria Primera A;2019;Defender;Deportivo Pasto;Colombia;17;1;1;0;2;2;0;5;1
Cristian Giovanny Mina Jiménez;23;Categoria Primera A;2019;Forward;Unión Magdalena;Colombia;2;0;0;0;0;0;0;1;0
Cristian Harson Bonilla Garzón;29;Categoria Primera A;2019;Goalkeeper;La Equidad;Colombia;6;0;0;0;0;0;0;2;0
Cristián Hinestroza Salazar;23;Categoria Primera A;2019;Defender;América de Cali;Colombia;3;0;0;0;0;0;0;0;0
Cristian Marcelo Álvarez;30;Categoria Primera A;2019;Midfielder;América de Cali;Argentina;27;3;2;1;2;1;1;5;1
Cristian Stiven Cangá Vargas;31;Categoria Primera A;2019;Forward;Atlético Huila;Colombia;12;1;0;1;1;0;1;4;0
Dager Yair Palacios Palacios;37;Categoria Primera A;2019;Midfielder;Deportivo Pasto;Colombia;0;0;0;0;0;0;0;0;0
Dairon Mosquera Chaverra;30;Categoria Primera A;2019;Defender;Independiente Medellín;Colombia;12;0;0;0;0;0;0;3;0
Dairyn González Mosquera;32;Categoria Primera A;2019;Defender;Unión Magdalena;Colombia;6;0;0;0;0;0;0;2;0
Daiver José Vega Mejía;26;Categoria Primera A;2019;Forward;Unión Magdalena;Colombia;8;0;0;0;3;2;1;2;0
Daniel Alejandro Hernández González;31;Categoria Primera A;2019;Midfielder;Deportivo Pasto;Colombia;11;0;0;0;0;0;0;1;0
Daniel Alexander Quiñones Navarro;23;Categoria Primera A;2019;Defender;América de Cali;Colombia;32;0;0;0;3;3;0;10;1
Daniel Andrés Lloreda Blandón;32;Categoria Primera A;2019;Forward;Rionegro Águilas;Colombia;7;1;1;0;1;1;0;0;0
Daniel Andrés Mantilla Ossa;25;Categoria Primera A;2019;Midfielder;Patriotas Boyacá;Colombia;15;1;0;1;3;1;2;2;0
Daniel Bocanegra;35;Categoria Primera A;2019;Defender;Atlético Nacional;Colombia;33;1;0;1;1;0;1;5;0
Daniel Duarte Romero;37;Categoria Primera A;2019;Forward;Atlético Huila;Mexico;0;0;0;0;0;0;0;0;0
Daniel Eduardo Giraldo Cárdenas;30;Categoria Primera A;2019;Midfielder;Santa Fe;Colombia;50;0;0;0;5;4;1;18;0
Daniel Enrique Padilla Pérez;28;Categoria Primera A;2019;Midfielder;La Equidad;Colombia;4;0;0;0;0;0;0;0;0
Daniel Esteban Buitrago Tamayo;31;Categoria Primera A;2019;Forward;América de Cali;Colombia;6;0;0;0;1;1;0;2;1
Daniel Felipe Cataño Torres;30;Categoria Primera A;2019;Midfielder;Deportes Tolima;Colombia;12;1;0;1;1;1;0;3;0
Daniel Moreno Mosquera;27;Categoria Primera A;2019;Forward;Junior;Colombia;35;3;2;1;2;0;2;2;0
Daniel Muñoz;26;Categoria Primera A;2019;Defender;Atlético Nacional;Colombia;38;7;7;0;6;5;1;15;1
Daniel Oswaldo Briceño Bueno;37;Categoria Primera A;2019;Defender;Patriotas Boyacá;Colombia;8;0;0;0;0;0;0;1;0
Daniel Restrepo Agudelo;29;Categoria Primera A;2019;Midfielder;Cúcuta Deportivo;Colombia;3;2;1;1;0;0;0;2;0
Daniel Rojano Gómez;25;Categoria Primera A;2019;Midfielder;Deportivo Pasto;Colombia;5;0;0;0;0;0;0;2;0
Daniel Rosero;29;Categoria Primera A;2019;Defender;Deportivo Cali;Colombia;44;5;5;0;0;0;0;12;2
Danilo Arboleda Hurtado;27;Categoria Primera A;2019;Defender;La Equidad;Colombia;26;0;0;0;0;0;0;8;0
Danilson Mosquera;23;Categoria Primera A;2019;Midfielder;Jaguares de Córdoba;Colombia;0;0;0;0;0;0;0;0;0
Danovis Banguero;33;Categoria Primera A;2019;Midfielder;Deportes Tolima;Colombia;39;5;3;2;2;1;1;13;0
Darío Andrés Rodríguez Parra;27;Categoria Primera A;2019;Forward;Once Caldas;Colombia;21;4;3;1;1;0;1;5;0
Darío López Torres;27;Categoria Primera A;2019;Defender;Jaguares de Córdoba;Paraguay;2;0;0;0;0;0;0;1;0
Darwin Guillermo López Tobías;30;Categoria Primera A;2019;Forward;Jaguares de Córdoba;Colombia;17;0;0;0;1;1;0;1;0
Darwin Johan Carrero Ortega;28;Categoria Primera A;2019;Defender;Patriotas Boyacá;Colombia;16;1;1;0;0;0;0;3;0
Darwin Zamir Andrade Marmolejo;31;Categoria Primera A;2019;Defender;Deportivo Cali;Colombia;44;0;0;0;1;0;1;11;0
David Agudelo;25;Categoria Primera A;2019;Goalkeeper;Rionegro Águilas;Colombia;0;0;0;0;0;0;0;0;0
David Alejandro Gómez Rojas;34;Categoria Primera A;2019;Defender;Once Caldas;Colombia;24;1;0;1;0;0;0;6;1
David Alonso Valencia Figueroa;31;Categoria Primera A;2019;Defender;Alianza Petrolera;Colombia;9;0;0;0;0;0;0;4;0
David Andrés Camacho Valencia;25;Categoria Primera A;2019;Midfielder;La Equidad;Colombia;27;1;1;0;1;1;0;3;0
David Arturo Ferreira Rico;43;Categoria Primera A;2019;Midfielder;Unión Magdalena;Colombia;20;0;0;0;1;1;0;1;0
David Cortés Armero;30;Categoria Primera A;2019;Forward;Jaguares de Córdoba;Colombia;8;1;1;0;0;0;0;2;1
David Eduardo Achucarro Trinidad;31;Categoria Primera A;2019;Defender;Cúcuta Deportivo;Argentina;19;0;0;0;0;0;0;8;0
David Eliécer Contreras Suárez;28;Categoria Primera A;2019;Midfielder;Rionegro Águilas;Colombia;14;0;0;0;0;0;0;7;1
David Fernando Lemos Cortés;26;Categoria Primera A;2019;Forward;Once Caldas;Colombia;14;1;1;0;0;0;0;0;0
David Francisco Centeno Bracho;30;Categoria Primera A;2019;Midfielder;Deportes Tolima;Venezuela;9;0;0;0;0;0;0;1;0
David González Giraldo;40;Categoria Primera A;2019;Goalkeeper;Independiente Medellín;Colombia;39;0;0;0;0;0;0;1;0
David Josué Pérez Martínez;23;Categoria Primera A;2019;Midfielder;Patriotas Boyacá;Colombia;6;0;0;0;0;0;0;3;0
David Silva;35;Categoria Primera A;2019;Midfielder;Millonarios;Colombia;39;6;4;2;7;4;3;4;1
Davinson Alexi Monsalve Jiménez;38;Categoria Primera A;2019;Defender;Patriotas Boyacá;Colombia;5;0;0;0;0;0;0;1;0
Déiber Caicedo;22;Categoria Primera A;2019;Forward;Deportivo Cali;Colombia;34;3;1;2;9;6;3;4;0
Deiner Quiñónez;27;Categoria Primera A;2019;Midfielder;Independiente Medellín;Colombia;16;1;1;0;3;2;1;3;0
Deiver Machado;29;Categoria Primera A;2019;Defender;Atlético Nacional;Colombia;19;0;0;0;0;0;0;5;0
Deivy Alexander Balanta Abonía;29;Categoria Primera A;2019;Defender;Millonarios;Colombia;15;0;0;0;0;0;0;3;0
Delio Ramón Ojeda Ferreira;37;Categoria Primera A;2019;Defender;Jaguares de Córdoba;Paraguay;32;3;1;2;0;0;0;2;1
Deyman Andrés Cortés Herrera;22;Categoria Primera A;2019;Forward;Atlético Huila;Colombia;2;0;0;0;0;0;0;0;0
Didier Andrés Moreno Asprilla;31;Categoria Primera A;2019;Midfielder;Independiente Medellín;Colombia;14;2;0;2;1;0;1;6;0
Didier Delgado Delgado;30;Categoria Primera A;2019;Midfielder;Independiente Medellín;Colombia;21;1;1;0;3;3;0;6;1
Diego Alejandro Arias Hincapié;37;Categoria Primera A;2019;Midfielder;Independiente Medellín;Colombia;23;0;0;0;0;0;0;6;0
Diego Alejandro Cuadros Velásquez;26;Categoria Primera A;2019;Midfielder;Alianza Petrolera;Colombia;11;0;0;0;4;3;1;3;0
Diego Alejandro Martínez Marín;32;Categoria Primera A;2019;Goalkeeper;Santa Fe;Colombia;1;0;0;0;0;0;0;0;0
Diego Alejandro Novoa Urrego;33;Categoria Primera A;2019;Goalkeeper;La Equidad;Colombia;32;0;0;0;0;0;0;6;0
Diego Alejandro Sánchez Rodríguez;29;Categoria Primera A;2019;Defender;Cúcuta Deportivo;Colombia;24;0;0;0;0;0;0;5;0
