full_name;age;league;season;position;Current Club;nationality;appearances_overall;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;yellow_cards_overall;red_cards_overall
Andrés Felipe Roa Estrada;29;Categoria Primera A;2018;Midfielder;Deportivo Cali;Colombia;15;0;0;0;2;0;2;1;0
Andrés Felipe Román;26;Categoria Primera A;2018;Defender;Millonarios;Colombia;17;0;0;0;2;0;2;8;0
Andrés Felipe Varón Gámez;27;Categoria Primera A;2018;Defender;Boyacá Chicó;Colombia;5;0;0;0;0;0;0;2;0
Andrés Jair Rentería Morelo;29;Categoria Primera A;2018;Forward;Atlético Nacional;Colombia;17;3;1;2;2;1;1;1;0
Andrés Leandro Castellanos Serrano;38;Categoria Primera A;2018;Goalkeeper;Santa Fe;Colombia;18;0;0;0;0;0;0;1;0
Andrés Leonardo Guerrero Sánchez;26;Categoria Primera A;2018;Defender;Patriotas Boyacá;Colombia;0;0;0;0;0;0;0;0;0
Andrés Mauricio Restrepo Gómez;41;Categoria Primera A;2018;Midfielder;Once Caldas;Colombia;29;1;1;0;0;0;0;5;0
Andrés Mosquera;31;Categoria Primera A;2018;Goalkeeper;Independiente Medellín;Colombia;3;0;0;0;0;0;0;0;0
Andrés Perea;21;Categoria Primera A;2018;Midfielder;Atlético Nacional;Colombia;1;0;0;0;0;0;0;1;0
Andrés Ramiro Escobar Díaz;31;Categoria Primera A;2018;Forward;Deportes Tolima;Colombia;8;0;0;0;0;0;0;1;0
Andrés Reyes;23;Categoria Primera A;2018;Defender;Atlético Nacional;Colombia;1;0;0;0;0;0;0;0;0
Andrés Ricaurte Vélez;30;Categoria Primera A;2018;Midfielder;Independiente Medellín;Colombia;46;5;3;2;12;6;6;13;0
Andrés Sarmiento;24;Categoria Primera A;2018;Forward;Atlético Nacional;Colombia;2;1;0;1;0;0;0;0;0
Andrey Estupiñán Quiñones;28;Categoria Primera A;2018;Midfielder;Deportivo Pasto;Colombia;4;1;0;1;0;0;0;1;0
Ángelo Rodríguez;33;Categoria Primera A;2018;Forward;Deportes Tolima;Colombia;18;6;6;0;1;0;1;5;0
Anier Alfonso Figueroa Mosquera;35;Categoria Primera A;2018;Defender;Millonarios;Colombia;17;0;0;0;1;0;1;5;0
Antonio Alejandro Otero Orejuéla;38;Categoria Primera A;2018;Goalkeeper;Patriotas Boyacá;Colombia;2;0;0;0;0;0;0;1;0
Antony José Otero Carrascal;26;Categoria Primera A;2018;Forward;Leones;Colombia;21;1;1;0;0;0;0;5;0
Anyelo Ariel Mora Marquínez;23;Categoria Primera A;2018;Midfielder;América de Cali;Colombia;2;0;0;0;0;0;0;1;0
Arbey Mosquera Mina;32;Categoria Primera A;2018;Forward;La Equidad;Colombia;16;3;2;1;0;0;0;2;0
Arled Cadavid Valencia;31;Categoria Primera A;2018;Goalkeeper;Leones;Colombia;36;0;0;0;0;0;0;3;0
Arley Rodríguez;29;Categoria Primera A;2018;Forward;Santa Fe;Colombia;18;2;0;2;0;0;0;10;1
Armando Junior Vargas Morales;33;Categoria Primera A;2018;Midfielder;Deportivo Pasto;Colombia;24;3;1;2;0;0;0;4;0
Arnol Palacios Mosquera;30;Categoria Primera A;2018;Defender;Deportivo Pasto;Colombia;15;0;0;0;0;0;0;3;0
Avimiled Rivas Quintero;37;Categoria Primera A;2018;Midfielder;América de Cali;Colombia;21;1;1;0;0;0;0;12;2
Ayron Del Valle Rodríguez;33;Categoria Primera A;2018;Forward;Millonarios;Colombia;37;10;3;7;7;5;2;3;0
Azmahar Anibal Ariano Navarro;31;Categoria Primera A;2018;Defender;Patriotas Boyacá;Panama;10;0;0;0;0;0;0;5;0
Baldomero Perlaza Perlaza;30;Categoria Primera A;2018;Midfielder;Santa Fe;Colombia;32;1;1;0;1;1;0;4;1
Bismar Córdoba Marín;29;Categoria Primera A;2018;Midfielder;Once Caldas;Colombia;4;0;0;0;0;0;0;0;0
Brahyan Stiven Rivas Asprilla;25;Categoria Primera A;2018;Midfielder;Atlético Huila;Colombia;1;0;0;0;0;0;0;0;0
Brayan Alexis Fernández Garcés;30;Categoria Primera A;2018;Forward;Deportivo Pasto;Colombia;18;0;0;0;0;0;0;5;0
Brayan Andrés Rovira Ferreira;25;Categoria Primera A;2018;Forward;Atlético Bucaramanga;Colombia;39;5;4;1;4;3;1;7;0
Brayan Camilo Zamora Rodríguez;24;Categoria Primera A;2018;Midfielder;Santa Fe;Colombia;1;0;0;0;0;0;0;0;0
Brayan Damián Lucumí Lucumí;28;Categoria Primera A;2018;Midfielder;Deportivo Pasto;Colombia;21;1;1;0;0;0;0;1;0
Brayan Edinson Angulo Mosquera;29;Categoria Primera A;2018;Midfielder;América de Cali;Colombia;9;1;1;0;0;0;0;1;0
Brayan Stiven Cordoba Barrientos;22;Categoria Primera A;2018;Midfielder;Atlético Nacional;Colombia;0;0;0;0;0;0;0;0;0
Brayan Vera;23;Categoria Primera A;2018;Forward;Leones;Colombia;1;0;0;0;0;0;0;0;0
Brayner Jesús De Alba Castro;29;Categoria Primera A;2018;Midfielder;La Equidad;Colombia;31;1;1;0;3;1;2;2;0
Breiner Alexander Paz Medina;24;Categoria Primera A;2018;Defender;Millonarios;Colombia;1;0;0;0;0;0;0;1;0
Bréiner Clemente Castillo Caicedo;44;Categoria Primera A;2018;Goalkeeper;Atlético Huila;Colombia;2;0;0;0;0;0;0;0;0
Breyder Enrique Frías Castro;23;Categoria Primera A;2018;Midfielder;Junior;Colombia;0;0;0;0;0;0;0;0;0
Bryan David Castrillón Gómez;23;Categoria Primera A;2018;Forward;Independiente Medellín;Colombia;15;0;0;0;0;0;0;1;0
Camilo Andrés Ayala Quintero;36;Categoria Primera A;2018;Midfielder;Rionegro Águilas;Colombia;39;2;2;0;1;1;0;13;0
Camilo Andrés Rosero Téllez;28;Categoria Primera A;2018;Forward;Atlético Huila;Ecuador;0;0;0;0;0;0;0;0;0
Camilo Andrés Vargas Gil;33;Categoria Primera A;2018;Goalkeeper;Deportivo Cali;Colombia;35;0;0;0;0;0;0;8;0
Camilo Ariza;26;Categoria Primera A;2018;Goalkeeper;Jaguares de Córdoba;Colombia;0;0;0;0;0;0;0;0;0
Camilo Castro;22;Categoria Primera A;2018;Midfielder;Santa Fe;Colombia;1;0;0;0;0;0;0;0;0
Camilo Javier Mancilla Valencia;29;Categoria Primera A;2018;Defender;Envigado;Colombia;33;3;1;2;1;1;0;11;0
Camilo Velázquez Franco;24;Categoria Primera A;2018;Midfielder;Envigado;Colombia;2;0;0;0;0;0;0;0;0
Carlos Alberto Díaz;39;Categoria Primera A;2018;Defender;Boyacá Chicó;Colombia;8;0;0;0;0;0;0;3;0
Carlos Alberto Giraldo Quiroga;42;Categoria Primera A;2018;Midfielder;Deportivo Pasto;Colombia;17;0;0;0;0;0;0;7;0
Carlos Alberto Henao Sánchez;33;Categoria Primera A;2018;Defender;Santa Fe;Colombia;20;1;0;1;0;0;0;4;0
Carlos Alberto Riascos Guazá;28;Categoria Primera A;2018;Defender;Atlético Huila;Colombia;8;0;0;0;0;0;0;0;0
Carlos Alberto Romaña Mena;22;Categoria Primera A;2018;Forward;Boyacá Chicó;Colombia;5;0;0;0;0;0;0;2;0
Carlos Anderson Pérez Ochoa;27;Categoria Primera A;2018;Defender;Alianza Petrolera;Colombia;19;1;1;0;0;0;0;8;1
Carlos Andrés Bejarano Palacios;37;Categoria Primera A;2018;Goalkeeper;América de Cali;Equatorial Guinea;27;0;0;0;0;0;0;3;0
Carlos Andrés Esterilla Arboleda;25;Categoria Primera A;2018;Defender;Boyacá Chicó;Colombia;6;0;0;0;0;0;0;0;0
Carlos Andrés Gallego Castañeda;33;Categoria Primera A;2018;Defender;Leones;Colombia;8;0;0;0;0;0;0;1;0
Carlos Andrés Mosquera Perea;31;Categoria Primera A;2018;Midfielder;Patriotas Boyacá;Colombia;31;3;3;0;5;4;1;4;0
Carlos Andrés Peralta Barrios;32;Categoria Primera A;2018;Forward;La Equidad;Colombia;27;17;9;8;0;0;0;1;1
Carlos Andrés Rúa Flores;30;Categoria Primera A;2018;Midfielder;Deportivo Pasto;Colombia;6;0;0;0;0;0;0;1;0
Carlos Andrés Sepúlveda Morelo;25;Categoria Primera A;2018;Midfielder;Jaguares de Córdoba;Colombia;5;0;0;0;0;0;0;2;0
Carlos Augusto López Venegas;28;Categoria Primera A;2018;Forward;Millonarios;Colombia;8;0;0;0;1;1;0;1;0
Carlos Augusto Rivas Murillo;28;Categoria Primera A;2018;Midfielder;Atlético Nacional;Colombia;11;0;0;0;1;0;1;0;0
Carlos Cermeño;27;Categoria Primera A;2018;Midfielder;Alianza Petrolera;Venezuela;6;0;0;0;0;0;0;0;0
Carlos Cuesta;23;Categoria Primera A;2018;Defender;Atlético Nacional;Colombia;11;0;0;0;0;0;0;0;0
Carlos Daniel Rojas Londoño;24;Categoria Primera A;2018;Forward;Envigado;Colombia;21;1;1;0;1;1;0;0;0
Carlos Dario Ruiz Hoyos;24;Categoria Primera A;2018;Midfielder;Boyacá Chicó;Colombia;7;0;0;0;0;0;0;0;0
Carlos David Lizarazo Landázuri;31;Categoria Primera A;2018;Midfielder;América de Cali;Colombia;18;1;1;0;2;1;1;4;0
Carlos Enrique Rentería Olaya;27;Categoria Primera A;2018;Midfielder;Deportes Tolima;Colombia;25;0;0;0;0;0;0;4;0
Carlos Mario Arboleda Ampudia;36;Categoria Primera A;2018;Defender;Santa Fe;Colombia;27;1;0;1;1;1;0;9;1
Carlos Mario Carbonero Mancilla;32;Categoria Primera A;2018;Midfielder;Deportivo Cali;Colombia;6;0;0;0;0;0;0;1;0
Carlos Ramírez;34;Categoria Primera A;2018;Defender;Rionegro Águilas;Colombia;46;2;1;1;6;3;3;4;0
Carlos Robles;30;Categoria Primera A;2018;Midfielder;Deportes Tolima;Colombia;34;2;0;2;1;1;0;11;0
Carmelo Enrique Valencia Chaverra;38;Categoria Primera A;2018;Forward;Santa Fe;Colombia;28;5;3;2;1;0;1;2;0
César Alexander Quintero Jiménez;33;Categoria Primera A;2018;Midfielder;Atlético Bucaramanga;Colombia;14;0;0;0;0;0;0;3;1
César Andrés Amaya Solano;31;Categoria Primera A;2018;Forward;Once Caldas;Colombia;31;3;2;1;1;0;1;6;0
César Augusto Arias Moros;34;Categoria Primera A;2018;Forward;Alianza Petrolera;Colombia;30;12;9;3;2;1;1;6;0
César Federico Pintos Álvarez;29;Categoria Primera A;2018;Midfielder;Jaguares de Córdoba;Uruguay;4;0;0;0;0;0;0;1;0
César Manuel Carrillo Mejía;30;Categoria Primera A;2018;Midfielder;Millonarios;Colombia;28;6;3;3;1;1;0;4;0
Cesar Matheo Castaño Gómez;23;Categoria Primera A;2018;Midfielder;La Equidad;Colombia;5;1;1;0;0;0;0;0;0
Christian Camilo Huérfano Quintero;26;Categoria Primera A;2018;Midfielder;Millonarios;Colombia;17;1;1;0;1;1;0;5;0
Christian Camilo Mafla Rebellón;29;Categoria Primera A;2018;Defender;Atlético Nacional;Colombia;18;0;0;0;1;0;1;5;0
Christian Camilo Marrugo Rodríguez;37;Categoria Primera A;2018;Midfielder;Millonarios;Colombia;14;1;0;1;2;0;2;1;0
Christian Hernando Rivera Cuéllar;26;Categoria Primera A;2018;Midfielder;Deportivo Cali;Colombia;16;0;0;0;1;1;0;1;0
Christian Vargas Cortés;32;Categoria Primera A;2018;Goalkeeper;Atlético Nacional;Colombia;19;0;0;0;0;0;0;4;0
Cleider Leandro Alzáte Correa;34;Categoria Primera A;2018;Midfielder;Jaguares de Córdoba;Colombia;29;1;1;0;1;1;0;4;0
Cristhian Fernando Canizales Vergara;23;Categoria Primera A;2018;Midfielder;Boyacá Chicó;Colombia;10;0;0;0;1;0;1;1;0
Cristian Andrés Palomeque Valoyes;28;Categoria Primera A;2018;Forward;Alianza Petrolera;Colombia;17;2;0;2;0;0;0;3;1
Cristian Bernardo Baldovino Sanabria;25;Categoria Primera A;2018;Goalkeeper;Alianza Petrolera;Colombia;0;0;0;0;0;0;0;0;0
Cristian Camilo Arrieta Medina;26;Categoria Primera A;2018;Defender;Envigado;Colombia;25;0;0;0;2;0;2;11;1
Cristian Dájome;28;Categoria Primera A;2018;Forward;América de Cali;Colombia;33;4;2;2;3;2;1;4;0
Cristian Darío Barrios Puerta;24;Categoria Primera A;2018;Midfielder;Patriotas Boyacá;Colombia;5;1;1;0;1;1;0;1;0
Cristian David Echavarría Vélez;25;Categoria Primera A;2018;Midfielder;Patriotas Boyacá;Colombia;9;0;0;0;1;1;0;0;0
Cristian Felipe Florez García;27;Categoria Primera A;2018;Defender;Alianza Petrolera;Colombia;25;2;2;0;0;0;0;5;0
Cristian Fernando Rojas Rincón;25;Categoria Primera A;2018;Forward;La Equidad;Colombia;1;0;0;0;0;0;0;0;0
Cristian Harson Bonilla Garzón;29;Categoria Primera A;2018;Goalkeeper;La Equidad;Colombia;7;0;0;0;0;0;0;1;0
Cristián Hinestroza Salazar;23;Categoria Primera A;2018;Defender;América de Cali;Colombia;4;0;0;0;0;0;0;0;0
Cristian Martínez Borja;34;Categoria Primera A;2018;Forward;América de Cali;Colombia;18;8;5;3;0;0;0;1;0
Cristian Mateo Serna Gómez;26;Categoria Primera A;2018;Midfielder;Leones;Colombia;6;0;0;0;0;0;0;0;0
Cristian Ramírez Mejía;24;Categoria Primera A;2018;Defender;Envigado;Colombia;0;0;0;0;0;0;0;0;0
Cristian Yesid Arroyave Copete;27;Categoria Primera A;2018;Goalkeeper;Leones;Colombia;2;0;0;0;0;0;0;0;0
Dairyn González Mosquera;32;Categoria Primera A;2018;Defender;Atlético Bucaramanga;Colombia;11;0;0;0;1;1;0;4;0
Daniel Alejandro Hernández González;31;Categoria Primera A;2018;Midfielder;Rionegro Águilas;Colombia;9;0;0;0;1;1;0;0;0
Daniel Andrés Lloreda Blandón;32;Categoria Primera A;2018;Forward;Rionegro Águilas;Colombia;11;1;1;0;1;0;1;0;0
Daniel Andrés Mantilla Ossa;25;Categoria Primera A;2018;Midfielder;Leones;Colombia;19;1;1;0;2;0;2;4;0
Daniel Bocanegra;35;Categoria Primera A;2018;Defender;Atlético Nacional;Colombia;26;0;0;0;1;1;0;3;0
Daniel Duarte Romero;37;Categoria Primera A;2018;Forward;Atlético Huila;Mexico;26;4;3;1;0;0;0;8;0
Daniel Eduardo Giraldo Cárdenas;30;Categoria Primera A;2018;Midfielder;Deportivo Cali;Colombia;20;0;0;0;0;0;0;7;1
Daniel Enrique Padilla Pérez;28;Categoria Primera A;2018;Midfielder;La Equidad;Colombia;12;0;0;0;0;0;0;3;0
Daniel Esteban Buitrago Tamayo;31;Categoria Primera A;2018;Forward;América de Cali;Colombia;4;0;0;0;0;0;0;1;0
Daniel Felipe Cataño Torres;30;Categoria Primera A;2018;Midfielder;Deportes Tolima;Colombia;21;4;3;1;0;0;0;8;0
Daniel Felipe Osorio López;29;Categoria Primera A;2018;Defender;Leones;Colombia;11;0;0;0;0;0;0;3;0
Daniel Londoño Castañeda;27;Categoria Primera A;2018;Defender;Envigado;Colombia;17;0;0;0;3;1;2;10;1
Daniel Moreno Heredia;26;Categoria Primera A;2018;Midfielder;Atlético Huila;Colombia;4;0;0;0;0;0;0;0;0
Daniel Moreno Mosquera;27;Categoria Primera A;2018;Forward;Junior;Colombia;20;3;2;1;3;3;0;0;0
Daniel Muñoz;26;Categoria Primera A;2018;Defender;Rionegro Águilas;Colombia;32;4;1;3;1;1;0;9;0
Daniel Oswaldo Briceño Bueno;36;Categoria Primera A;2018;Defender;Alianza Petrolera;Colombia;2;0;0;0;0;0;0;2;1
Daniel Restrepo Agudelo;29;Categoria Primera A;2018;Midfielder;Deportivo Pasto;Colombia;19;0;0;0;1;1;0;6;0
Daniel Rojano Gómez;25;Categoria Primera A;2018;Midfielder;Once Caldas;Colombia;1;0;0;0;0;0;0;0;0
Daniel Rosero;28;Categoria Primera A;2018;Defender;Deportivo Cali;Colombia;30;2;2;0;1;1;0;10;1
Daniel Santa Moreno;30;Categoria Primera A;2018;Midfielder;Alianza Petrolera;Colombia;6;0;0;0;0;0;0;1;0
Daniel Steven Valdelamar Díaz;25;Categoria Primera A;2018;Midfielder;Santa Fe;Colombia;3;0;0;0;0;0;0;0;0
Danilo Arboleda Hurtado;27;Categoria Primera A;2018;Defender;América de Cali;Colombia;31;3;1;2;0;0;0;3;0
Danovis Banguero;32;Categoria Primera A;2018;Midfielder;Deportes Tolima;Colombia;31;1;0;1;7;5;2;11;1
Darío Andrés Rodríguez Parra;27;Categoria Primera A;2018;Forward;Deportivo Pasto;Colombia;31;5;4;1;0;0;0;4;0
Darío Bottinelli;35;Categoria Primera A;2018;Midfielder;América de Cali;Argentina;7;1;1;0;1;1;0;2;1
Darwin Guillermo López Tobías;30;Categoria Primera A;2018;Forward;Jaguares de Córdoba;Colombia;9;2;2;0;1;1;0;1;0
Darwin Zamir Andrade Marmolejo;31;Categoria Primera A;2018;Defender;Deportivo Cali;Colombia;16;0;0;0;0;0;0;3;0
David Alejandro Gómez Rojas;34;Categoria Primera A;2018;Defender;Once Caldas;Colombia;31;1;1;0;1;1;0;7;0
David Alonso Valencia Figueroa;31;Categoria Primera A;2018;Defender;Alianza Petrolera;Colombia;22;0;0;0;0;0;0;9;0
David Andrés Camacho Valencia;25;Categoria Primera A;2018;Midfielder;La Equidad;Colombia;12;2;1;1;1;0;1;2;0
David Eliécer Contreras Suárez;28;Categoria Primera A;2018;Midfielder;Jaguares de Córdoba;Colombia;6;0;0;0;0;0;0;0;0
David Fernando Lemos Cortés;26;Categoria Primera A;2018;Forward;Once Caldas;Colombia;15;9;7;2;2;2;0;3;0
David González Giraldo;40;Categoria Primera A;2018;Goalkeeper;Independiente Medellín;Colombia;45;0;0;0;0;0;0;2;0
David Montoya Henao;27;Categoria Primera A;2018;Defender;Leones;Colombia;23;1;0;1;0;0;0;6;0
David Silva;35;Categoria Primera A;2018;Midfielder;Millonarios;Colombia;30;4;4;0;4;3;1;3;1
Davinson Alexi Monsalve Jiménez;38;Categoria Primera A;2018;Defender;Patriotas Boyacá;Colombia;23;1;0;1;0;0;0;3;0
Davison Lemus Nagles;25;Categoria Primera A;2018;Defender;Atlético Huila;Colombia;2;0;0;0;0;0;0;0;0
Dayro Mauricio Moreno Galindo;36;Categoria Primera A;2018;Forward;Atlético Nacional;Colombia;31;19;12;7;3;1;2;3;0
Dayron Alexander Mosquera Mendoza;27;Categoria Primera A;2018;Midfielder;Leones;Colombia;11;0;0;0;1;1;0;1;0
Déiber Caicedo;22;Categoria Primera A;2018;Forward;Deportivo Cali;Colombia;12;1;1;0;0;0;0;1;0
Deiner Quiñónez;27;Categoria Primera A;2018;Midfielder;Independiente Medellín;Colombia;15;0;0;0;1;0;1;0;0
Deiver Hinojosa Murillo;28;Categoria Primera A;2018;Defender;Boyacá Chicó;Colombia;1;0;0;0;0;0;0;0;0
Deiver Machado;29;Categoria Primera A;2018;Defender;Atlético Nacional;Colombia;14;0;0;0;1;1;0;3;0
Deivy Alexander Balanta Abonía;29;Categoria Primera A;2018;Defender;Junior;Colombia;13;0;0;0;0;0;0;0;0
Denilson Palacios Salazar;24;Categoria Primera A;2018;Defender;Atlético Huila;Colombia;0;0;0;0;0;0;0;0;0
Denis Jovan Mena Zapata;26;Categoria Primera A;2018;Midfielder;Boyacá Chicó;Colombia;18;0;0;0;1;1;0;4;0
Denis Leonardo Gómez Lozano;30;Categoria Primera A;2018;Defender;Rionegro Águilas;Colombia;7;0;0;0;0;0;0;1;0
Devis Vásquez;24;Categoria Primera A;2018;Goalkeeper;Patriotas Boyacá;Colombia;0;0;0;0;0;0;0;0;0
Deyman Andrés Cortés Herrera;22;Categoria Primera A;2018;Forward;Atlético Huila;Colombia;8;0;0;0;0;0;0;1;0
Dhawlin Leudo Cossio;33;Categoria Primera A;2018;Defender;Deportivo Pasto;Colombia;13;0;0;0;3;2;1;2;1
Didier Andrés Moreno Asprilla;30;Categoria Primera A;2018;Midfielder;Independiente Medellín;Colombia;22;1;0;1;2;1;1;11;1
Didier Delgado Delgado;30;Categoria Primera A;2018;Midfielder;Deportivo Cali;Colombia;27;3;1;2;4;4;0;12;1
Diego Alejandro Arias Hincapié;37;Categoria Primera A;2018;Midfielder;Once Caldas;Colombia;26;0;0;0;1;0;1;8;1
Diego Alejandro Martínez Marín;32;Categoria Primera A;2018;Goalkeeper;Patriotas Boyacá;Colombia;38;0;0;0;0;0;0;8;0
Diego Alejandro Novoa Urrego;33;Categoria Primera A;2018;Goalkeeper;La Equidad;Colombia;24;0;0;0;0;0;0;5;0
Diego Alejandro Sánchez Rodríguez;29;Categoria Primera A;2018;Defender;Leones;Colombia;13;2;0;2;0;0;0;4;1
Diego Andrés Álvarez Sánchez;40;Categoria Primera A;2018;Forward;Patriotas Boyacá;Colombia;30;4;2;2;0;0;0;0;0
Diego Armando Herner;39;Categoria Primera A;2018;Defender;América de Cali;Argentina;13;0;0;0;2;0;2;7;0
Diego Arturo Peralta González;37;Categoria Primera A;2018;Defender;Once Caldas;Colombia;23;1;0;1;1;1;0;7;1
Diego Fabian Barreto Lara;29;Categoria Primera A;2018;Midfielder;Alianza Petrolera;Paraguay;18;4;4;0;0;0;0;4;0
Diego Fernando Moreno Quintero;26;Categoria Primera A;2018;Midfielder;Envigado;Colombia;19;0;0;0;0;0;0;2;0
Diego Luis Braghieri;35;Categoria Primera A;2018;Defender;Atlético Nacional;Argentina;27;0;0;0;0;0;0;7;0
Diego Luis Valoyes Ruíz;25;Categoria Primera A;2018;Forward;La Equidad;Colombia;18;0;0;0;0;0;0;2;0
Diego Nicolás Guastavino Bentancour;38;Categoria Primera A;2018;Midfielder;Santa Fe;Uruguay;15;5;4;1;5;4;1;0;0
Diego Steven Gómez Maldonado;33;Categoria Primera A;2018;Midfielder;Atlético Huila;Colombia;29;2;1;1;1;1;0;5;0
Diego Valdez Giraldo;31;Categoria Primera A;2018;Forward;Boyacá Chicó;Colombia;35;15;10;5;4;4;0;6;0
Duván Andrés Vergara Hernández;26;Categoria Primera A;2018;Forward;Envigado;Colombia;33;6;3;3;0;0;0;4;1
Duván Camilo Angarita Canchila;23;Categoria Primera A;2018;Defender;La Equidad;Colombia;0;0;0;0;0;0;0;0;0
Duván Felipe González Agudelo;26;Categoria Primera A;2018;Midfielder;Leones;Colombia;4;0;0;0;0;0;0;1;0
Duván Felipe Palacio Mosquera;25;Categoria Primera A;2018;Defender;Jaguares de Córdoba;Colombia;0;0;0;0;0;0;0;0;0
Duvier Alberto Mosquera Palacio;23;Categoria Primera A;2018;Midfielder;Santa Fe;Colombia;2;0;0;0;0;0;0;0;0
Eber Eduardo Díaz Patiño;26;Categoria Primera A;2018;Forward;Jaguares de Córdoba;Colombia;5;0;0;0;0;0;0;0;0
Edder José Farías Martínez;34;Categoria Primera A;2018;Forward;Once Caldas;Venezuela;20;8;5;3;3;1;2;1;0
Eddie Livington Segura Martínez;25;Categoria Primera A;2018;Defender;Atlético Huila;Colombia;41;2;1;1;0;0;0;6;0
Eder Castañeda Botia;30;Categoria Primera A;2018;Defender;Junior;Colombia;3;0;0;0;0;0;0;0;0
Eder Ricardo Steer Lara;40;Categoria Primera A;2018;Forward;Once Caldas;Colombia;25;5;4;1;2;1;1;11;0
