full_name;age;league;season;position;Current Club;nationality;appearances_overall;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;yellow_cards_overall;red_cards_overall
Dewar Steven Victoria Palacios;22;Categoria Primera A;2021;Midfielder;Millonarios;Colombia;0;0;0;0;0;0;0;0;0
Diber Cambindo;27;Categoria Primera A;2021;Forward;Independiente Medellín;Colombia;29;4;2;2;1;0;1;5;1
Didier Andrés Moreno Asprilla;32;Categoria Primera A;2021;Midfielder;Junior;Colombia;38;2;0;2;3;2;1;6;0
Didier Antonio Bueno Perea;22;Categoria Primera A;2021;Defender;Independiente Medellín;Colombia;9;0;0;0;0;0;0;2;0
Didier Jair Pino Córdoba;28;Categoria Primera A;2021;Midfielder;Deportes Quindío;Colombia;16;0;0;0;1;1;0;5;0
Diego Alejandro Arias Hincapié;38;Categoria Primera A;2021;Midfielder;Atlético Huila;Colombia;9;1;1;0;1;1;0;2;0
Diego Alejandro Cuadros Velásquez;27;Categoria Primera A;2021;Midfielder;Alianza Petrolera;Colombia;6;0;0;0;0;0;0;0;0
Diego Alejandro Martínez Marín;33;Categoria Primera A;2021;Goalkeeper;Deportivo Pasto;Colombia;15;0;0;0;0;0;0;2;0
Diego Alejandro Novoa Urrego;34;Categoria Primera A;2021;Goalkeeper;América de Cali;Colombia;15;0;0;0;0;0;0;3;0
Diego Alejandro Sánchez Rodríguez;30;Categoria Primera A;2021;Defender;Deportivo Pereira;Colombia;24;0;0;0;0;0;0;6;0
Diego Arían Betancouth Sandoval;20;Categoria Primera A;2021;Midfielder;Envigado;Colombia;3;0;0;0;1;0;1;0;0
Diego Armando Echeverri Gil;34;Categoria Primera A;2021;Forward;Boyacá Chicó;Colombia;5;1;0;1;0;0;0;1;1
Diego Arturo Peralta González;38;Categoria Primera A;2021;Defender;Deportivo Pereira;Colombia;24;0;0;0;1;1;0;8;0
Diego Fernando Chica López;42;Categoria Primera A;2021;Midfielder;Alianza Petrolera;Colombia;11;0;0;0;0;0;0;2;0
Diego Fernando Herazo Moreno;27;Categoria Primera A;2021;Forward;Independiente Medellín;Colombia;24;12;5;7;1;1;0;7;0
Diego Fernando Moreno Quintero;27;Categoria Primera A;2021;Midfielder;Envigado;Colombia;19;0;0;0;1;1;0;4;0
Diego Fernando Rodríguez Angulo;22;Categoria Primera A;2021;Midfielder;Deportes Quindío;Colombia;9;0;0;0;0;0;0;0;0
Diego Ferney Abadía García;24;Categoria Primera A;2021;Forward;Millonarios;Colombia;9;1;0;1;0;0;0;2;0
Diego Valdez Giraldo;32;Categoria Primera A;2021;Forward;La Equidad;Colombia;30;2;1;1;3;1;2;8;0
Diomar Ángel Díaz Calderón;33;Categoria Primera A;2021;Midfielder;Jaguares de Córdoba;Venezuela;15;1;0;1;1;0;1;2;0
Dorlan Pabón;35;Categoria Primera A;2021;Forward;Atlético Nacional;Colombia;17;4;2;2;2;0;2;3;0
Duvan Abad Carrillo Esteban;25;Categoria Primera A;2021;Goalkeeper;Jaguares de Córdoba;Colombia;0;0;0;0;0;0;0;0;0
Duván Andrés Vergara Hernández;27;Categoria Primera A;2021;Forward;América de Cali;Colombia;12;3;1;2;0;0;0;1;0
Duván Felipe González Agudelo;27;Categoria Primera A;2021;Midfielder;Boyacá Chicó;Colombia;12;0;0;0;1;1;0;5;1
Duvan Felipe Mina Martínez;20;Categoria Primera A;2021;Forward;Deportivo Cali;Colombia;6;0;0;0;0;0;0;1;0
Duván Felipe Palacio Mosquera;26;Categoria Primera A;2021;Defender;Atlético Bucaramanga;Colombia;21;2;2;0;1;1;0;3;0
Duvan Felipe Viáfara Mina;25;Categoria Primera A;2021;Defender;Once Caldas;Colombia;17;0;0;0;0;0;0;2;0
Dylan Lozano;21;Categoria Primera A;2021;Midfielder;Atlético Huila;Colombia;4;0;0;0;0;0;0;0;0
Eder Aleixo Chaux Ospina;31;Categoria Primera A;2021;Goalkeeper;Junior;Colombia;3;0;0;0;0;0;0;0;0
Éder Daniel Munive Royero;34;Categoria Primera A;2021;Defender;Atlético Huila;Colombia;7;1;1;0;0;0;0;2;0
Ederson Ancízar Cabezas Quiñónez;23;Categoria Primera A;2021;Goalkeeper;Deportivo Pasto;Colombia;0;0;0;0;0;0;0;0;0
Ederson Moreno Ramírez;29;Categoria Primera A;2021;Midfielder;La Equidad;Colombia;26;0;0;0;0;0;0;7;0
Edgar Guerra;22;Categoria Primera A;2021;Forward;Millonarios;Colombia;20;2;0;2;0;0;0;3;1
Edgar Mauricio Gómez Sánchez;29;Categoria Primera A;2021;Defender;América de Cali;Colombia;28;0;0;0;1;1;0;2;0
Edgard Enrique Camargo Rodríguez;21;Categoria Primera A;2021;Forward;Deportivo Cali;Colombia;1;0;0;0;0;0;0;0;0
Edgardo José Rito Cuero;27;Categoria Primera A;2021;Defender;Patriotas Boyacá;Venezuela;32;3;2;1;2;0;2;5;0
Edison Alexánder López Gil;23;Categoria Primera A;2021;Midfielder;Envigado;Colombia;26;2;1;1;1;1;0;2;0
Edison Mauricio Duarte Barajas;31;Categoria Primera A;2021;Defender;Deportivo Pasto;Colombia;15;1;0;1;0;0;0;3;0
Edisson Restrepo;26;Categoria Primera A;2021;Defender;Atlético Huila;Colombia;13;0;0;0;0;0;0;2;0
