full_name;age;league;season;position;Current Club;nationality;appearances_overall;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;yellow_cards_overall;red_cards_overall
Carlos Andrés Mosquera Perea;31;Categoria Primera A;2017;Midfielder;Patriotas Boyacá;Colombia;24;2;2;0;1;0;1;3;0
Carlos Andrés Páez Rivera;24;Categoria Primera A;2017;Defender;Envigado;Colombia;5;0;0;0;0;0;0;3;0
Carlos Andrés Peralta Barrios;32;Categoria Primera A;2017;Forward;La Equidad;Colombia;4;0;0;0;0;0;0;0;0
Carlos Andrés Rivas Gómez;31;Categoria Primera A;2017;Forward;Jaguares de Córdoba;Colombia;3;0;0;0;0;0;0;0;0
Carlos Andrés Rodríguez Hernández;26;Categoria Primera A;2017;Midfielder;Patriotas Boyacá;Colombia;14;0;0;0;0;0;0;2;0
Carlos Andrés Rúa Flores;30;Categoria Primera A;2017;Midfielder;Tigres;Colombia;10;0;0;0;1;1;0;2;0
Carlos Andrés Sepúlveda Morelo;25;Categoria Primera A;2017;Midfielder;Jaguares de Córdoba;Colombia;0;0;0;0;0;0;0;0;0
Carlos Andrés Sinisterra Zúñiga;31;Categoria Primera A;2017;Midfielder;Rionegro Águilas;Colombia;4;0;0;0;0;0;0;0;0
Carlos Cuesta;23;Categoria Primera A;2017;Defender;Atlético Nacional;Colombia;28;0;0;0;0;0;0;5;0
Carlos Daniel Rojas Londoño;24;Categoria Primera A;2017;Forward;Envigado;Colombia;15;3;2;1;0;0;0;2;0
Carlos David Lizarazo Landázuri;31;Categoria Primera A;2017;Midfielder;América de Cali;Colombia;31;4;2;2;4;2;2;6;0
Carlos Enrique Rentería Olaya;27;Categoria Primera A;2017;Midfielder;Deportes Tolima;Colombia;29;1;0;1;0;0;0;9;1
Carlos Mario Arboleda Ampudia;36;Categoria Primera A;2017;Defender;Santa Fe;Colombia;19;0;0;0;0;0;0;3;0
Carlos Mario Carbonero Mancilla;32;Categoria Primera A;2017;Midfielder;Cortuluá;Colombia;4;0;0;0;0;0;0;1;0
Carlos Mario Polo Gómez;24;Categoria Primera A;2017;Midfielder;Santa Fe;Colombia;1;0;0;0;0;0;0;0;0
Carlos Ramírez;34;Categoria Primera A;2017;Defender;Atlético Huila;Colombia;29;1;1;0;0;0;0;10;1
Carlos Robles;30;Categoria Primera A;2017;Midfielder;Atlético Huila;Colombia;34;2;1;1;0;0;0;10;0
Carlos Yesith De Las Salas Simanca;24;Categoria Primera A;2017;Defender;Tigres;Colombia;13;0;0;0;1;0;1;2;0
Carmelo Enrique Valencia Chaverra;38;Categoria Primera A;2017;Forward;La Equidad;Colombia;35;12;6;6;0;0;0;3;0
César Alexander Quintero Jiménez;33;Categoria Primera A;2017;Midfielder;Deportes Tolima;Colombia;10;1;0;1;1;1;0;2;0
César Andrés Amaya Solano;31;Categoria Primera A;2017;Forward;Deportivo Cali;Colombia;13;1;1;0;0;0;0;4;1
César Augusto Arias Moros;34;Categoria Primera A;2017;Forward;Alianza Petrolera;Colombia;38;12;8;4;4;3;1;8;0
Cesar Augusto Giraldo Peláez;32;Categoria Primera A;2017;Goalkeeper;Tigres;Colombia;37;0;0;0;0;0;0;6;0
César Augusto Mena Mosquera;33;Categoria Primera A;2017;Defender;Patriotas Boyacá;Colombia;2;0;0;0;1;1;0;0;0
César Augusto Valoyes Córdoba;38;Categoria Primera A;2017;Forward;Patriotas Boyacá;Colombia;26;2;2;0;0;0;0;5;0
César Manuel Carrillo Mejía;30;Categoria Primera A;2017;Midfielder;Jaguares de Córdoba;Colombia;41;7;4;3;4;2;2;10;1
Charles Junior Monsalvo Peralta;32;Categoria Primera A;2017;Forward;Rionegro Águilas;Colombia;19;0;0;0;1;0;1;6;0
Christian Camilo Huérfano Quintero;26;Categoria Primera A;2017;Midfielder;Millonarios;Colombia;6;1;1;0;0;0;0;1;0
Christian Camilo Mafla Rebellón;29;Categoria Primera A;2017;Defender;Atlético Nacional;Colombia;23;1;0;1;0;0;0;7;1
Christian Camilo Marrugo Rodríguez;37;Categoria Primera A;2017;Midfielder;Independiente Medellín;Colombia;21;6;4;2;3;3;0;3;0
Christian Hernando Rivera Cuéllar;26;Categoria Primera A;2017;Midfielder;Deportivo Cali;Colombia;28;2;0;2;2;1;1;6;0
Christian Vargas Cortés;32;Categoria Primera A;2017;Goalkeeper;Atlético Nacional;Colombia;4;0;0;0;0;0;0;1;0
Claudio Matías Velázquez;36;Categoria Primera A;2017;Forward;Jaguares de Córdoba;Argentina;1;0;0;0;0;0;0;0;0
Claudio Paul Rubiano Morales;27;Categoria Primera A;2017;Defender;Atlético Huila;Colombia;0;0;0;0;0;0;0;0;0
Cleider Leandro Alzáte Correa;34;Categoria Primera A;2017;Midfielder;Deportes Tolima;Colombia;23;5;3;2;4;2;2;2;0
Clemente Palacios Santos;28;Categoria Primera A;2017;Forward;Alianza Petrolera;Colombia;12;1;1;0;1;1;0;0;0
Cristian Alberto Restrepo González;34;Categoria Primera A;2017;Midfielder;Jaguares de Córdoba;Colombia;22;1;0;1;0;0;0;6;1
Cristian Borja;29;Categoria Primera A;2017;Defender;Cortuluá;Colombia;19;1;1;0;1;1;0;4;0
Cristian Camilo Arrieta Medina;26;Categoria Primera A;2017;Defender;Envigado;Colombia;33;1;1;0;3;3;0;10;1
Cristian Camilo Peñuela Ruiz;24;Categoria Primera A;2017;Midfielder;Deportivo Pasto;Colombia;0;0;0;0;0;0;0;0;0
Cristian Camilo Tovar Angola;24;Categoria Primera A;2017;Defender;Deportes Tolima;Colombia;3;0;0;0;0;0;0;1;0
Cristian Dájome;28;Categoria Primera A;2017;Forward;Deportivo Pasto;Colombia;25;4;0;4;2;2;0;3;0
Cristian Daniel Arango Duque;27;Categoria Primera A;2017;Forward;Millonarios;Colombia;12;3;3;0;0;0;0;0;0
Cristian Daniel Moya Pestaña;24;Categoria Primera A;2017;Midfielder;Atlético Nacional;Colombia;1;0;0;0;0;0;0;0;0
Cristian Darío Barrios Puerta;24;Categoria Primera A;2017;Midfielder;Patriotas Boyacá;Colombia;1;0;0;0;0;0;0;1;0
Cristian Felipe Florez García;27;Categoria Primera A;2017;Defender;Alianza Petrolera;Colombia;35;1;1;0;0;0;0;9;2
Cristian Harson Bonilla Garzón;29;Categoria Primera A;2017;Goalkeeper;La Equidad;Colombia;26;0;0;0;1;0;1;4;0
Cristian Martínez Borja;34;Categoria Primera A;2017;Forward;América de Cali;Colombia;36;14;13;1;6;3;3;7;0
Cristian Mazo Cañas;25;Categoria Primera A;2017;Midfielder;Deportes Tolima;Colombia;2;0;0;0;0;0;0;0;0
Cristian Nazarit Truque;32;Categoria Primera A;2017;Forward;Independiente Medellín;Colombia;13;1;1;0;1;0;1;5;0
Cristian Oscar Maidana;35;Categoria Primera A;2017;Midfielder;Rionegro Águilas;Argentina;12;0;0;0;1;0;1;1;0
Cristian Ramírez Mejía;24;Categoria Primera A;2017;Defender;Envigado;Colombia;0;0;0;0;0;0;0;0;0
Cristian Stiven Cangá Vargas;31;Categoria Primera A;2017;Forward;Atlético Huila;Colombia;16;2;2;0;0;0;0;1;0
Cucho Hernández;23;Categoria Primera A;2017;Forward;América de Cali;Colombia;17;1;0;1;2;1;1;1;0
Dairon Mosquera Chaverra;30;Categoria Primera A;2017;Defender;Santa Fe;Colombia;28;0;0;0;1;0;1;14;2
Dairyn González Mosquera;32;Categoria Primera A;2017;Defender;La Equidad;Colombia;29;0;0;0;0;0;0;9;1
Damir Alexander Zamora Lozano;26;Categoria Primera A;2017;Defender;Millonarios;Colombia;0;0;0;0;0;0;0;0;0
Damir Ceter Valencia;24;Categoria Primera A;2017;Forward;Santa Fe;Colombia;10;1;1;0;0;0;0;1;0
Daniel Alejandro Hernández González;31;Categoria Primera A;2017;Midfielder;Rionegro Águilas;Colombia;32;8;5;3;5;4;1;8;0
Daniel Andrés Lloreda Blandón;32;Categoria Primera A;2017;Forward;Atlético Nacional;Colombia;2;1;0;1;0;0;0;1;0
Daniel Bocanegra;35;Categoria Primera A;2017;Defender;Atlético Nacional;Colombia;28;0;0;0;1;0;1;6;0
Daniel Eduardo Giraldo Cárdenas;30;Categoria Primera A;2017;Midfielder;Deportivo Cali;Colombia;23;0;0;0;1;1;0;6;1
Daniel Esteban Buitrago Tamayo;31;Categoria Primera A;2017;Forward;Santa Fe;Colombia;14;0;0;0;1;1;0;2;0
Daniel Felipe Cataño Torres;30;Categoria Primera A;2017;Midfielder;Independiente Medellín;Colombia;34;1;1;0;2;1;1;8;1
Daniel Londoño Castañeda;27;Categoria Primera A;2017;Defender;Envigado;Colombia;7;0;0;0;0;0;0;2;0
Daniel Mateo Rodas Jiménez;24;Categoria Primera A;2017;Defender;Deportivo Cali;Colombia;0;0;0;0;0;0;0;0;0
Daniel Muñoz;26;Categoria Primera A;2017;Defender;Rionegro Águilas;Colombia;30;0;0;0;2;1;1;5;0
Daniel Oswaldo Briceño Bueno;36;Categoria Primera A;2017;Defender;Alianza Petrolera;Colombia;6;0;0;0;0;0;0;1;0
Daniel Patricio Angulo Arroyo;35;Categoria Primera A;2017;Forward;Deportivo Pasto;Ecuador;5;0;0;0;0;0;0;1;0
Daniel Restrepo Agudelo;29;Categoria Primera A;2017;Midfielder;Independiente Medellín;Colombia;2;0;0;0;0;0;0;0;0
Daniel Ricardo Peñaloza Cárdenas;20;Categoria Primera A;2017;Forward;Tigres;Colombia;2;0;0;0;0;0;0;0;0
Daniel Rodríguez Gil;25;Categoria Primera A;2017;Goalkeeper;Cortuluá;Colombia;5;0;0;0;0;0;0;0;0
Daniel Rojano Gómez;25;Categoria Primera A;2017;Midfielder;Once Caldas;Colombia;11;0;0;0;0;0;0;6;1
Daniel Rosero;28;Categoria Primera A;2017;Defender;Deportivo Cali;Colombia;26;0;0;0;0;0;0;14;1
Daniel Steven Valdelamar Díaz;25;Categoria Primera A;2017;Midfielder;Santa Fe;Colombia;0;0;0;0;0;0;0;0;0
Danilo Arboleda Hurtado;27;Categoria Primera A;2017;Defender;Patriotas Boyacá;Colombia;35;2;0;2;0;0;0;7;0
Danovis Banguero;32;Categoria Primera A;2017;Midfielder;Deportes Tolima;Colombia;28;3;2;1;0;0;0;6;0
Dany José Cure Correa;32;Categoria Primera A;2017;Forward;Rionegro Águilas;Venezuela;26;0;0;0;1;0;1;6;0
Darío Andrés Rodríguez Parra;27;Categoria Primera A;2017;Forward;Atlético Bucaramanga;Colombia;7;0;0;0;0;0;0;1;0
Darío Bottinelli;35;Categoria Primera A;2017;Midfielder;América de Cali;Argentina;17;2;1;1;3;2;1;4;1
Darlyn Yair Dávila Díaz;25;Categoria Primera A;2017;Midfielder;Atlético Huila;Colombia;0;0;0;0;0;0;0;0;0
Darwin Guillermo López Tobías;30;Categoria Primera A;2017;Forward;Jaguares de Córdoba;Colombia;29;8;5;3;1;1;0;1;0
Darwin Zamir Andrade Marmolejo;31;Categoria Primera A;2017;Defender;Deportivo Cali;Colombia;7;0;0;0;1;0;1;2;0
David Agudelo;25;Categoria Primera A;2017;Goalkeeper;Atlético Nacional;Colombia;0;0;0;0;0;0;0;0;0
David Alejandro Gómez Rojas;34;Categoria Primera A;2017;Defender;Once Caldas;Colombia;28;0;0;0;0;0;0;6;0
David Alejandro Uribe Yepes;28;Categoria Primera A;2017;Defender;Tigres;Colombia;4;0;0;0;0;0;0;2;1
David Alonso Valencia Figueroa;31;Categoria Primera A;2017;Defender;Alianza Petrolera;Colombia;13;0;0;0;0;0;0;6;1
David Andrés Camacho Valencia;25;Categoria Primera A;2017;Midfielder;La Equidad;Colombia;1;0;0;0;0;0;0;0;0
David Arturo Ferreira Rico;43;Categoria Primera A;2017;Midfielder;América de Cali;Colombia;3;0;0;0;0;0;0;0;0
David Cortés Armero;30;Categoria Primera A;2017;Forward;Cortuluá;Colombia;1;0;0;0;0;0;0;0;0
David Eliécer Contreras Suárez;28;Categoria Primera A;2017;Midfielder;Jaguares de Córdoba;Colombia;24;0;0;0;0;0;0;1;0
David González Giraldo;40;Categoria Primera A;2017;Goalkeeper;Independiente Medellín;Colombia;37;0;0;0;1;1;0;3;0
David Josué Pérez Martínez;23;Categoria Primera A;2017;Midfielder;Atlético Nacional;Colombia;1;0;0;0;0;0;0;0;0
David Silva;35;Categoria Primera A;2017;Midfielder;Millonarios;Colombia;32;5;3;2;3;1;2;6;0
Davinson Alexi Monsalve Jiménez;38;Categoria Primera A;2017;Defender;Once Caldas;Colombia;25;1;0;1;1;0;1;6;0
Davison Lemus Nagles;25;Categoria Primera A;2017;Defender;Atlético Huila;Colombia;11;0;0;0;0;0;0;1;0
Dayro Mauricio Moreno Galindo;36;Categoria Primera A;2017;Forward;Atlético Nacional;Colombia;36;24;18;6;5;3;2;5;1
Dayron Manuel Benavides Cabezas;31;Categoria Primera A;2017;Defender;Atlético Huila;Colombia;6;0;0;0;0;0;0;1;0
Deiver Machado;29;Categoria Primera A;2017;Defender;Millonarios;Colombia;24;2;2;0;3;3;0;4;0
Deiver Parra Fuertes;30;Categoria Primera A;2017;Defender;Patriotas Boyacá;Colombia;16;0;0;0;0;0;0;1;0
Deivy Alexander Balanta Abonía;29;Categoria Primera A;2017;Defender;Junior;Colombia;13;0;0;0;0;0;0;3;1
Delman Cajiao Balanta;26;Categoria Primera A;2017;Midfielder;Deportes Tolima;Colombia;0;0;0;0;0;0;0;0;0
Denis Andrés Stracqualursi;34;Categoria Primera A;2017;Forward;Santa Fe;Argentina;18;1;0;1;2;2;0;3;1
Denis Leonardo Gómez Lozano;30;Categoria Primera A;2017;Defender;Rionegro Águilas;Colombia;10;0;0;0;0;0;0;0;0
Devis Vásquez;24;Categoria Primera A;2017;Goalkeeper;Patriotas Boyacá;Colombia;0;0;0;0;0;0;0;0;0
Didier Andrés Moreno Asprilla;30;Categoria Primera A;2017;Midfielder;Independiente Medellín;Colombia;38;1;0;1;1;0;1;15;1
Didier Delgado Delgado;30;Categoria Primera A;2017;Midfielder;Deportivo Cali;Colombia;29;1;0;1;0;0;0;11;0
Diego Alejandro Arias Hincapié;37;Categoria Primera A;2017;Midfielder;Atlético Nacional;Colombia;22;0;0;0;1;0;1;3;0
Diego Alejandro Martínez Marín;32;Categoria Primera A;2017;Goalkeeper;Patriotas Boyacá;Colombia;4;0;0;0;0;0;0;0;0
Diego Alejandro Novoa Urrego;33;Categoria Primera A;2017;Goalkeeper;La Equidad;Colombia;8;1;0;1;0;0;0;0;0
Diego Alejandro Zipa Lizarazo;24;Categoria Primera A;2017;Midfielder;Tigres;Colombia;0;0;0;0;0;0;0;0;0
Diego Andrés Álvarez Sánchez;40;Categoria Primera A;2017;Forward;La Equidad;Colombia;25;4;1;3;1;1;0;4;1
Diego Armando Herner;39;Categoria Primera A;2017;Defender;América de Cali;Argentina;32;1;1;0;1;1;0;11;0
Diego Arturo Peralta González;37;Categoria Primera A;2017;Defender;Deportivo Pasto;Colombia;22;1;1;0;0;0;0;11;2
