full_name;age;league;season;position;Current Club;nationality;appearances_overall;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;yellow_cards_overall;red_cards_overall
Amílcar Henríquez Espinosa;39;Categoria Primera A;2013;Midfielder;Independiente Medellín;Panama;31;1;1;0;0;0;0;11;1
Anderson Fabián Soto González;29;Categoria Primera A;2013;Midfielder;Cúcuta Deportivo;Colombia;1;0;0;0;0;0;0;0;0
Anderson Fernan Zapata Diosa;37;Categoria Primera A;2013;Midfielder;Millonarios;Colombia;24;0;0;0;0;0;0;3;0
André Beltrame Vieira Pinto;33;Categoria Primera A;2013;Forward;Deportes Quindío;Brazil;15;0;0;0;0;0;0;2;1
André Krul;35;Categoria Primera A;2013;Goalkeeper;Boyacá Chicó;Netherlands;13;0;0;0;0;0;0;1;0
Andrés Andrade;33;Categoria Primera A;2013;Midfielder;Deportes Tolima;Colombia;21;6;5;1;0;0;0;6;0
Andrés Cadavid;36;Categoria Primera A;2013;Defender;Millonarios;Colombia;24;0;0;0;0;0;0;10;1
Andrés David Saldarriaga Cardona;43;Categoria Primera A;2013;Goalkeeper;Boyacá Chicó;Colombia;10;0;0;0;0;0;0;1;0
Andrés Eduardo Pérez Gutiérrez;41;Categoria Primera A;2013;Midfielder;Deportivo Cali;Colombia;43;3;2;1;0;0;0;18;1
Andrés Felipe Álvarez Gordón;29;Categoria Primera A;2013;Defender;Alianza Petrolera;Colombia;18;0;0;0;0;0;0;12;1
Andrés Felipe Arboleda Hurtado;35;Categoria Primera A;2013;Defender;Patriotas Boyacá;Colombia;15;0;0;0;0;0;0;2;0
Andrés Felipe Correa Osorio;38;Categoria Primera A;2013;Defender;Junior;Colombia;44;7;4;3;0;0;0;9;1
Andrés Felipe González Ramírez;38;Categoria Primera A;2013;Defender;Junior;Colombia;1;0;0;0;0;0;0;1;0
Andrés Felipe Mosquera Guardia;32;Categoria Primera A;2013;Defender;Independiente Medellín;Colombia;19;2;1;1;0;0;0;6;0
Andrés Felipe Orozco Vásquez;43;Categoria Primera A;2013;Defender;Envigado;Colombia;32;1;0;1;0;0;0;13;0
Andrés Felipe Rivera Lozano;27;Categoria Primera A;2013;Defender;Deportes Quindío;Colombia;2;0;0;0;0;0;0;1;0
Andrés Felipe Sarmiento Racines;31;Categoria Primera A;2013;Defender;Boyacá Chicó;Colombia;15;0;0;0;0;0;0;2;0
Andrés Javier Mosquera Murillo;32;Categoria Primera A;2013;Forward;Deportivo Pasto;Colombia;4;0;0;0;0;0;0;0;0
Andrés Leandro Castellanos Serrano;38;Categoria Primera A;2013;Goalkeeper;Independiente Medellín;Colombia;36;0;0;0;0;0;0;3;0
Andrés Mauricio Restrepo Gómez;41;Categoria Primera A;2013;Midfielder;Patriotas Boyacá;Colombia;9;0;0;0;0;0;0;0;0
Andrés Miguel Formento;38;Categoria Primera A;2013;Forward;La Equidad;Argentina;6;0;0;0;0;0;0;0;0
Andrés Ramiro Escobar Díaz;31;Categoria Primera A;2013;Forward;Deportivo Cali;Colombia;22;2;1;1;0;0;0;4;0
Andrés Ricaurte Vélez;30;Categoria Primera A;2013;Midfielder;Rionegro Águilas;Colombia;4;0;0;0;0;0;0;0;0
Ángelo Rodríguez;33;Categoria Primera A;2013;Forward;Alianza Petrolera;Colombia;33;3;1;2;0;0;0;7;0
Anthony David Tapia Gil;35;Categoria Primera A;2013;Midfielder;Deportivo Pasto;Colombia;12;1;0;1;0;0;0;3;0
Antony David Pérez Almeida;29;Categoria Primera A;2013;Forward;Independiente Medellín;Colombia;2;0;0;0;0;0;0;0;0
Antony Domingo Silva Cano;38;Categoria Primera A;2013;Goalkeeper;Deportes Tolima;Paraguay;38;0;0;0;0;0;0;4;1
Anuar Duván Hurtado Viera;33;Categoria Primera A;2013;Defender;Atlético Huila;Colombia;3;0;0;0;0;0;0;0;0
Argemiro Vacca Cortés;33;Categoria Primera A;2013;Defender;Patriotas Boyacá;Colombia;3;0;0;0;0;0;0;0;0
Arled Cadavid Valencia;31;Categoria Primera A;2013;Goalkeeper;Rionegro Águilas;Colombia;4;0;0;0;0;0;0;0;0
Arleison Martínez Martínez;28;Categoria Primera A;2013;Forward;Patriotas Boyacá;Colombia;1;0;0;0;0;0;0;0;0
Arlinton Murillo Hinestroza;34;Categoria Primera A;2013;Forward;Deportivo Pasto;Colombia;9;0;0;0;0;0;0;0;0
Armando José Nieves Vargas;32;Categoria Primera A;2013;Defender;Junior;Colombia;5;0;0;0;0;0;0;1;0
Armando Rafael Maita Urbáez;41;Categoria Primera A;2013;Forward;Atlético Huila;Venezuela;17;6;4;2;0;0;0;2;0
Arnaldo Javier Pereira Vera;36;Categoria Primera A;2013;Defender;Alianza Petrolera;Paraguay;16;1;0;1;0;0;0;5;0
Arol Yesid Reyes Morales;35;Categoria Primera A;2013;Defender;Junior;Colombia;3;0;0;0;0;0;0;0;0
Arturo David Ramírez Torres;41;Categoria Primera A;2013;Midfielder;Millonarios;Argentina;6;0;0;0;0;0;0;1;0
Avimiled Rivas Quintero;37;Categoria Primera A;2013;Midfielder;Patriotas Boyacá;Colombia;15;3;2;1;0;0;0;8;2
Ayron Del Valle Rodríguez;33;Categoria Primera A;2013;Forward;Deportes Tolima;Colombia;16;0;0;0;0;0;0;0;0
Brayan Andrés Perea Vargas;29;Categoria Primera A;2013;Forward;Deportivo Cali;Colombia;16;5;2;3;0;0;0;5;0
Brayner Yesid García Leal;35;Categoria Primera A;2013;Defender;Rionegro Águilas;Colombia;24;0;0;0;0;0;0;8;0
Bréiner Steven Belalcázar Ulabarri;37;Categoria Primera A;2013;Midfielder;Alianza Petrolera;Colombia;9;0;0;0;0;0;0;5;1
Breyner Bonilla Montaño;36;Categoria Primera A;2013;Defender;Deportes Tolima;Colombia;12;0;0;0;0;0;0;6;1
Camilo Andrés Ayala Quintero;36;Categoria Primera A;2013;Midfielder;La Equidad;Colombia;22;0;0;0;0;0;0;9;0
Camilo Andrés Ceballos Zapata;38;Categoria Primera A;2013;Defender;Once Caldas;Colombia;11;0;0;0;0;0;0;1;0
Camilo Andrés Vargas Gil;33;Categoria Primera A;2013;Goalkeeper;Santa Fe;Colombia;41;0;0;0;0;0;0;8;1
Camilo Javier Mancilla Valencia;29;Categoria Primera A;2013;Defender;Atlético Huila;Colombia;16;1;0;1;0;0;0;4;1
Camilo Maturana Palacios;29;Categoria Primera A;2013;Forward;Envigado;Colombia;3;0;0;0;0;0;0;1;0
Camilo Pérez Melo;29;Categoria Primera A;2013;Forward;Rionegro Águilas;Colombia;1;0;0;0;0;0;0;0;0
Carlos Alberto Caicedo Parada;31;Categoria Primera A;2013;Midfielder;Cúcuta Deportivo;Colombia;2;0;0;0;0;0;0;0;0
Carlos Alberto Díaz;39;Categoria Primera A;2013;Defender;Atlético Huila;Colombia;23;2;2;0;0;0;0;2;0
Carlos Alberto Giraldo Quiroga;42;Categoria Primera A;2013;Midfielder;Once Caldas;Colombia;30;0;0;0;0;0;0;5;0
Carlos Alberto Preciado Benítez;37;Categoria Primera A;2013;Forward;Envigado;Colombia;29;1;0;1;0;0;0;3;0
Carlos Alberto Valencia Orozco;30;Categoria Primera A;2013;Forward;Millonarios;Colombia;2;0;0;0;0;0;0;0;0
Carlos Andrés Abella Parra;36;Categoria Primera A;2013;Goalkeeper;Atlético Huila;Colombia;9;0;0;0;0;0;0;1;0
Carlos Andrés Rivas Gómez;31;Categoria Primera A;2013;Forward;Independiente Medellín;Colombia;2;0;0;0;0;0;0;0;0
Carlos Andrés Rodríguez Ibarra;39;Categoria Primera A;2013;Goalkeeper;Junior;Colombia;2;0;0;0;0;0;0;1;0
Carlos Augusto Rivas Murillo;28;Categoria Primera A;2013;Midfielder;Deportivo Cali;Colombia;7;1;0;1;0;0;0;1;0
Carlos David Lizarazo Landázuri;31;Categoria Primera A;2013;Midfielder;Deportivo Cali;Colombia;46;12;9;3;0;0;0;7;0
Carlos Enrique Rentería Olaya;27;Categoria Primera A;2013;Midfielder;Deportivo Cali;Colombia;2;0;0;0;0;0;0;1;0
Carlos Enrique Valdés Parra;37;Categoria Primera A;2013;Defender;Santa Fe;Colombia;32;4;2;2;0;0;0;11;1
Carlos Ibargüen Parra;31;Categoria Primera A;2013;Forward;La Equidad;Colombia;3;0;0;0;0;0;0;1;0
Carlos Manuel Padilla López;31;Categoria Primera A;2013;Midfielder;Millonarios;Colombia;1;0;0;0;0;0;0;0;0
Carlos Mario Arboleda Ampudia;36;Categoria Primera A;2013;Defender;Rionegro Águilas;Colombia;42;0;0;0;0;0;0;11;1
Carlos Mario Oñate Socarrás;27;Categoria Primera A;2013;Midfielder;Rionegro Águilas;Colombia;2;0;0;0;0;0;0;0;0
Carlos Robles;30;Categoria Primera A;2013;Midfielder;Once Caldas;Colombia;23;1;1;0;0;0;0;2;0
César Alirio Granados Carreño;32;Categoria Primera A;2013;Midfielder;Patriotas Boyacá;Colombia;1;0;0;0;0;0;0;0;0
César Andrés Amaya Solano;31;Categoria Primera A;2013;Forward;Deportivo Cali;Colombia;1;0;0;0;0;0;0;0;0
César Augusto Arias Moros;34;Categoria Primera A;2013;Forward;Once Caldas;Colombia;19;6;3;3;0;0;0;2;0
César Augusto Fawcett Lébolo;38;Categoria Primera A;2013;Defender;Junior;Colombia;4;0;0;0;0;0;0;1;0
César Augusto Hinestroza Lozano;32;Categoria Primera A;2013;Defender;Atlético Huila;Colombia;18;2;0;2;0;0;0;6;0
César Augusto Mena Mosquera;33;Categoria Primera A;2013;Defender;Atlético Huila;Colombia;4;0;0;0;0;0;0;1;0
César Augusto Valoyes Córdoba;38;Categoria Primera A;2013;Forward;Atlético Huila;Colombia;20;0;0;0;0;0;0;2;0
César Fabián Morales Morales;43;Categoria Primera A;2013;Defender;Deportes Quindío;Colombia;2;0;0;0;0;0;0;2;1
Charles Junior Monsalvo Peralta;32;Categoria Primera A;2013;Forward;Deportes Tolima;Colombia;26;11;7;4;0;0;0;7;1
Christian de Jesús Mejía Martínez;31;Categoria Primera A;2013;Forward;Atlético Huila;Colombia;12;0;0;0;0;0;0;4;0
Christian Vargas Cortés;32;Categoria Primera A;2013;Goalkeeper;Atlético Nacional;Colombia;2;0;0;0;0;0;0;0;0
Cleider Leandro Alzáte Correa;34;Categoria Primera A;2013;Midfielder;Independiente Medellín;Colombia;31;3;3;0;0;0;0;3;0
Clemente Palacios Santos;28;Categoria Primera A;2013;Forward;Once Caldas;Colombia;23;2;1;1;0;0;0;4;0
Cristhian Camilo Subero Mier;31;Categoria Primera A;2013;Midfielder;Boyacá Chicó;Colombia;1;0;0;0;0;0;0;0;0
Cristhian Felipe Alarcón Guarín;30;Categoria Primera A;2013;Forward;Millonarios;Colombia;1;0;0;0;0;0;0;0;0
Cristian Alberto Restrepo González;34;Categoria Primera A;2013;Midfielder;Independiente Medellín;Colombia;23;0;0;0;0;0;0;8;1
Cristian Andrés Higuita Beltrán;28;Categoria Primera A;2013;Midfielder;Deportivo Cali;Colombia;2;0;0;0;0;0;0;0;0
Cristian Andrés Palomeque Valoyes;28;Categoria Primera A;2013;Forward;Alianza Petrolera;Colombia;28;4;3;1;0;0;0;3;0
Cristian Andrés Pinzón Rivera;37;Categoria Primera A;2013;Goalkeeper;La Equidad;Colombia;4;0;0;0;0;0;0;0;0
Cristian Camilo Peña Gallego;30;Categoria Primera A;2013;Defender;Deportes Quindío;Colombia;22;0;0;0;0;0;0;8;0
Cristian Daniel Arango Duque;27;Categoria Primera A;2013;Forward;Envigado;Colombia;18;1;1;0;0;0;0;1;0
Cristian Ernesto Alessandrini;37;Categoria Primera A;2013;Forward;Boyacá Chicó;Argentina;12;3;0;3;0;0;0;3;1
Cristian Harson Bonilla Garzón;29;Categoria Primera A;2013;Goalkeeper;Atlético Nacional;Colombia;15;0;0;0;0;0;0;2;0
Cristian Martínez Borja;34;Categoria Primera A;2013;Forward;Santa Fe;Colombia;19;2;2;0;0;0;0;5;2
Cristian Nazarit Truque;32;Categoria Primera A;2013;Forward;Rionegro Águilas;Colombia;16;1;1;0;0;0;0;4;0
Cristian Stiven Cangá Vargas;31;Categoria Primera A;2013;Forward;Atlético Huila;Colombia;20;6;4;2;0;0;0;2;0
Dager Yair Palacios Palacios;37;Categoria Primera A;2013;Midfielder;Independiente Medellín;Colombia;22;0;0;0;0;0;0;4;0
Dairon Asprilla;30;Categoria Primera A;2013;Midfielder;Alianza Petrolera;Colombia;12;4;2;2;0;0;0;2;0
Dairon Mosquera Chaverra;30;Categoria Primera A;2013;Defender;Independiente Medellín;Colombia;24;1;0;1;0;0;0;12;1
Daley Yesid Mena Palomeque;37;Categoria Primera A;2013;Forward;Deportivo Cali;Colombia;2;0;0;0;0;0;0;0;0
Damián Alejandro Malrechauffe Verdún;37;Categoria Primera A;2013;Defender;Cúcuta Deportivo;Uruguay;15;1;0;1;0;0;0;9;0
Daniel Alejandro Hernández González;31;Categoria Primera A;2013;Midfielder;Once Caldas;Colombia;14;3;3;0;0;0;0;4;0
Daniel Bocanegra;35;Categoria Primera A;2013;Defender;Atlético Nacional;Colombia;27;0;0;0;0;0;0;6;2
Daniel Eduardo Giraldo Cárdenas;30;Categoria Primera A;2013;Midfielder;Deportivo Cali;Colombia;7;0;0;0;0;0;0;3;0
Daniel Oswaldo Briceño Bueno;36;Categoria Primera A;2013;Defender;La Equidad;Colombia;13;3;1;2;0;0;0;6;1
Daniel Restrepo Agudelo;29;Categoria Primera A;2013;Midfielder;Envigado;Colombia;7;0;0;0;0;0;0;2;0
Daniel Stiven Galindo Correa;29;Categoria Primera A;2013;Midfielder;Atlético Nacional;Colombia;1;0;0;0;0;0;0;0;0
Daniel Torres;32;Categoria Primera A;2013;Midfielder;Santa Fe;Colombia;38;0;0;0;0;0;0;18;3
Danilo Moreno Asprilla;33;Categoria Primera A;2013;Midfielder;Patriotas Boyacá;Colombia;22;5;3;2;0;0;0;1;1
Danny Leandro Aguilar Mancilla;36;Categoria Primera A;2013;Defender;Patriotas Boyacá;Colombia;11;0;0;0;0;0;0;0;0
Danny Madrid Correa;29;Categoria Primera A;2013;Midfielder;Boyacá Chicó;Colombia;1;0;0;0;0;0;0;0;0
Danny Manuel Santoya Otero;34;Categoria Primera A;2013;Forward;Deportes Quindío;Colombia;14;1;0;1;0;0;0;5;0
Danovis Banguero;32;Categoria Primera A;2013;Midfielder;Deportes Tolima;Colombia;33;4;2;2;0;0;0;6;0
Darío Alberto Bustos Torres;37;Categoria Primera A;2013;Defender;Cúcuta Deportivo;Colombia;23;2;2;0;0;0;0;9;0
Darío Andrés Rodríguez Parra;27;Categoria Primera A;2013;Forward;Santa Fe;Colombia;3;0;0;0;0;0;0;0;0
Darwin Guillermo López Tobías;30;Categoria Primera A;2013;Forward;Deportes Tolima;Colombia;19;1;1;0;0;0;0;0;0
Darwin Johan Carrero Ortega;28;Categoria Primera A;2013;Defender;Cúcuta Deportivo;Colombia;2;0;0;0;0;0;0;0;0
Darwin Zamir Andrade Marmolejo;31;Categoria Primera A;2013;Defender;La Equidad;Colombia;27;1;0;1;0;0;0;8;0
David Alonso Valencia Figueroa;31;Categoria Primera A;2013;Defender;Alianza Petrolera;Colombia;19;1;1;0;0;0;0;7;0
David Antonio Álvarez Agudelo;29;Categoria Primera A;2013;Defender;Once Caldas;Colombia;11;0;0;0;0;0;0;2;0
David Camilo Córdoba Rivera;41;Categoria Primera A;2013;Midfielder;Atlético Huila;Colombia;4;0;0;0;0;0;0;0;0
David González Giraldo;40;Categoria Primera A;2013;Goalkeeper;Deportivo Pasto;Colombia;4;0;0;0;0;0;0;2;0
David Leonardo Castro Cortés;33;Categoria Primera A;2013;Forward;Cúcuta Deportivo;Colombia;19;4;2;2;0;0;0;5;0
David Silva;35;Categoria Primera A;2013;Midfielder;Deportes Tolima;Colombia;36;2;1;1;0;0;0;8;0
Davinson Alexi Monsalve Jiménez;38;Categoria Primera A;2013;Defender;Deportes Tolima;Colombia;36;1;0;1;0;0;0;11;0
Davinson Sánchez;26;Categoria Primera A;2013;Defender;Atlético Nacional;Colombia;3;0;0;0;0;0;0;1;0
Dayro Mauricio Moreno Galindo;36;Categoria Primera A;2013;Forward;Millonarios;Colombia;42;21;15;6;0;0;0;4;0
Dayron Alexander Pérez Calle;43;Categoria Primera A;2013;Midfielder;Atlético Huila;Colombia;22;2;1;1;0;0;0;1;0
Deiner Quiñónez;27;Categoria Primera A;2013;Midfielder;Deportes Quindío;Colombia;8;0;0;0;0;0;0;0;0
Deiver Machado;29;Categoria Primera A;2013;Defender;Atlético Nacional;Colombia;2;0;0;0;0;0;0;0;0
Deivy Alexander Balanta Abonía;29;Categoria Primera A;2013;Defender;Alianza Petrolera;Colombia;12;0;0;0;0;0;0;1;0
Deivy Steven González Mejía;29;Categoria Primera A;2013;Forward;Patriotas Boyacá;Colombia;2;0;0;0;0;0;0;0;0
Devis José Oliveros González;30;Categoria Primera A;2013;Forward;Boyacá Chicó;Colombia;10;3;3;0;0;0;0;1;0
Dhawlin Leudo Cossio;33;Categoria Primera A;2013;Defender;Millonarios;Colombia;30;2;2;0;0;0;0;2;1
Didier Andrés Moreno Asprilla;30;Categoria Primera A;2013;Midfielder;Atlético Huila;Colombia;20;1;0;1;0;0;0;8;0
Didier Delgado Delgado;30;Categoria Primera A;2013;Midfielder;Deportes Tolima;Colombia;9;0;0;0;0;0;0;3;1
Didier Jair Viveros Arboleda;28;Categoria Primera A;2013;Forward;Atlético Huila;Colombia;1;0;0;0;0;0;0;0;0
Diego Alejandro Arias Hincapié;37;Categoria Primera A;2013;Midfielder;Atlético Nacional;Colombia;25;1;0;1;0;0;0;4;1
Diego Alejandro Novoa Urrego;33;Categoria Primera A;2013;Goalkeeper;La Equidad;Colombia;33;0;0;0;0;0;0;2;1
Diego Andrés Álvarez Sánchez;40;Categoria Primera A;2013;Forward;Envigado;Colombia;24;4;2;2;0;0;0;2;0
Diego Armando Amaya Solano;36;Categoria Primera A;2013;Defender;Deportivo Cali;Colombia;22;2;1;1;0;0;0;4;0
Diego Armando Herner;39;Categoria Primera A;2013;Defender;Independiente Medellín;Argentina;33;2;0;2;0;0;0;11;0
Diego Aroldo Cabrera Flores;40;Categoria Primera A;2013;Forward;Rionegro Águilas;Bolivia;18;2;0;2;0;0;0;1;0
Diego Arturo Peralta González;37;Categoria Primera A;2013;Defender;Atlético Nacional;Colombia;35;0;0;0;0;0;0;10;1
Diego Fernando Chica López;41;Categoria Primera A;2013;Midfielder;Boyacá Chicó;Colombia;31;2;1;1;0;0;0;10;0
Diego Fernando Sora Merchán;28;Categoria Primera A;2013;Forward;Patriotas Boyacá;Colombia;1;0;0;0;0;0;0;0;0
Diego Germán Martínez Pérez;41;Categoria Primera A;2013;Goalkeeper;Cúcuta Deportivo;Uruguay;3;0;0;0;0;0;0;1;0
Diouzer da Cruz dos Santos;35;Categoria Primera A;2013;Midfielder;Deportes Quindío;Equatorial Guinea;4;0;0;0;0;0;0;1;0
Donald Millán;36;Categoria Primera A;2013;Midfielder;La Equidad;Colombia;22;0;0;0;0;0;0;2;0
Duberley Cayapú Zapata;29;Categoria Primera A;2013;Midfielder;Atlético Huila;Colombia;2;0;0;0;0;0;0;0;0
Duván Mejía Rengifo;32;Categoria Primera A;2013;Midfielder;Deportes Quindío;Colombia;1;0;0;0;0;0;0;0;0
Eder Brandon Ruales Pazmiño;32;Categoria Primera A;2013;Midfielder;Deportivo Pasto;Colombia;28;1;1;0;0;0;0;7;1
Eder Castañeda Botia;30;Categoria Primera A;2013;Defender;Deportes Quindío;Colombia;7;0;0;0;0;0;0;3;1
Éder Daniel Munive Royero;32;Categoria Primera A;2013;Defender;Envigado;Colombia;11;0;0;0;0;0;0;2;0
Edgar Mauricio Gómez Sánchez;28;Categoria Primera A;2013;Defender;Patriotas Boyacá;Colombia;2;0;0;0;0;0;0;1;0
Edinson Manuel Palomino Marrugo;36;Categoria Primera A;2013;Midfielder;Atlético Huila;Colombia;23;2;2;0;0;0;0;5;0
Edison Mauricio Duarte Barajas;30;Categoria Primera A;2013;Defender;Cúcuta Deportivo;Colombia;19;0;0;0;0;0;0;5;0
Edison Toloza Colorado;38;Categoria Primera A;2013;Forward;Junior;Colombia;36;15;8;7;0;0;0;4;1
Edixon Perea Valencia;38;Categoria Primera A;2013;Forward;Deportivo Cali;Colombia;23;4;2;2;0;0;0;0;0
Edson Aldair Navarro Rozo;29;Categoria Primera A;2013;Midfielder;Cúcuta Deportivo;Colombia;4;0;0;0;0;0;0;0;0
Edson Armando Ruales Pazmiño;28;Categoria Primera A;2013;Midfielder;Deportivo Pasto;Colombia;1;0;0;0;0;0;0;0;0
Eduar Alejandro Góngora Cuero;31;Categoria Primera A;2013;Midfielder;Deportes Tolima;Colombia;1;0;0;0;0;0;0;1;0
Eduar Alexis Viveros Caicedo;36;Categoria Primera A;2013;Midfielder;Deportes Quindío;Colombia;2;0;0;0;0;0;0;0;0
Eduard Sneyder Pinzón Oviedo;31;Categoria Primera A;2013;Defender;Deportes Tolima;Colombia;2;0;0;0;0;0;0;0;0
Eduard Stihivinson Zea Chávez;32;Categoria Primera A;2013;Defender;Deportes Quindío;Colombia;12;0;0;0;0;0;0;1;0
Edwards Yesid Jiménez Gómez;41;Categoria Primera A;2013;Forward;Once Caldas;Colombia;41;12;8;4;0;0;0;10;1
Edwin Alberto del Castillo Contreras;38;Categoria Primera A;2013;Defender;Cúcuta Deportivo;Colombia;25;2;1;1;0;0;0;7;1
Edwin Alexis Velasco Uzuriaga;30;Categoria Primera A;2013;Defender;Once Caldas;Colombia;2;0;0;0;0;0;0;0;0
Edwin Cardona;29;Categoria Primera A;2013;Midfielder;Junior;Colombia;37;7;3;4;0;0;0;11;0
Edwin Dayan Móvil Cabrera;36;Categoria Primera A;2013;Midfielder;Boyacá Chicó;Colombia;30;6;4;2;0;0;0;6;0
Edwin Ernesto Ávila Peñaranda;35;Categoria Primera A;2013;Defender;Boyacá Chicó;Colombia;15;0;0;0;0;0;0;5;1
Edwin Fabry Castro Barros;30;Categoria Primera A;2013;Midfielder;Deportivo Pasto;Colombia;10;0;0;0;0;0;0;0;0
Edwin Gabriel Rivas Ibargüen;43;Categoria Primera A;2013;Defender;Cúcuta Deportivo;Colombia;15;0;0;0;0;0;0;7;0
Edy Rentería Mena;28;Categoria Primera A;2013;Defender;Once Caldas;Colombia;1;0;0;0;0;0;0;0;0
Efraín Viáfara Molina;41;Categoria Primera A;2013;Forward;Atlético Huila;Colombia;13;0;0;0;0;0;0;1;0
Elacio José Córdoba Mosquera;28;Categoria Primera A;2013;Defender;Atlético Huila;Colombia;6;0;0;0;0;0;0;0;0
Eliser Evangelista Quiñónes Tenorio;33;Categoria Primera A;2013;Midfielder;Cúcuta Deportivo;Colombia;9;2;1;1;0;0;0;0;0
Elkin Blanco Rivas;33;Categoria Primera A;2013;Midfielder;Millonarios;Colombia;36;0;0;0;0;0;0;16;0
Elkin Darío Calle Grajales;42;Categoria Primera A;2013;Defender;Atlético Nacional;Colombia;30;1;0;1;0;0;0;4;0
Elkin Darío Mosquera Moreno;32;Categoria Primera A;2013;Defender;Deportes Tolima;Colombia;5;0;0;0;0;0;0;0;0
Elkin Orlando Serrano Valero;38;Categoria Primera A;2013;Defender;Alianza Petrolera;Colombia;13;1;0;1;0;0;0;8;1
Elvis David Mosquera Valdés;31;Categoria Primera A;2013;Defender;Rionegro Águilas;Colombia;14;0;0;0;0;0;0;0;0
Elvis Javier González Herrera;40;Categoria Primera A;2013;Defender;La Equidad;Colombia;9;0;0;0;0;0;0;0;0
Elvis Perlaza;33;Categoria Primera A;2013;Defender;Boyacá Chicó;Colombia;24;1;1;0;0;0;0;12;2
Erick Andrés Moreno Serna;30;Categoria Primera A;2013;Forward;Millonarios;Colombia;35;10;6;4;0;0;0;3;0
Ervin Antonio Maturana Ortíz;43;Categoria Primera A;2013;Defender;Rionegro Águilas;Colombia;35;2;0;2;0;0;0;9;1
Esteban Felipe Castañeda Otálvaro;30;Categoria Primera A;2013;Forward;La Equidad;Colombia;7;1;1;0;0;0;0;2;0
Ever Rodríguez Moreno;31;Categoria Primera A;2013;Forward;Patriotas Boyacá;Colombia;5;0;0;0;0;0;0;0;0
Fabián Andrés González Lasso;29;Categoria Primera A;2013;Forward;Deportivo Pasto;Colombia;7;0;0;0;0;0;0;0;0
Fábio Darío Rodríguez Mejía;36;Categoria Primera A;2013;Defender;Rionegro Águilas;Colombia;35;1;0;1;0;0;0;10;1
Fabio Enrique Castillo Choco;32;Categoria Primera A;2013;Defender;Deportes Quindío;Colombia;8;0;0;0;0;0;0;0;0
Fabio Escobar Benítez;40;Categoria Primera A;2013;Forward;Atlético Huila;Paraguay;6;0;0;0;0;0;0;2;0
Fáider Fabio Burbano Castillo;30;Categoria Primera A;2013;Midfielder;Envigado;Colombia;33;3;2;1;0;0;0;7;1
Fáiner Torijano Cano;34;Categoria Primera A;2013;Defender;Deportivo Cali;Colombia;27;1;0;1;0;0;0;3;0
Farid Alfonso Díaz Rhenals;39;Categoria Primera A;2013;Defender;Atlético Nacional;Colombia;40;0;0;0;0;0;0;9;1
Faryd Camilo Mondragón Aly;51;Categoria Primera A;2013;Goalkeeper;Deportivo Cali;Colombia;40;0;0;0;0;0;0;7;1
Fausto Manuel Obeso Pérez;34;Categoria Primera A;2013;Defender;Deportivo Pasto;Colombia;37;1;1;0;0;0;0;10;0
