full_name;age;league;season;position;Current Club;nationality;appearances_overall;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;yellow_cards_overall;red_cards_overall
Brayner Yesid García Leal;35;Categoria Primera A;2014;Defender;Junior;Colombia;12;0;0;0;0;0;0;4;0
Bréiner Clemente Castillo Caicedo;44;Categoria Primera A;2014;Goalkeeper;Envigado;Colombia;33;0;0;0;0;0;0;3;0
Bréiner Steven Belalcázar Ulabarri;37;Categoria Primera A;2014;Midfielder;Rionegro Águilas;Colombia;18;0;0;0;0;0;0;4;0
Breyner Bonilla Montaño;36;Categoria Primera A;2014;Defender;Deportes Tolima;Colombia;20;3;1;2;0;0;0;6;0
Brian Loaiza López;27;Categoria Primera A;2014;Midfielder;Deportivo Cali;Colombia;1;0;0;0;0;0;0;0;0
Bryan Eduardo Urueña Díaz;29;Categoria Primera A;2014;Midfielder;Atlético Huila;Colombia;2;0;0;0;0;0;0;0;0
Camilo Andrés Ayala Quintero;36;Categoria Primera A;2014;Midfielder;Alianza Petrolera;Colombia;29;0;0;0;0;0;0;6;0
Camilo Andrés Ceballos Zapata;38;Categoria Primera A;2014;Defender;Rionegro Águilas;Colombia;21;4;2;2;0;0;0;3;0
Camilo Andrés Rosero Téllez;28;Categoria Primera A;2014;Forward;Deportivo Cali;Ecuador;3;0;0;0;0;0;0;0;0
Camilo Andrés Vargas Gil;33;Categoria Primera A;2014;Goalkeeper;Santa Fe;Colombia;33;1;0;1;0;0;0;4;0
Camilo Javier Mancilla Valencia;29;Categoria Primera A;2014;Defender;Atlético Huila;Colombia;3;0;0;0;0;0;0;0;0
Carl Stevans De la Cruz Ramírez;27;Categoria Primera A;2014;Goalkeeper;Uniautónoma;Colombia;0;0;0;0;0;0;0;0;0
Carlos Alberto Díaz;39;Categoria Primera A;2014;Defender;Atlético Huila;Colombia;27;2;1;1;0;0;0;7;0
Carlos Alberto Giraldo Quiroga;42;Categoria Primera A;2014;Midfielder;Once Caldas;Colombia;25;0;0;0;0;0;0;5;0
Carlos Alberto Henao Sánchez;33;Categoria Primera A;2014;Defender;Patriotas Boyacá;Colombia;14;0;0;0;0;0;0;6;1
Carlos Alberto Valencia Paredes;33;Categoria Primera A;2014;Defender;Independiente Medellín;Colombia;16;0;0;0;0;0;0;5;0
Carlos Alfredo Saa Posso;39;Categoria Primera A;2014;Defender;Uniautónoma;Colombia;25;1;0;1;0;0;0;15;3
Carlos Alveiro Rentería Cuesta;36;Categoria Primera A;2014;Forward;Patriotas Boyacá;Colombia;33;12;7;5;0;0;0;7;0
Carlos Andrés Abella Parra;36;Categoria Primera A;2014;Goalkeeper;Atlético Huila;Colombia;2;0;0;0;0;0;0;0;0
Carlos Andrés Bejarano Palacios;37;Categoria Primera A;2014;Goalkeeper;Independiente Medellín;Equatorial Guinea;20;0;0;0;0;0;0;4;0
Carlos Andrés Mosquera Marmolejo;27;Categoria Primera A;2014;Goalkeeper;Fortaleza CEIF;Colombia;0;0;0;0;0;0;0;0;0
Carlos Andrés Mosquera Perea;31;Categoria Primera A;2014;Midfielder;Deportivo Pasto;Colombia;5;0;0;0;0;0;0;0;0
Carlos Andrés Rivas Gómez;31;Categoria Primera A;2014;Forward;Patriotas Boyacá;Colombia;15;2;1;1;0;0;0;3;0
Carlos Andrés Rodríguez Ibarra;39;Categoria Primera A;2014;Goalkeeper;Junior;Colombia;1;0;0;0;0;0;0;0;0
Carlos Augusto Rivas Murillo;28;Categoria Primera A;2014;Midfielder;Deportivo Cali;Colombia;29;12;7;5;0;0;0;5;0
Carlos David Lizarazo Landázuri;31;Categoria Primera A;2014;Midfielder;Deportivo Cali;Colombia;17;1;1;0;0;0;0;0;0
Carlos Enrique Rentería Olaya;27;Categoria Primera A;2014;Midfielder;Deportivo Cali;Colombia;4;1;1;0;0;0;0;0;0
Carlos Gabriel Rodríguez Orantes;32;Categoria Primera A;2014;Defender;Fortaleza CEIF;Panama;8;0;0;0;0;0;0;6;0
Carlos Geovanni Chávez Ospina;38;Categoria Primera A;2014;Goalkeeper;Uniautónoma;Colombia;7;0;0;0;0;0;0;2;0
Carlos Mario Arboleda Ampudia;36;Categoria Primera A;2014;Defender;Rionegro Águilas;Colombia;39;0;0;0;0;0;0;5;0
Carlos Ramírez;34;Categoria Primera A;2014;Defender;Envigado;Colombia;31;0;0;0;0;0;0;9;1
Carlos Robles;30;Categoria Primera A;2014;Midfielder;Once Caldas;Colombia;8;1;1;0;0;0;0;0;0
César Alexander Quintero Jiménez;33;Categoria Primera A;2014;Midfielder;Atlético Huila;Colombia;15;0;0;0;0;0;0;1;0
César Andrés Amaya Solano;31;Categoria Primera A;2014;Forward;Deportes Tolima;Colombia;9;2;0;2;0;0;0;2;0
César Augusto Arias Moros;34;Categoria Primera A;2014;Forward;Once Caldas;Colombia;36;10;5;5;0;0;0;7;0
César Augusto Fawcett Lébolo;38;Categoria Primera A;2014;Defender;Junior;Colombia;12;0;0;0;0;0;0;5;0
Cesar Augusto Giraldo Peláez;32;Categoria Primera A;2014;Goalkeeper;Fortaleza CEIF;Colombia;0;0;0;0;0;0;0;0;0
César Augusto Hinestroza Lozano;32;Categoria Primera A;2014;Defender;Patriotas Boyacá;Colombia;15;0;0;0;0;0;0;5;1
César Augusto Mena Mosquera;33;Categoria Primera A;2014;Defender;Atlético Huila;Colombia;26;0;0;0;0;0;0;8;0
César Augusto Valoyes Córdoba;38;Categoria Primera A;2014;Forward;Atlético Huila;Colombia;14;1;1;0;0;0;0;4;1
Charles Junior Monsalvo Peralta;32;Categoria Primera A;2014;Forward;Deportes Tolima;Colombia;14;6;3;3;0;0;0;2;0
Christian Camilo Marrugo Rodríguez;37;Categoria Primera A;2014;Midfielder;Independiente Medellín;Colombia;35;3;3;0;0;0;0;3;0
Christian de Jesús Mejía Martínez;31;Categoria Primera A;2014;Forward;Atlético Huila;Colombia;10;0;0;0;0;0;0;2;0
Christian Vargas Cortés;32;Categoria Primera A;2014;Goalkeeper;Atlético Nacional;Colombia;5;0;0;0;0;0;0;0;0
Cleider Leandro Alzáte Correa;34;Categoria Primera A;2014;Midfielder;Rionegro Águilas;Colombia;37;4;1;3;0;0;0;5;0
Clemente Palacios Santos;28;Categoria Primera A;2014;Forward;Patriotas Boyacá;Colombia;9;0;0;0;0;0;0;0;0
Cristhian Camilo Subero Mier;31;Categoria Primera A;2014;Midfielder;Patriotas Boyacá;Colombia;5;1;1;0;0;0;0;1;0
Cristhian Felipe Alarcón Guarín;30;Categoria Primera A;2014;Forward;Millonarios;Colombia;4;0;0;0;0;0;0;2;0
Cristian Alberto Restrepo González;34;Categoria Primera A;2014;Midfielder;Independiente Medellín;Colombia;23;0;0;0;0;0;0;7;1
Cristian Andrés Higuita Beltrán;28;Categoria Primera A;2014;Midfielder;Deportivo Cali;Colombia;10;2;1;1;0;0;0;2;0
Cristian Andrés Palomeque Valoyes;28;Categoria Primera A;2014;Forward;Once Caldas;Colombia;17;2;1;1;0;0;0;1;0
Cristian Andrés Pinzón Rivera;37;Categoria Primera A;2014;Goalkeeper;La Equidad;Colombia;2;0;0;0;0;0;0;0;0
Cristian Camilo López Vergara;27;Categoria Primera A;2014;Goalkeeper;Once Caldas;Colombia;0;0;0;0;0;0;0;0;0
Cristian Daniel Arango Duque;27;Categoria Primera A;2014;Forward;Envigado;Colombia;7;0;0;0;0;0;0;0;0
Cristian Ernesto Alessandrini;37;Categoria Primera A;2014;Forward;Boyacá Chicó;Argentina;6;1;1;0;0;0;0;1;0
Cristian Fernando Osorio Jaramillo;33;Categoria Primera A;2014;Midfielder;Once Caldas;Colombia;7;1;1;0;0;0;0;1;0
Cristian Harson Bonilla Garzón;29;Categoria Primera A;2014;Goalkeeper;Atlético Nacional;Colombia;4;0;0;0;0;0;0;1;0
Cristian Javier Nasuti;39;Categoria Primera A;2014;Defender;Deportivo Cali;Argentina;18;0;0;0;0;0;0;8;1
Cristian Luis Fernándes Mejía;32;Categoria Primera A;2014;Forward;Uniautónoma;Colombia;22;3;3;0;0;0;0;0;0
Cristian Stiven Cangá Vargas;31;Categoria Primera A;2014;Forward;Atlético Huila;Colombia;18;1;0;1;0;0;0;3;0
Dager Yair Palacios Palacios;37;Categoria Primera A;2014;Midfielder;La Equidad;Colombia;22;0;0;0;0;0;0;5;0
Dairon Asprilla;30;Categoria Primera A;2014;Midfielder;Alianza Petrolera;Colombia;26;7;4;3;0;0;0;3;0
Dairon Mosquera Chaverra;30;Categoria Primera A;2014;Defender;Santa Fe;Colombia;33;0;0;0;0;0;0;11;1
Dairyn González Mosquera;32;Categoria Primera A;2014;Defender;Fortaleza CEIF;Colombia;32;0;0;0;0;0;0;9;0
Daniel Alejandro Hernández González;31;Categoria Primera A;2014;Midfielder;Independiente Medellín;Colombia;40;2;2;0;0;0;0;5;0
Daniel Bocanegra;35;Categoria Primera A;2014;Defender;Atlético Nacional;Colombia;25;4;3;1;0;0;0;8;0
Daniel Londoño Castañeda;27;Categoria Primera A;2014;Defender;Envigado;Colombia;15;1;0;1;0;0;0;5;0
Daniel Machacón Hernández;37;Categoria Primera A;2014;Midfielder;Uniautónoma;Colombia;30;0;0;0;0;0;0;11;2
Daniel Mauricio Torres González;29;Categoria Primera A;2014;Defender;Millonarios;Colombia;4;0;0;0;0;0;0;0;0
Daniel Oswaldo Briceño Bueno;36;Categoria Primera A;2014;Defender;La Equidad;Colombia;25;0;0;0;0;0;0;7;1
Daniel Santa Moreno;30;Categoria Primera A;2014;Midfielder;Alianza Petrolera;Colombia;17;0;0;0;0;0;0;5;0
Daniel Torres;32;Categoria Primera A;2014;Midfielder;Santa Fe;Colombia;36;1;1;0;0;0;0;11;0
Danny Leandro Aguilar Mancilla;36;Categoria Primera A;2014;Defender;Patriotas Boyacá;Colombia;10;0;0;0;0;0;0;3;0
Danovis Banguero;32;Categoria Primera A;2014;Midfielder;Deportes Tolima;Colombia;29;5;2;3;0;0;0;2;0
Darío Andrés Rodríguez Parra;27;Categoria Primera A;2014;Forward;Santa Fe;Colombia;14;0;0;0;0;0;0;0;0
Darwin Guillermo López Tobías;30;Categoria Primera A;2014;Forward;Deportes Tolima;Colombia;6;0;0;0;0;0;0;1;0
David Alonso Valencia Figueroa;31;Categoria Primera A;2014;Defender;Alianza Petrolera;Colombia;18;2;1;1;0;0;0;7;1
David Ángel Oltolina;37;Categoria Primera A;2014;Midfielder;Boyacá Chicó;Argentina;7;0;0;0;0;0;0;1;0
David Arturo Ferreira Rico;43;Categoria Primera A;2014;Midfielder;Santa Fe;Colombia;9;0;0;0;0;0;0;1;0
David González Giraldo;40;Categoria Primera A;2014;Goalkeeper;Rionegro Águilas;Colombia;22;0;0;0;0;0;0;1;0
David Leonardo Castro Cortés;33;Categoria Primera A;2014;Forward;Rionegro Águilas;Colombia;15;1;0;1;0;0;0;0;0
David Silva;35;Categoria Primera A;2014;Midfielder;Deportes Tolima;Colombia;32;5;3;2;0;0;0;7;1
Davinson Alexi Monsalve Jiménez;38;Categoria Primera A;2014;Defender;Deportes Tolima;Colombia;26;3;3;0;0;0;0;6;1
Davinson Sánchez;26;Categoria Primera A;2014;Defender;Atlético Nacional;Colombia;2;0;0;0;0;0;0;0;0
Dayro Mauricio Moreno Galindo;36;Categoria Primera A;2014;Forward;Millonarios;Colombia;21;13;9;4;0;0;0;3;0
Dayron Alexander Mosquera Mendoza;27;Categoria Primera A;2014;Midfielder;Atlético Nacional;Colombia;1;0;0;0;0;0;0;0;0
Dayron Alexander Pérez Calle;43;Categoria Primera A;2014;Midfielder;Atlético Huila;Colombia;32;2;0;2;0;0;0;0;0
Deimer Ruiz Rada;26;Categoria Primera A;2014;Defender;Boyacá Chicó;Colombia;0;0;0;0;0;0;0;0;0
Deiver Machado;29;Categoria Primera A;2014;Defender;Alianza Petrolera;Colombia;24;0;0;0;0;0;0;3;0
Deivy Alexander Balanta Abonía;29;Categoria Primera A;2014;Defender;Alianza Petrolera;Colombia;27;0;0;0;0;0;0;3;1
Deyner Cetré Lizcano;35;Categoria Primera A;2014;Defender;Fortaleza CEIF;Colombia;8;0;0;0;0;0;0;5;1
Dhawlin Leudo Cossio;33;Categoria Primera A;2014;Defender;Millonarios;Colombia;23;0;0;0;0;0;0;3;0
Didier Andrés Moreno Asprilla;30;Categoria Primera A;2014;Midfielder;Atlético Huila;Colombia;32;1;0;1;0;0;0;11;1
Didier Delgado Delgado;30;Categoria Primera A;2014;Midfielder;Deportes Tolima;Colombia;28;0;0;0;0;0;0;3;0
Diego Alejandro Arias Hincapié;37;Categoria Primera A;2014;Midfielder;Atlético Nacional;Colombia;30;1;1;0;0;0;0;8;1
Diego Alejandro Novoa Urrego;33;Categoria Primera A;2014;Goalkeeper;La Equidad;Colombia;37;0;0;0;0;0;0;2;1
Diego Andrés Álvarez Sánchez;40;Categoria Primera A;2014;Forward;Rionegro Águilas;Colombia;30;3;3;0;0;0;0;8;0
Diego Armando Amaya Solano;36;Categoria Primera A;2014;Defender;Independiente Medellín;Colombia;7;0;0;0;0;0;0;1;0
Diego Armando Herner;39;Categoria Primera A;2014;Defender;Independiente Medellín;Argentina;23;0;0;0;0;0;0;11;1
Diego Arturo Peralta González;37;Categoria Primera A;2014;Defender;Atlético Nacional;Colombia;21;3;3;0;0;0;0;3;0
Diego Fernando Chica López;41;Categoria Primera A;2014;Midfielder;Boyacá Chicó;Colombia;33;2;2;0;0;0;0;8;0
Diego Germán Leguiza;37;Categoria Primera A;2014;Forward;Boyacá Chicó;Argentina;6;0;0;0;0;0;0;0;0
Diego Steven Gómez Maldonado;33;Categoria Primera A;2014;Midfielder;Fortaleza CEIF;Colombia;9;1;1;0;0;0;0;1;0
Eder Aleixo Chaux Ospina;30;Categoria Primera A;2014;Goalkeeper;Boyacá Chicó;Colombia;17;0;0;0;0;0;0;5;0
Eder Brandon Ruales Pazmiño;32;Categoria Primera A;2014;Midfielder;Deportivo Pasto;Colombia;11;0;0;0;0;0;0;5;1
Édgar Alonso Zapata Pérez;42;Categoria Primera A;2014;Defender;Uniautónoma;Colombia;4;0;0;0;0;0;0;0;0
Edinson Manuel Palomino Marrugo;36;Categoria Primera A;2014;Midfielder;Rionegro Águilas;Colombia;39;10;5;5;0;0;0;8;0
Edison Toloza Colorado;38;Categoria Primera A;2014;Forward;Junior;Colombia;16;7;3;4;0;0;0;0;0
Édison Vicente Méndez Méndez;43;Categoria Primera A;2014;Midfielder;Santa Fe;Ecuador;10;0;0;0;0;0;0;6;0
Edisson Restrepo;25;Categoria Primera A;2014;Defender;Atlético Nacional;Colombia;1;0;0;0;0;0;0;0;0
Edson Omar Vásquez Ortega;33;Categoria Primera A;2014;Midfielder;Millonarios;Colombia;22;3;3;0;0;0;0;5;1
Eduard Sneyder Pinzón Oviedo;31;Categoria Primera A;2014;Defender;Deportivo Pasto;Colombia;9;0;0;0;0;0;0;6;1
Edwards Yesid Jiménez Gómez;41;Categoria Primera A;2014;Forward;Once Caldas;Colombia;34;3;1;2;0;0;0;3;0
Edwin Cardona;29;Categoria Primera A;2014;Midfielder;Atlético Nacional;Colombia;32;10;4;6;0;0;0;9;0
Edwin Dayan Móvil Cabrera;36;Categoria Primera A;2014;Midfielder;Boyacá Chicó;Colombia;32;6;5;1;0;0;0;4;0
Edwin Ernesto Ávila Peñaranda;35;Categoria Primera A;2014;Defender;Boyacá Chicó;Colombia;31;2;1;1;0;0;0;6;1
Efraín Viáfara Molina;41;Categoria Primera A;2014;Forward;Fortaleza CEIF;Colombia;11;1;1;0;0;0;0;3;0
Elacio José Córdoba Mosquera;28;Categoria Primera A;2014;Defender;Atlético Huila;Colombia;11;0;0;0;0;0;0;3;0
Eliser Evangelista Quiñónes Tenorio;33;Categoria Primera A;2014;Midfielder;Atlético Huila;Colombia;12;2;1;1;0;0;0;1;0
Elkin Blanco Rivas;33;Categoria Primera A;2014;Midfielder;Millonarios;Colombia;4;0;0;0;0;0;0;0;0
Elkin Darío Calle Grajales;42;Categoria Primera A;2014;Defender;Atlético Nacional;Colombia;23;2;1;1;0;0;0;3;0
Elton Martins da Cruz;33;Categoria Primera A;2014;Forward;Independiente Medellín;Brazil;16;1;0;1;0;0;0;0;0
Elvis David Mosquera Valdés;31;Categoria Primera A;2014;Defender;Rionegro Águilas;Colombia;16;2;2;0;0;0;0;4;0
Elvis Javier González Herrera;40;Categoria Primera A;2014;Defender;La Equidad;Colombia;32;1;1;0;0;0;0;5;0
Elvis Perlaza;33;Categoria Primera A;2014;Defender;Atlético Huila;Colombia;35;2;0;2;0;0;0;18;0
Emmanuel Prisco Jaramillo;31;Categoria Primera A;2014;Midfielder;Patriotas Boyacá;Colombia;14;0;0;0;0;0;0;1;0
Ernesto Exequiel Hernández Oncina;37;Categoria Primera A;2014;Goalkeeper;Atlético Huila;Uruguay;40;0;0;0;0;0;0;5;0
Ervin Antonio Maturana Ortíz;43;Categoria Primera A;2014;Defender;Deportivo Pasto;Colombia;27;2;1;1;0;0;0;5;1
Esteban Armando Ruiz Molina;25;Categoria Primera A;2014;Goalkeeper;La Equidad;Colombia;0;0;0;0;0;0;0;0;0
Estéfano Arango González;28;Categoria Primera A;2014;Midfielder;Patriotas Boyacá;Colombia;20;1;1;0;0;0;0;1;0
Faber Cañaveral Rentería;34;Categoria Primera A;2014;Midfielder;Uniautónoma;Colombia;27;1;0;1;0;0;0;3;0
Fabián Alexis Viáfara Alarcón;30;Categoria Primera A;2014;Defender;Rionegro Águilas;Colombia;15;0;0;0;0;0;0;1;0
Fabián Andrés Vargas Rivera;42;Categoria Primera A;2014;Midfielder;Millonarios;Colombia;35;2;1;1;0;0;0;9;0
Fábio Darío Rodríguez Mejía;36;Categoria Primera A;2014;Defender;Rionegro Águilas;Colombia;29;2;1;1;0;0;0;7;0
Fáider Fabio Burbano Castillo;30;Categoria Primera A;2014;Midfielder;Envigado;Colombia;28;2;0;2;0;0;0;8;0
Fáiner Torijano Cano;34;Categoria Primera A;2014;Defender;Deportivo Cali;Colombia;20;1;0;1;0;0;0;5;0
Farid Alfonso Díaz Rhenals;39;Categoria Primera A;2014;Defender;Atlético Nacional;Colombia;28;1;1;0;0;0;0;4;0
Faryd Camilo Mondragón Aly;51;Categoria Primera A;2014;Goalkeeper;Deportivo Cali;Colombia;5;0;0;0;0;0;0;0;0
Fausto Manuel Obeso Pérez;34;Categoria Primera A;2014;Defender;Once Caldas;Colombia;21;0;0;0;0;0;0;6;0
Felipe Aguilar Mendoza;29;Categoria Primera A;2014;Defender;Alianza Petrolera;Colombia;28;0;0;0;0;0;0;8;1
Félix Andrés Micolta Micolta;32;Categoria Primera A;2014;Midfielder;Uniautónoma;Colombia;11;0;0;0;0;0;0;0;0
Félix Enrique Noguera Collante;35;Categoria Primera A;2014;Defender;Deportes Tolima;Colombia;33;2;2;0;0;0;0;8;2
Fernando Martín Bonjour;37;Categoria Primera A;2014;Defender;Once Caldas;Argentina;15;0;0;0;0;0;0;4;0
Fernando Nicolás Battiste;38;Categoria Primera A;2014;Midfielder;La Equidad;Argentina;31;1;0;1;0;0;0;11;2
Fernando Uribe Hincapié;34;Categoria Primera A;2014;Forward;Millonarios;Colombia;22;13;9;4;0;0;0;3;0
Fram Enrique Pacheco Cardona;41;Categoria Primera A;2014;Midfielder;Fortaleza CEIF;Colombia;25;0;0;0;0;0;0;13;1
Francisco Antonio Córdoba Escarpeta;33;Categoria Primera A;2014;Defender;La Equidad;Colombia;9;1;1;0;0;0;0;4;1
Francisco Javier Meza Palma;31;Categoria Primera A;2014;Defender;Santa Fe;Colombia;38;1;0;1;0;0;0;11;0
Francisco Javier Rodríguez Ibarra;35;Categoria Primera A;2014;Midfielder;Boyacá Chicó;Colombia;17;2;0;2;0;0;0;2;0
Franco Armani;35;Categoria Primera A;2014;Goalkeeper;Atlético Nacional;Argentina;21;0;0;0;0;0;0;4;0
Franco Júnior Aliberti Barreto;38;Categoria Primera A;2014;Forward;Patriotas Boyacá;Uruguay;6;0;0;0;0;0;0;1;0
Franco Razzotti;37;Categoria Primera A;2014;Midfielder;Santa Fe;Argentina;2;0;0;0;0;0;0;1;0
Frank Fabra;31;Categoria Primera A;2014;Defender;Deportivo Cali;Colombia;34;2;1;1;0;0;0;10;0
Freddy Andrés Hurtado Abadía;46;Categoria Primera A;2014;Midfielder;Envigado;Colombia;20;0;0;0;0;0;0;8;1
Fredy Arizala Segura;39;Categoria Primera A;2014;Defender;Fortaleza CEIF;Colombia;7;0;0;0;0;0;0;2;0
