full_name;age;league;season;position;Current Club;nationality;appearances_overall;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;yellow_cards_overall;red_cards_overall
Breiner Alexander Paz Medina;24;Categoria Primera A;2016;Defender;Millonarios;Colombia;0;0;0;0;0;0;0;0;0
Bréiner Clemente Castillo Caicedo;44;Categoria Primera A;2016;Goalkeeper;Envigado;Colombia;16;0;0;0;0;0;0;1;0
Bréiner Steven Belalcázar Ulabarri;37;Categoria Primera A;2016;Midfielder;Deportivo Pasto;Colombia;8;0;0;0;0;0;0;6;0
Breyder Enrique Frías Castro;23;Categoria Primera A;2016;Midfielder;Junior;Colombia;0;0;0;0;0;0;0;0;0
Breyner Bonilla Montaño;36;Categoria Primera A;2016;Defender;Fortaleza CEIF;Colombia;8;0;0;0;0;0;0;4;0
Bryan Eduardo Urueña Díaz;29;Categoria Primera A;2016;Midfielder;Cortuluá;Colombia;13;0;0;0;0;0;0;1;0
Camilo Andrés Blanco Flórez;28;Categoria Primera A;2016;Defender;Fortaleza CEIF;Colombia;16;0;0;0;0;0;0;2;0
Camilo Andrés Ceballos Zapata;38;Categoria Primera A;2016;Defender;Deportivo Pasto;Colombia;27;1;0;1;0;0;0;2;1
Camilo Andrés Vargas Gil;33;Categoria Primera A;2016;Goalkeeper;Deportivo Cali;Colombia;17;0;0;0;0;0;0;1;0
Camilo Javier Mancilla Valencia;29;Categoria Primera A;2016;Defender;La Equidad;Colombia;22;1;1;0;0;0;0;10;0
Campo Elías Santacruz Hernández;37;Categoria Primera A;2016;Defender;Jaguares de Córdoba;Colombia;5;0;0;0;0;0;0;3;1
Carlos Alberto Díaz;39;Categoria Primera A;2016;Defender;Boyacá Chicó;Colombia;25;1;1;0;0;0;0;7;1
Carlos Alberto Giraldo Quiroga;42;Categoria Primera A;2016;Midfielder;Atlético Bucaramanga;Colombia;36;0;0;0;0;0;0;11;0
Carlos Alberto Henao Sánchez;33;Categoria Primera A;2016;Defender;Millonarios;Colombia;36;6;2;4;0;0;0;10;0
Carlos Alberto Ibargüen Hinojosa;26;Categoria Primera A;2016;Forward;Independiente Medellín;Colombia;14;4;2;2;0;0;0;5;0
Carlos Alberto Palomeque Correa;25;Categoria Primera A;2016;Defender;Rionegro Águilas;Colombia;0;0;0;0;0;0;0;0;0
Carlos Alberto Riascos Guazá;28;Categoria Primera A;2016;Defender;Alianza Petrolera;Colombia;9;0;0;0;0;0;0;3;0
Carlos Alberto Valencia Paredes;33;Categoria Primera A;2016;Defender;Millonarios;Colombia;0;0;0;0;0;0;0;0;0
Carlos Anderson Pérez Ochoa;27;Categoria Primera A;2016;Defender;Fortaleza CEIF;Colombia;22;0;0;0;0;0;0;6;0
Carlos Andrés Páez Rivera;24;Categoria Primera A;2016;Defender;Envigado;Colombia;7;0;0;0;0;0;0;3;0
Carlos Andrés Peralta Barrios;32;Categoria Primera A;2016;Forward;La Equidad;Colombia;35;9;4;5;0;0;0;2;0
Carlos Andrés Rivas Gómez;31;Categoria Primera A;2016;Forward;Santa Fe;Colombia;11;1;0;1;0;0;0;2;0
Carlos Andrés Rodríguez Hernández;26;Categoria Primera A;2016;Midfielder;Patriotas Boyacá;Colombia;15;0;0;0;0;0;0;1;0
Carlos Andrés Sepúlveda Morelo;25;Categoria Primera A;2016;Midfielder;Jaguares de Córdoba;Colombia;2;0;0;0;0;0;0;0;0
Carlos Andrés Sinisterra Zúñiga;31;Categoria Primera A;2016;Midfielder;Rionegro Águilas;Colombia;8;3;1;2;0;0;0;0;0
Carlos Cuesta;23;Categoria Primera A;2016;Defender;Atlético Nacional;Colombia;15;0;0;0;0;0;0;1;0
Carlos Eduardo Mestre González;27;Categoria Primera A;2016;Midfielder;Fortaleza CEIF;Colombia;4;0;0;0;0;0;0;1;0
Carlos Enrique Rentería Olaya;27;Categoria Primera A;2016;Midfielder;Deportivo Cali;Colombia;8;0;0;0;0;0;0;5;1
Carlos Felipe Rueda Rodríguez;28;Categoria Primera A;2016;Forward;Fortaleza CEIF;Colombia;5;0;0;0;0;0;0;0;0
Carlos Mario Arboleda Ampudia;36;Categoria Primera A;2016;Defender;Santa Fe;Colombia;26;2;1;1;0;0;0;9;0
Carlos Mario Polo Gómez;24;Categoria Primera A;2016;Midfielder;Santa Fe;Colombia;0;0;0;0;0;0;0;0;0
Carlos Mario Rodríguez Torres;28;Categoria Primera A;2016;Midfielder;Fortaleza CEIF;Colombia;32;6;4;2;0;0;0;2;0
Carlos Ramírez;34;Categoria Primera A;2016;Defender;Alianza Petrolera;Colombia;12;0;0;0;0;0;0;2;0
Carlos Robles;30;Categoria Primera A;2016;Midfielder;Atlético Huila;Colombia;32;2;1;1;0;0;0;9;0
César Alexander Quintero Jiménez;33;Categoria Primera A;2016;Midfielder;Once Caldas;Colombia;16;1;1;0;0;0;0;2;0
César Andrés Amaya Solano;31;Categoria Primera A;2016;Forward;Rionegro Águilas;Colombia;25;8;6;2;0;0;0;6;0
César Andrés Assia Mora;30;Categoria Primera A;2016;Midfielder;Boyacá Chicó;Colombia;4;0;0;0;0;0;0;0;0
César Augusto Arias Moros;34;Categoria Primera A;2016;Forward;Once Caldas;Colombia;10;2;1;1;0;0;0;2;0
César Augusto Hinestroza Lozano;32;Categoria Primera A;2016;Defender;Cortuluá;Colombia;32;2;0;2;0;0;0;6;0
César Augusto Mena Mosquera;33;Categoria Primera A;2016;Defender;Rionegro Águilas;Colombia;7;0;0;0;0;0;0;2;2
César Manuel Carrillo Mejía;30;Categoria Primera A;2016;Midfielder;Jaguares de Córdoba;Colombia;28;1;1;0;0;0;0;6;1
Christian Alonso Bulla Yazzo;26;Categoria Primera A;2016;Midfielder;Fortaleza CEIF;Colombia;0;0;0;0;0;0;0;0;0
Christian Andrés Vaquero Abad;36;Categoria Primera A;2016;Forward;Boyacá Chicó;Uruguay;5;0;0;0;0;0;0;0;0
Christian Camilo Mafla Rebellón;29;Categoria Primera A;2016;Defender;Atlético Bucaramanga;Colombia;24;0;0;0;0;0;0;4;0
Christian Camilo Marrugo Rodríguez;37;Categoria Primera A;2016;Midfielder;Independiente Medellín;Colombia;39;11;7;4;0;0;0;2;0
Christian Gilberto Ovelar Rodriguez;37;Categoria Primera A;2016;Forward;Millonarios;Paraguay;3;1;0;1;0;0;0;0;0
Christian Hernando Rivera Cuéllar;26;Categoria Primera A;2016;Midfielder;Deportivo Pasto;Colombia;24;0;0;0;0;0;0;7;0
Christian Vargas Cortés;32;Categoria Primera A;2016;Goalkeeper;Atlético Nacional;Colombia;12;0;0;0;0;0;0;2;0
Claudio Paul Rubiano Morales;27;Categoria Primera A;2016;Defender;Atlético Huila;Colombia;8;0;0;0;0;0;0;3;1
Cleider Leandro Alzáte Correa;34;Categoria Primera A;2016;Midfielder;Deportes Tolima;Colombia;36;5;2;3;0;0;0;2;0
Clemente Palacios Santos;28;Categoria Primera A;2016;Forward;Junior;Colombia;10;0;0;0;0;0;0;2;0
Cristhian Felipe Alarcón Guarín;30;Categoria Primera A;2016;Forward;Deportes Tolima;Colombia;5;0;0;0;0;0;0;2;0
Cristhian Fernando Canizales Vergara;23;Categoria Primera A;2016;Midfielder;Boyacá Chicó;Colombia;4;0;0;0;0;0;0;1;0
Cristian Alberto Molina;30;Categoria Primera A;2016;Forward;Deportivo Pasto;Argentina;8;0;0;0;0;0;0;0;0
Cristian Borja;29;Categoria Primera A;2016;Defender;Santa Fe;Colombia;22;0;0;0;0;0;0;2;1
Cristian Camilo Arrieta Medina;26;Categoria Primera A;2016;Defender;Envigado;Colombia;25;0;0;0;0;0;0;7;0
Cristian Camilo Valencia Cifuentes;30;Categoria Primera A;2016;Defender;Cortuluá;Colombia;11;1;1;0;0;0;0;5;0
Cristian Dájome;28;Categoria Primera A;2016;Forward;Atlético Nacional;Colombia;33;5;4;1;0;0;0;8;1
Cristian Daniel Arango Duque;27;Categoria Primera A;2016;Forward;Envigado;Colombia;20;4;3;1;0;0;0;4;0
Cristian Daniel Moya Pestaña;24;Categoria Primera A;2016;Midfielder;Atlético Nacional;Colombia;3;1;1;0;0;0;0;0;0
Cristian Ernesto Alessandrini;37;Categoria Primera A;2016;Forward;Once Caldas;Argentina;8;0;0;0;0;0;0;0;0
Cristian Felipe Florez García;27;Categoria Primera A;2016;Defender;Alianza Petrolera;Colombia;19;0;0;0;0;0;0;3;1
Cristian Harson Bonilla Garzón;29;Categoria Primera A;2016;Goalkeeper;Atlético Nacional;Colombia;16;0;0;0;0;0;0;5;0
Cristian Luis Fernándes Mejía;32;Categoria Primera A;2016;Forward;La Equidad;Colombia;8;0;0;0;0;0;0;1;0
Cristian Mauricio Rivas Vásquez;31;Categoria Primera A;2016;Defender;La Equidad;Colombia;2;0;0;0;0;0;0;1;0
Cristian Mazo Cañas;25;Categoria Primera A;2016;Midfielder;Deportes Tolima;Colombia;2;0;0;0;0;0;0;0;0
Cristian Nazarit Truque;32;Categoria Primera A;2016;Forward;Deportivo Pasto;Colombia;29;8;4;4;0;0;0;12;1
Dager Yair Palacios Palacios;37;Categoria Primera A;2016;Midfielder;Boyacá Chicó;Colombia;24;0;0;0;0;0;0;6;0
Dainer Joanni Mera Arará;27;Categoria Primera A;2016;Defender;Atlético Huila;Colombia;17;1;0;1;0;0;0;6;0
Dairon Asprilla;30;Categoria Primera A;2016;Midfielder;Millonarios;Colombia;16;2;2;0;0;0;0;2;0
Dairon Mosquera Chaverra;30;Categoria Primera A;2016;Defender;Santa Fe;Colombia;20;1;1;0;0;0;0;5;0
Daladier Gerardo Chávez Vásquez;27;Categoria Primera A;2016;Defender;Deportes Tolima;Colombia;1;0;0;0;0;0;0;0;0
Daley Yesid Mena Palomeque;37;Categoria Primera A;2016;Forward;Boyacá Chicó;Colombia;10;1;0;1;0;0;0;0;0
Daniel Alejandro Hernández González;31;Categoria Primera A;2016;Midfielder;Once Caldas;Colombia;25;6;5;1;0;0;0;2;0
Daniel Bocanegra;35;Categoria Primera A;2016;Defender;Atlético Nacional;Colombia;19;7;2;5;0;0;0;5;1
Daniel Eduardo Giraldo Cárdenas;30;Categoria Primera A;2016;Midfielder;Deportivo Cali;Colombia;26;1;0;1;0;0;0;7;0
Daniel Esteban Buitrago Tamayo;31;Categoria Primera A;2016;Forward;Cortuluá;Colombia;36;5;3;2;0;0;0;6;0
Daniel Estivent Castaño Castaño;24;Categoria Primera A;2016;Midfielder;Fortaleza CEIF;Colombia;2;0;0;0;0;0;0;1;0
Daniel Felipe Cataño Torres;30;Categoria Primera A;2016;Midfielder;Atlético Bucaramanga;Colombia;30;3;0;3;0;0;0;9;0
Daniel José Mosquera Bueno;24;Categoria Primera A;2016;Defender;Boyacá Chicó;Colombia;0;0;0;0;0;0;0;0;0
Daniel Londoño Castañeda;27;Categoria Primera A;2016;Defender;Atlético Huila;Colombia;17;0;0;0;0;0;0;6;0
Daniel Murillo Borrero;24;Categoria Primera A;2016;Defender;Cortuluá;Colombia;0;0;0;0;0;0;0;0;0
Daniel Oswaldo Briceño Bueno;36;Categoria Primera A;2016;Defender;Deportivo Pasto;Colombia;7;0;0;0;0;0;0;1;1
Daniel Ramírez Ramírez;26;Categoria Primera A;2016;Defender;Once Caldas;Colombia;3;0;0;0;0;0;0;1;0
Daniel Rodríguez Gil;25;Categoria Primera A;2016;Goalkeeper;Cortuluá;Colombia;0;0;0;0;0;0;0;0;0
Daniel Rojano Gómez;25;Categoria Primera A;2016;Midfielder;Once Caldas;Colombia;14;0;0;0;0;0;0;4;0
Daniel Rosero;28;Categoria Primera A;2016;Defender;Patriotas Boyacá;Colombia;37;4;3;1;0;0;0;18;1
Daniel Santa Moreno;30;Categoria Primera A;2016;Midfielder;Alianza Petrolera;Colombia;9;0;0;0;0;0;0;3;1
Daniel Torres;32;Categoria Primera A;2016;Midfielder;Independiente Medellín;Colombia;18;1;1;0;0;0;0;7;1
Danny Cano Sánchez;36;Categoria Primera A;2016;Defender;Atlético Bucaramanga;Colombia;17;0;0;0;0;0;0;3;0
Danovis Banguero;32;Categoria Primera A;2016;Midfielder;Deportes Tolima;Colombia;38;1;1;0;0;0;0;5;0
Dany José Cure Correa;32;Categoria Primera A;2016;Forward;Once Caldas;Venezuela;29;2;2;0;0;0;0;10;0
Darío Andrés Rodríguez Parra;27;Categoria Primera A;2016;Forward;Atlético Bucaramanga;Colombia;41;14;10;4;0;0;0;5;0
Darwin Guillermo López Tobías;30;Categoria Primera A;2016;Forward;Jaguares de Córdoba;Colombia;25;4;2;2;0;0;0;2;0
David Agudelo;25;Categoria Primera A;2016;Goalkeeper;Atlético Nacional;Colombia;0;0;0;0;0;0;0;0;0
David Alejandro Gómez Rojas;34;Categoria Primera A;2016;Defender;Once Caldas;Colombia;18;0;0;0;0;0;0;3;0
David Alonso Valencia Figueroa;31;Categoria Primera A;2016;Defender;Millonarios;Colombia;2;0;0;0;0;0;0;3;1
David Antonio Álvarez Agudelo;29;Categoria Primera A;2016;Defender;Junior;Colombia;3;0;0;0;0;0;0;0;0
David Castañeda Ramírez;30;Categoria Primera A;2016;Defender;Rionegro Águilas;Colombia;0;0;0;0;0;0;0;0;0
David Cortés Armero;30;Categoria Primera A;2016;Forward;Cortuluá;Colombia;9;2;1;1;0;0;0;1;0
David Eliécer Contreras Suárez;28;Categoria Primera A;2016;Midfielder;Jaguares de Córdoba;Colombia;13;0;0;0;0;0;0;3;0
David Fernando Lemos Cortés;26;Categoria Primera A;2016;Forward;Once Caldas;Colombia;4;0;0;0;0;0;0;0;0
David González Giraldo;40;Categoria Primera A;2016;Goalkeeper;Independiente Medellín;Colombia;45;0;0;0;0;0;0;1;0
David Josué Pérez Martínez;23;Categoria Primera A;2016;Midfielder;Atlético Nacional;Colombia;2;0;0;0;0;0;0;1;0
David Otálvaro Gómez;27;Categoria Primera A;2016;Defender;Jaguares de Córdoba;Colombia;0;0;0;0;0;0;0;0;0
David Silva;35;Categoria Primera A;2016;Midfielder;Millonarios;Colombia;40;9;7;2;0;0;0;13;0
Davinson Alexi Monsalve Jiménez;38;Categoria Primera A;2016;Defender;Atlético Huila;Colombia;18;0;0;0;0;0;0;6;0
Davinson Sánchez;26;Categoria Primera A;2016;Defender;Atlético Nacional;Colombia;14;0;0;0;0;0;0;4;0
Davison Lemus Nagles;25;Categoria Primera A;2016;Defender;Atlético Huila;Colombia;2;0;0;0;0;0;0;0;0
Dayron Alexander Mosquera Mendoza;27;Categoria Primera A;2016;Midfielder;Atlético Nacional;Colombia;12;0;0;0;0;0;0;0;0
Dayron Alexander Pérez Calle;43;Categoria Primera A;2016;Midfielder;Jaguares de Córdoba;Colombia;5;0;0;0;0;0;0;1;0
Deimer Ruiz Rada;26;Categoria Primera A;2016;Defender;Boyacá Chicó;Colombia;8;0;0;0;0;0;0;0;0
Déiner Andrés Córdoba Escarpeta;30;Categoria Primera A;2016;Midfielder;Boyacá Chicó;Colombia;32;0;0;0;0;0;0;13;1
Deiner Quiñónez;27;Categoria Primera A;2016;Midfielder;Deportes Tolima;Colombia;31;1;1;0;0;0;0;3;0
Deiver Machado;29;Categoria Primera A;2016;Defender;Millonarios;Colombia;29;2;2;0;0;0;0;9;0
Deiver Parra Fuertes;30;Categoria Primera A;2016;Defender;Patriotas Boyacá;Colombia;21;0;0;0;0;0;0;8;0
Deivy Alexander Balanta Abonía;29;Categoria Primera A;2016;Defender;Junior;Colombia;19;0;0;0;0;0;0;4;1
Delman Cajiao Balanta;26;Categoria Primera A;2016;Midfielder;Deportes Tolima;Colombia;0;0;0;0;0;0;0;0;0
Denis Leonardo Gómez Lozano;30;Categoria Primera A;2016;Defender;Jaguares de Córdoba;Colombia;19;0;0;0;0;0;0;3;0
Devis Vásquez;24;Categoria Primera A;2016;Goalkeeper;Patriotas Boyacá;Colombia;0;0;0;0;0;0;0;0;0
Didier Andrés Moreno Asprilla;30;Categoria Primera A;2016;Midfielder;Independiente Medellín;Colombia;23;0;0;0;0;0;0;9;0
Didier Delgado Delgado;30;Categoria Primera A;2016;Midfielder;Deportes Tolima;Colombia;27;3;2;1;0;0;0;6;0
Diego Alejandro Arias Hincapié;37;Categoria Primera A;2016;Midfielder;Atlético Nacional;Colombia;22;1;0;1;0;0;0;3;0
Diego Alejandro Cuadros Velásquez;26;Categoria Primera A;2016;Midfielder;Jaguares de Córdoba;Colombia;23;1;0;1;0;0;0;0;0
Diego Alejandro Novoa Urrego;33;Categoria Primera A;2016;Goalkeeper;La Equidad;Colombia;28;0;0;0;0;0;0;4;0
Diego Andrés Álvarez Sánchez;40;Categoria Primera A;2016;Forward;Patriotas Boyacá;Colombia;39;13;7;6;0;0;0;7;0
Diego Armando Agamez López;23;Categoria Primera A;2016;Goalkeeper;Jaguares de Córdoba;Colombia;0;0;0;0;0;0;0;0;0
Diego Armando Amaya Solano;36;Categoria Primera A;2016;Defender;Atlético Bucaramanga;Colombia;9;0;0;0;0;0;0;6;0
Diego Armando Echeverri Gil;33;Categoria Primera A;2016;Forward;Atlético Bucaramanga;Colombia;5;1;1;0;0;0;0;0;0
Diego Arturo Peralta González;37;Categoria Primera A;2016;Defender;Atlético Bucaramanga;Colombia;25;2;1;1;0;0;0;6;0
Diego Fernando Herazo Moreno;26;Categoria Primera A;2016;Forward;Independiente Medellín;Colombia;1;0;0;0;0;0;0;0;0
Diego Fernando Moreno Quintero;26;Categoria Primera A;2016;Midfielder;Envigado;Colombia;2;0;0;0;0;0;0;0;0
Diego Gregori Díaz;27;Categoria Primera A;2016;Midfielder;Envigado;Spain;21;1;0;1;0;0;0;4;1
Diego Luis Valoyes Ruíz;25;Categoria Primera A;2016;Forward;La Equidad;Colombia;20;1;1;0;0;0;0;3;1
Domingo Miguel Ortíz Arrieta;25;Categoria Primera A;2016;Forward;La Equidad;Colombia;1;0;0;0;0;0;0;0;0
Duban Martínez Ibarra;33;Categoria Primera A;2016;Forward;Fortaleza CEIF;Colombia;13;0;0;0;0;0;0;0;0
Duman Herrera Chacón;27;Categoria Primera A;2016;Forward;Patriotas Boyacá;Colombia;9;1;0;1;0;0;0;0;0
