date_GMT;home_team_name;away_team_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;home_team_shots;away_team_shots;home_team_shots_on_target;away_team_shots_on_target;home_team_fouls;away_team_fouls;home_team_possession;away_team_possession;stadium_name
Sep 06 2014 - 9:00pm;Atlético Huila;Millonarios;1;0;1;3;3;3;0;0;0;15;7;5;4;10;15;50;50;Estadio Guillermo Plazas Alcid
Sep 06 2014 - 10:30pm;Santa Fe;Deportes Tolima;5;0;5;4;7;4;0;4;0;13;12;7;5;14;12;47;53;Estadio Nemesio Camacho El Campín
Sep 06 2014 - 11:00pm;Patriotas Boyacá;Uniautónoma;1;0;1;3;3;2;0;4;0;16;10;3;3;16;7;53;47;Estadio de La Independencia
Sep 07 2014 - 1:00am;Once Caldas;Envigado;2;1;3;3;3;2;0;5;1;12;7;5;2;19;16;52;48;Estadio Palogrande
Sep 07 2014 - 8:15pm;Deportivo Pasto;La Equidad;0;0;0;5;1;3;0;3;0;24;4;12;4;11;24;53;47;Estadio Departamental Libertad
Sep 07 2014 - 10:30pm;Junior;Alianza Petrolera;0;1;1;5;0;6;0;5;1;19;15;3;8;19;14;47;53;Estadio Metropolitano Roberto Meléndez
Sep 07 2014 - 10:30pm;Atlético Nacional;Boyacá Chicó;2;2;4;6;4;2;0;2;0;14;8;4;4;13;18;48;52;Estadio Atanasio Girardot
Sep 08 2014 - 12:30am;Rionegro Águilas;Deportivo Cali;0;1;1;3;3;1;0;4;0;10;16;5;7;10;20;49;51;Estadio Hernán Ramírez Villegas
Sep 13 2014 - 12:45am;Envigado;Rionegro Águilas;2;0;2;3;10;1;0;2;0;16;12;6;7;19;27;51;49;Estadio Polideportivo Sur
Sep 13 2014 - 8:15pm;La Equidad;Fortaleza CEIF;0;0;0;5;5;2;0;5;0;9;10;4;4;16;12;50;50;Estadio Metropolitano de Techo
Sep 13 2014 - 10:30pm;Deportivo Pasto;Deportivo Cali;2;0;2;5;6;2;0;2;0;19;5;7;0;8;17;50;50;Estadio Departamental Libertad
Sep 13 2014 - 10:30pm;Santa Fe;Millonarios;4;1;5;3;8;2;1;1;0;11;11;6;5;13;24;48;52;Estadio Nemesio Camacho El Campín
Sep 14 2014 - 12:45am;Atlético Nacional;Independiente Medellín;1;0;1;7;11;3;0;3;0;15;4;5;4;11;13;49;51;Estadio Atanasio Girardot
Sep 14 2014 - 9:00pm;Boyacá Chicó;Patriotas Boyacá;1;1;2;4;6;3;2;3;2;12;4;6;2;14;16;50;50;Estadio de La Independencia
Sep 14 2014 - 10:30pm;Once Caldas;Alianza Petrolera;3;0;3;2;3;1;0;2;0;9;7;6;4;22;21;53;47;Estadio Palogrande
Sep 14 2014 - 11:00pm;Atlético Huila;Deportes Tolima;0;0;0;11;3;3;0;2;0;23;8;7;3;16;11;47;53;Estadio Guillermo Plazas Alcid
Sep 15 2014 - 1:00am;Junior;Uniautónoma;3;1;4;3;3;1;0;6;1;15;13;8;6;17;11;51;49;Estadio Metropolitano Roberto Meléndez
Sep 20 2014 - 7:00pm;Boyacá Chicó;Deportivo Pasto;0;0;0;3;3;3;0;3;0;5;14;2;4;15;12;49;51;Estadio de La Independencia
Sep 20 2014 - 9:00pm;Deportes Tolima;Atlético Huila;1;5;6;9;5;2;0;2;0;10;11;3;6;13;22;47;53;Estadio Manuel Murillo Toro
Sep 20 2014 - 10:30pm;La Equidad;Once Caldas;2;0;2;6;4;0;0;3;0;12;12;4;5;11;18;51;49;Estadio Metropolitano de Techo
Sep 20 2014 - 11:00pm;Millonarios;Junior;0;0;0;17;4;1;0;3;0;8;10;5;2;15;13;49;51;Estadio Nemesio Camacho El Campín
Sep 21 2014 - 1:00am;Independiente Medellín;Patriotas Boyacá;3;1;4;1;4;3;0;1;0;9;11;6;6;16;23;49;51;Estadio Atanasio Girardot
Sep 21 2014 - 8:15pm;Alianza Petrolera;Rionegro Águilas;1;0;1;3;4;2;0;4;0;9;8;6;5;18;16;52;48;Estadio Álvaro Gómez Hurtado
Sep 21 2014 - 10:30pm;Uniautónoma;Atlético Nacional;0;3;3;9;3;4;0;1;0;9;14;5;5;13;17;53;47;Estadio Metropolitano Roberto Meléndez
Sep 21 2014 - 10:30pm;Envigado;Santa Fe;2;2;4;5;2;2;1;1;0;20;10;8;2;16;19;49;51;Estadio Polideportivo Sur
Sep 22 2014 - 12:30am;Deportivo Cali;Fortaleza CEIF;2;0;2;2;5;4;0;5;0;10;13;2;8;19;21;50;50;Estadio Olímpico Pascual Guerrero
Sep 24 2014 - 7:00pm;Fortaleza CEIF;Alianza Petrolera;2;1;3;5;1;5;0;3;0;25;8;11;6;20;15;50;50;Estadio Metropolitano de Techo
Sep 24 2014 - 9:00pm;Atlético Huila;Envigado;1;1;2;3;3;2;0;4;0;6;10;2;4;19;17;51;49;Estadio Guillermo Plazas Alcid
Sep 24 2014 - 11:00pm;Junior;Deportes Tolima;1;0;1;5;5;2;0;3;0;9;10;6;3;24;18;50;50;Estadio Metropolitano Roberto Meléndez
Sep 24 2014 - 11:00pm;Santa Fe;La Equidad;2;0;2;4;5;2;0;1;0;13;11;4;5;14;17;50;50;Estadio Nemesio Camacho El Campín
Sep 25 2014 - 1:00am;Independiente Medellín;Uniautónoma;1;0;1;8;9;1;0;1;0;7;14;3;6;14;17;50;50;Estadio Atanasio Girardot
Sep 25 2014 - 1:00am;Rionegro Águilas;Millonarios;4;2;6;1;6;3;0;0;0;14;6;7;5;17;17;51;49;Estadio Hernán Ramírez Villegas
Sep 25 2014 - 11:00pm;Patriotas Boyacá;Deportivo Cali;1;0;1;7;3;3;0;3;0;11;10;3;3;18;18;48;52;Estadio de La Independencia
Sep 26 2014 - 1:00am;Once Caldas;Boyacá Chicó;4;1;5;6;5;3;0;5;0;9;4;4;3;17;12;47;53;Estadio Palogrande
Sep 27 2014 - 7:00pm;La Equidad;Atlético Huila;1;1;2;3;6;1;0;0;0;13;5;8;3;16;29;52;48;Estadio Metropolitano de Techo
Sep 27 2014 - 9:00pm;Uniautónoma;Deportivo Pasto;1;1;2;4;5;3;1;1;0;15;6;11;2;21;10;49;51;Estadio Metropolitano Roberto Meléndez
Sep 27 2014 - 10:30pm;Envigado;Junior;1;0;1;2;4;5;0;3;1;11;12;5;3;12;13;50;50;Estadio Polideportivo Sur
Sep 27 2014 - 11:00pm;Deportes Tolima;Rionegro Águilas;2;0;2;1;3;2;0;2;0;4;7;2;4;15;15;53;47;Estadio Manuel Murillo Toro
Sep 28 2014 - 1:00am;Millonarios;Fortaleza CEIF;4;0;4;6;6;3;0;5;0;8;10;4;5;25;21;52;48;Estadio Nemesio Camacho El Campín
Sep 28 2014 - 8:15pm;Alianza Petrolera;Patriotas Boyacá;1;1;2;3;3;1;0;0;0;17;9;8;5;15;16;47;53;Estadio Álvaro Gómez Hurtado
Sep 28 2014 - 10:30pm;Atlético Nacional;Once Caldas;0;0;0;8;2;0;0;2;0;11;12;6;7;13;22;50;50;Estadio Atanasio Girardot
Sep 28 2014 - 10:30pm;Boyacá Chicó;Santa Fe;1;2;3;3;2;3;0;4;0;15;9;6;4;21;20;51;49;Estadio de La Independencia
Sep 29 2014 - 12:30am;Deportivo Cali;Independiente Medellín;1;1;2;5;5;1;1;3;0;12;9;9;5;21;15;48;52;Estadio Olímpico Pascual Guerrero
Oct 04 2014 - 12:45am;Atlético Huila;Boyacá Chicó;2;0;2;8;5;1;0;1;1;14;6;4;4;15;12;48;52;Estadio Guillermo Plazas Alcid
Oct 04 2014 - 8:15pm;Rionegro Águilas;Envigado;1;0;1;3;5;2;0;4;2;13;8;5;6;13;10;50;50;Estadio Hernán Ramírez Villegas
Oct 04 2014 - 10:30pm;Independiente Medellín;Alianza Petrolera;1;2;3;8;3;4;1;5;0;11;19;6;13;19;18;52;48;Estadio Atanasio Girardot
Oct 04 2014 - 10:30pm;Once Caldas;Deportivo Pasto;1;0;1;6;7;2;0;2;0;4;13;2;8;19;13;52;48;Estadio Palogrande
Oct 05 2014 - 12:45am;Patriotas Boyacá;Millonarios;0;3;3;8;4;3;0;4;0;12;10;5;4;26;15;48;52;Estadio de La Independencia
Oct 05 2014 - 8:15pm;Junior;La Equidad;1;0;1;9;5;2;0;3;0;22;9;11;4;15;14;52;48;Estadio Metropolitano Roberto Meléndez
Oct 05 2014 - 10:30pm;Deportivo Cali;Uniautónoma;0;4;4;7;5;2;0;4;0;15;5;7;4;18;7;48;52;Estadio Olímpico Pascual Guerrero
Oct 05 2014 - 10:30pm;Santa Fe;Atlético Nacional;0;1;1;4;4;2;0;3;1;9;15;6;5;8;20;47;53;Estadio Nemesio Camacho El Campín
Oct 06 2014 - 12:30am;Fortaleza CEIF;Deportes Tolima;1;1;2;3;3;2;0;1;1;12;12;7;8;11;15;47;53;Estadio Metropolitano de Techo
Oct 10 2014 - 9:00pm;La Equidad;Rionegro Águilas;0;0;0;5;9;2;0;1;0;12;13;7;4;15;19;51;49;Estadio Metropolitano de Techo
Oct 11 2014 - 8:15pm;Alianza Petrolera;Deportivo Cali;3;1;4;3;3;3;0;4;0;4;12;2;8;12;14;53;47;Estadio Álvaro Gómez Hurtado
Oct 11 2014 - 10:30pm;Deportivo Pasto;Santa Fe;1;2;3;5;6;2;0;2;0;14;8;6;5;17;23;50;50;Estadio Departamental Libertad
Oct 11 2014 - 10:30pm;Millonarios;Independiente Medellín;1;4;5;9;3;1;0;4;0;16;8;7;4;11;20;51;49;Estadio Nemesio Camacho El Campín
Oct 12 2014 - 12:45am;Uniautónoma;Once Caldas;0;0;0;5;3;2;0;2;0;12;13;7;7;9;14;48;52;Estadio Metropolitano Roberto Meléndez
Oct 12 2014 - 8:15pm;Envigado;Fortaleza CEIF;0;2;2;6;5;4;1;5;0;10;7;2;3;20;11;51;49;Estadio Polideportivo Sur
Oct 12 2014 - 10:30pm;Boyacá Chicó;Junior;2;0;2;3;3;2;0;4;0;10;11;7;5;23;15;50;50;Estadio de La Independencia
Oct 12 2014 - 10:30pm;Deportes Tolima;Patriotas Boyacá;1;1;2;5;3;1;0;7;0;13;11;4;5;25;29;53;47;Estadio Manuel Murillo Toro
Oct 13 2014 - 12:30am;Atlético Nacional;Atlético Huila;0;1;1;9;3;2;0;3;0;11;11;5;7;15;10;51;49;Estadio Atanasio Girardot
Oct 16 2014 - 12:45am;Deportivo Pasto;Atlético Nacional;2;1;3;4;5;2;0;0;0;6;8;4;3;20;12;48;52;Estadio Departamental Libertad
Oct 18 2014 - 12:45am;Fortaleza CEIF;La Equidad;3;0;3;6;9;3;0;5;1;14;12;4;4;11;13;47;53;Estadio Metropolitano de Techo
Oct 18 2014 - 8:15pm;Alianza Petrolera;Uniautónoma;0;0;0;3;3;0;0;4;1;12;11;5;5;19;16;52;48;Estadio Álvaro Gómez Hurtado
Oct 18 2014 - 10:30pm;Independiente Medellín;Deportes Tolima;2;3;5;5;2;1;1;4;0;13;8;5;6;22;22;51;49;Estadio Atanasio Girardot
Oct 18 2014 - 10:30pm;Santa Fe;Once Caldas;0;0;0;13;0;2;0;1;0;11;7;5;2;17;14;50;50;Estadio Nemesio Camacho El Campín
Oct 19 2014 - 12:45am;Patriotas Boyacá;Envigado;2;1;3;3;3;3;0;2;2;11;7;3;5;30;9;49;51;Estadio de La Independencia
Oct 19 2014 - 8:15pm;Rionegro Águilas;Boyacá Chicó;3;2;5;10;2;3;0;2;0;10;11;5;10;15;23;50;50;Estadio Hernán Ramírez Villegas
Oct 19 2014 - 10:30pm;Deportivo Cali;Millonarios;4;3;7;4;2;1;0;5;0;16;10;10;7;9;22;53;47;Estadio Olímpico Pascual Guerrero
Oct 19 2014 - 10:30pm;Junior;Atlético Nacional;0;1;1;5;3;3;0;1;0;8;8;3;4;14;16;52;48;Estadio Metropolitano Roberto Meléndez
Oct 20 2014 - 12:30am;Atlético Huila;Deportivo Pasto;3;0;3;2;5;1;0;4;0;17;13;11;4;15;19;48;52;Estadio Guillermo Plazas Alcid
Oct 25 2014 - 12:00am;Boyacá Chicó;Fortaleza CEIF;0;0;0;6;3;1;0;5;0;10;17;6;10;15;15;47;53;Estadio de La Independencia
Oct 25 2014 - 8:15pm;La Equidad;Patriotas Boyacá;4;2;6;5;4;3;0;3;0;7;14;3;6;11;6;47;53;Estadio Metropolitano de Techo
Oct 25 2014 - 10:30pm;Uniautónoma;Santa Fe;1;0;1;6;6;2;0;4;0;16;10;8;8;18;21;51;49;Estadio Metropolitano Roberto Meléndez
Oct 25 2014 - 10:30pm;Atlético Nacional;Rionegro Águilas;2;0;2;7;2;1;0;3;0;13;10;8;2;18;14;53;47;Estadio Atanasio Girardot
Oct 26 2014 - 1:45am;Millonarios;Alianza Petrolera;2;0;2;3;8;5;0;2;1;10;12;4;9;22;11;53;47;Estadio Nemesio Camacho El Campín
Oct 26 2014 - 8:15pm;Deportivo Pasto;Junior;3;3;6;7;4;2;0;2;0;10;17;4;12;21;14;51;49;Estadio Departamental Libertad
Oct 26 2014 - 10:30pm;Once Caldas;Atlético Huila;0;0;0;7;3;1;0;4;0;19;14;11;5;9;17;52;48;Estadio Palogrande
Oct 26 2014 - 10:35pm;Envigado;Independiente Medellín;0;1;1;9;4;3;0;3;0;10;12;6;5;18;13;50;50;Estadio Polideportivo Sur
Oct 27 2014 - 12:30am;Deportes Tolima;Deportivo Cali;2;3;5;10;1;1;0;3;0;7;10;3;4;23;21;49;51;Estadio Manuel Murillo Toro
Nov 01 2014 - 8:15pm;Rionegro Águilas;Deportivo Pasto;2;0;2;4;2;1;0;2;0;11;11;3;3;24;17;52;48;Estadio Hernán Ramírez Villegas
Nov 01 2014 - 10:30pm;Deportivo Cali;Envigado;0;0;0;6;3;4;0;3;0;9;6;6;2;10;15;52;48;Estadio Olímpico Pascual Guerrero
Nov 01 2014 - 10:30pm;Independiente Medellín;La Equidad;1;1;2;8;5;3;0;3;0;12;11;7;8;14;20;48;52;Estadio Atanasio Girardot
Nov 02 2014 - 12:45am;Fortaleza CEIF;Atlético Nacional;1;0;1;3;3;5;0;1;0;14;12;6;6;16;17;48;52;Estadio Nemesio Camacho El Campín
Nov 02 2014 - 6:00pm;Patriotas Boyacá;Boyacá Chicó;1;0;1;3;3;4;0;5;1;10;10;6;3;19;16;53;47;Estadio de La Independencia
Nov 02 2014 - 8:15pm;Alianza Petrolera;Deportes Tolima;0;1;1;3;3;2;1;3;0;14;11;8;7;23;16;50;50;Estadio Álvaro Gómez Hurtado
Nov 02 2014 - 10:30pm;Millonarios;Uniautónoma;0;0;0;3;3;1;0;1;0;10;13;7;6;16;20;53;47;Estadio Nemesio Camacho El Campín
Nov 02 2014 - 10:30pm;Atlético Huila;Santa Fe;1;0;1;10;5;6;0;6;0;11;19;9;10;12;22;52;48;Estadio Guillermo Plazas Alcid
Nov 03 2014 - 12:30am;Junior;Once Caldas;2;0;2;6;8;1;0;4;1;14;15;8;9;11;15;49;51;Estadio Metropolitano Roberto Meléndez
Nov 09 2014 - 10:30pm;Uniautónoma;Atlético Huila;1;0;1;6;6;1;0;1;0;15;11;6;4;11;17;49;51;Estadio Metropolitano Roberto Meléndez
Nov 09 2014 - 10:30pm;Santa Fe;Junior;1;0;1;5;3;4;0;2;0;16;4;7;3;9;16;52;48;Estadio Nemesio Camacho El Campín
Nov 09 2014 - 10:30pm;Once Caldas;Rionegro Águilas;1;2;3;6;3;1;0;1;0;17;15;7;8;16;17;47;53;Estadio Palogrande
Nov 09 2014 - 10:30pm;Deportivo Pasto;Fortaleza CEIF;1;1;2;4;9;1;0;3;0;3;3;3;3;3;3;3;3;Estadio Departamental Libertad
Nov 09 2014 - 10:30pm;Atlético Nacional;Patriotas Boyacá;2;0;2;9;3;4;0;4;1;19;5;8;4;16;10;43;57;Estadio Atanasio Girardot
Nov 09 2014 - 10:30pm;La Equidad;Deportivo Cali;3;2;5;8;3;1;0;3;0;12;12;8;5;10;12;61;39;Estadio Metropolitano de Techo
Nov 09 2014 - 10:30pm;Boyacá Chicó;Independiente Medellín;3;1;4;6;5;0;0;2;1;15;7;6;2;9;12;54;46;Estadio de La Independencia
Nov 09 2014 - 10:30pm;Envigado;Alianza Petrolera;2;3;5;7;9;6;0;2;0;15;10;3;4;22;11;57;43;Estadio Polideportivo Sur
Nov 09 2014 - 10:30pm;Deportes Tolima;Millonarios;1;0;1;4;2;2;0;4;0;13;18;8;8;13;17;48;52;Estadio Manuel Murillo Toro
Nov 14 2014 - 12:45am;Atlético Nacional;Atlético Huila;1;0;1;9;3;3;0;4;0;8;7;4;4;19;19;58;42;Estadio Atanasio Girardot
Nov 16 2014 - 12:45am;Independiente Medellín;Deportivo Cali;3;2;5;10;5;2;0;4;1;14;6;7;3;12;25;57;43;Estadio Atanasio Girardot
Nov 16 2014 - 8:30pm;Rionegro Águilas;Deportes Tolima;2;2;4;5;4;3;0;4;0;11;4;3;2;22;15;45;55;Estadio Hernán Ramírez Villegas
Nov 16 2014 - 10:30pm;Santa Fe;Atlético Nacional;3;2;5;3;6;4;0;3;1;17;10;10;3;22;19;50;50;Estadio Nemesio Camacho El Campín
Nov 17 2014 - 12:45am;Atlético Huila;Once Caldas;2;1;3;3;3;3;1;3;0;6;10;3;5;16;14;53;47;Estadio Guillermo Plazas Alcid
Nov 19 2014 - 11:00pm;Once Caldas;Santa Fe;0;1;1;9;5;3;1;5;0;12;8;8;5;15;8;62;38;Estadio Palogrande
Nov 20 2014 - 11:00pm;Deportivo Cali;Rionegro Águilas;2;2;4;5;7;3;0;3;0;15;13;10;8;15;10;50;50;Estadio Olímpico Pascual Guerrero
Nov 21 2014 - 1:00am;Deportes Tolima;Independiente Medellín;1;2;3;8;2;0;0;3;0;8;20;6;11;21;15;42;58;Estadio Manuel Murillo Toro
Nov 22 2014 - 10:30pm;Once Caldas;Atlético Nacional;1;0;1;3;10;5;0;4;1;7;13;4;6;12;15;48;52;Estadio Palogrande
Nov 23 2014 - 12:30am;Atlético Huila;Santa Fe;3;3;6;3;3;2;0;3;0;10;6;5;4;19;17;55;45;Estadio Guillermo Plazas Alcid
Nov 23 2014 - 10:00pm;Deportivo Cali;Deportes Tolima;2;1;3;5;2;5;0;0;1;22;4;7;2;12;17;54;46;Estadio Olímpico Pascual Guerrero
Nov 24 2014 - 12:00am;Independiente Medellín;Rionegro Águilas;2;1;3;3;2;2;0;1;0;8;5;5;3;10;16;57;43;Estadio Atanasio Girardot
Nov 29 2014 - 10:30pm;Santa Fe;Atlético Huila;0;0;0;10;2;3;0;5;0;6;8;2;2;19;19;54;46;Estadio Nemesio Camacho El Campín
Nov 30 2014 - 12:45am;Deportes Tolima;Deportivo Cali;4;2;6;5;2;2;1;4;1;19;12;8;5;14;24;52;48;Estadio Manuel Murillo Toro
Nov 30 2014 - 10:00pm;Rionegro Águilas;Independiente Medellín;2;2;4;11;3;2;0;2;0;24;9;8;2;4;13;62;38;Estadio Hernán Ramírez Villegas
Dec 01 2014 - 12:00am;Atlético Nacional;Once Caldas;1;0;1;3;2;3;0;6;0;8;17;4;6;15;21;49;51;Estadio Atanasio Girardot
Dec 06 2014 - 11:00pm;Atlético Huila;Atlético Nacional;1;0;1;0;3;3;0;4;0;8;5;5;4;15;14;58;42;Estadio Guillermo Plazas Alcid
Dec 06 2014 - 11:00pm;Santa Fe;Once Caldas;0;1;1;8;5;4;0;4;0;15;11;7;4;14;18;54;46;Estadio Nemesio Camacho El Campín
Dec 07 2014 - 8:00pm;Rionegro Águilas;Deportivo Cali;2;2;4;3;5;2;0;5;1;21;9;6;6;14;9;59;41;Estadio Hernán Ramírez Villegas
Dec 07 2014 - 10:00pm;Independiente Medellín;Deportes Tolima;1;1;2;10;4;6;0;6;0;16;12;8;8;17;11;48;52;Estadio Atanasio Girardot
Dec 13 2014 - 8:15pm;Deportes Tolima;Rionegro Águilas;1;2;3;10;2;3;1;5;0;14;7;5;2;21;23;66;34;Estadio Manuel Murillo Toro
Dec 13 2014 - 10:30pm;Deportivo Cali;Independiente Medellín;2;1;3;2;3;5;0;4;0;13;11;8;7;20;23;53;47;Estadio Olímpico Pascual Guerrero
Dec 14 2014 - 11:15pm;Atlético Nacional;Santa Fe;0;1;1;8;5;3;0;4;0;7;12;3;8;8;11;42;58;Estadio Atanasio Girardot
Dec 14 2014 - 11:15pm;Once Caldas;Atlético Huila;1;2;3;3;3;2;0;3;0;6;9;3;6;13;15;41;59;Estadio Palogrande
Dec 18 2014 - 12:30am;Independiente Medellín;Santa Fe;1;2;3;8;6;0;0;1;0;11;10;8;4;16;10;46;54;Estadio Atanasio Girardot
Dec 21 2014 - 11:00pm;Santa Fe;Independiente Medellín;1;1;2;1;6;3;0;3;0;23;7;9;3;11;11;61;39;Estadio Nemesio Camacho El Campín
;;;;;;;;;;;;16;9;4;4;21;16;57;43;
;;;;;;;;;;;;12;14;6;6;25;15;46;54;
;;;;;;;;;;;;10;18;4;8;19;12;51;49;
;;;;;;;;;;;;19;15;8;3;16;13;50;50;
;;;;;;;;;;;;16;17;5;11;19;17;47;53;
;;;;;;;;;;;;8;7;4;4;15;21;54;46;
;;;;;;;;;;;;19;9;6;5;17;19;54;46;
;;;;;;;;;;;;5;12;2;7;17;22;52;48;
;;;;;;;;;;;;2;12;2;5;16;14;48;52;
;;;;;;;;;;;;9;14;2;7;20;12;45;55;
;;;;;;;;;;;;15;8;4;5;15;20;52;48;
;;;;;;;;;;;;9;11;5;4;22;10;53;47;
