date_GMT;home_team_name;away_team_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;home_team_shots;away_team_shots;home_team_shots_on_target;away_team_shots_on_target;home_team_fouls;away_team_fouls;home_team_possession;away_team_possession;stadium_name
Jan 29 2020 - 1:10am;Deportivo Cali;Junior;0;0;0;9;4;4;0;5;1;18;4;9;2;15;16;45;55;Estadio Deportivo Cali (Palmira)
Jan 29 2020 - 9:05pm;Jaguares de Córdoba;América de Cali;2;2;4;1;3;8;0;5;0;16;10;10;2;12;12;45;55;Estadio de Fútbol Jaraguay de Montería (Montería)
Jan 29 2020 - 11:10pm;Boyacá Chicó;Patriotas Boyacá;1;0;1;5;3;1;0;3;0;8;12;6;4;9;10;45;55;Estadio de La Independencia (Tunja)
Jan 30 2020 - 1:15am;La Equidad;Atlético Nacional;3;4;7;9;2;3;0;1;0;16;10;14;8;22;16;44;56;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jan 30 2020 - 9:00pm;Alianza Petrolera;Deportivo Pereira;1;0;1;6;6;3;0;3;0;14;10;8;2;16;10;44;56;Estadio Daniel Villa Zapata (Barrancabermeja)
Jan 30 2020 - 11:05pm;Santa Fe;Envigado;1;1;2;8;0;1;0;3;0;12;13;4;7;22;13;50;50;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jan 30 2020 - 11:05pm;Cúcuta Deportivo;Millonarios;1;1;2;0;9;3;0;2;0;13;15;6;9;18;21;48;52;Estadio General Santander (Cúcuta)
Feb 01 2020 - 9:05pm;Atlético Bucaramanga;Deportes Tolima;0;0;0;7;5;5;0;3;0;17;3;7;0;16;15;52;48;Estadio Daniel Villa Zapata (Barrancabermeja)
Feb 01 2020 - 11:10pm;Junior;Independiente Medellín;1;0;1;4;6;1;0;4;0;23;9;12;3;11;28;50;50;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Feb 02 2020 - 1:15am;Atlético Nacional;Jaguares de Córdoba;1;2;3;10;1;1;0;3;0;11;12;7;4;17;17;51;49;Estadio Atanasio Girardot (Medellín)
Feb 02 2020 - 8:15pm;Deportivo Pereira;Cúcuta Deportivo;2;0;2;6;5;1;0;3;1;15;12;4;6;10;6;47;53;Estadio Hernán Ramírez Villegas (Pereira)
Feb 02 2020 - 10:20pm;Millonarios;La Equidad;2;2;4;5;6;2;0;5;0;11;11;2;4;16;21;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Feb 03 2020 - 12:30am;América de Cali;Boyacá Chicó;1;0;1;3;12;1;0;2;0;25;11;6;5;12;11;51;49;Estadio Centenario (Armenia)
Feb 03 2020 - 9:00pm;Alianza Petrolera;Deportivo Pasto;0;1;1;8;5;2;0;4;0;16;7;12;4;20;24;53;47;Estadio Daniel Villa Zapata (Barrancabermeja)
Feb 03 2020 - 11:00pm;Rionegro Águilas;Santa Fe;1;0;1;5;9;4;0;2;0;10;12;4;3;12;19;52;48;Estadio Alberto Grisales (Rionegro- Antioquia)
Feb 04 2020 - 11:00pm;Envigado;Once Caldas;0;1;1;1;9;3;0;1;0;22;6;14;2;13;12;49;51;Estadio Polideportivo Sur (Envigado)
Feb 05 2020 - 1:05am;Patriotas Boyacá;Deportivo Cali;0;0;0;6;3;4;0;0;0;9;6;7;3;10;26;49;51;Estadio de La Independencia (Tunja)
Feb 07 2020 - 9:00pm;Independiente Medellín;Patriotas Boyacá;3;1;4;7;9;3;0;1;0;14;16;6;9;9;11;53;47;Estadio Atanasio Girardot (Medellín)
Feb 07 2020 - 11:05pm;Deportivo Pasto;Atlético Bucaramanga;4;0;4;1;5;1;0;1;0;14;16;6;9;9;11;53;47;Estadio Departamental Libertad (San Juan de Pasto)
Feb 08 2020 - 1:10am;Deportes Tolima;Envigado;3;0;3;6;6;1;0;3;0;11;9;5;4;18;13;52;48;Estadio Manuel Murillo Toro (Ibagué)
Feb 08 2020 - 9:05pm;Cúcuta Deportivo;Alianza Petrolera;0;2;2;5;4;1;0;4;1;13;16;9;8;24;14;50;50;Estadio General Santander (Cúcuta)
Feb 08 2020 - 11:10pm;Deportivo Cali;América de Cali;2;1;3;8;6;3;0;4;2;12;8;9;4;23;14;49;51;Estadio Deportivo Cali (Palmira)
Feb 09 2020 - 1:15am;Santa Fe;Junior;3;1;4;7;3;3;0;3;0;15;7;5;4;17;16;53;47;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Feb 09 2020 - 7:00pm;La Equidad;Deportivo Pereira;3;3;6;7;1;6;0;4;1;14;9;4;4;15;17;-1;-1;Estadio Metropolitano de Techo (Bogotá- D.C.)
Feb 09 2020 - 9:00pm;Jaguares de Córdoba;Millonarios;4;1;5;6;9;1;0;0;0;8;12;6;4;9;10;53;47;Estadio de Fútbol Jaraguay de Montería (Montería)
Feb 11 2020 - 12:40am;Once Caldas;Rionegro Águilas;1;1;2;13;2;4;0;3;0;16;10;14;8;22;16;52;48;Estadio Palogrande (Manizales)
Feb 12 2020 - 1:05am;Boyacá Chicó;Atlético Nacional;0;3;3;6;6;6;0;3;0;14;10;8;2;16;10;49;51;Estadio de La Independencia (Tunja)
Feb 14 2020 - 11:00pm;Rionegro Águilas;Deportes Tolima;1;1;2;10;2;4;0;3;0;12;13;4;7;22;13;51;49;Estadio Alberto Grisales (Rionegro- Antioquia)
Feb 15 2020 - 1:05am;Alianza Petrolera;La Equidad;1;0;1;0;3;4;0;6;0;13;15;6;9;18;21;52;48;Estadio Daniel Villa Zapata (Barrancabermeja)
Feb 15 2020 - 9:05pm;América de Cali;Independiente Medellín;2;0;2;8;4;0;0;5;1;17;3;7;0;16;15;52;48;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Feb 15 2020 - 11:10pm;Millonarios;Boyacá Chicó;2;1;3;4;1;4;0;4;0;23;9;12;3;11;28;50;50;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Feb 16 2020 - 1:15am;Atlético Nacional;Deportivo Cali;2;2;4;3;4;3;0;4;0;11;12;7;4;17;17;53;47;Estadio Atanasio Girardot (Medellín)
Feb 16 2020 - 7:00pm;Patriotas Boyacá;Santa Fe;0;2;2;5;6;3;1;4;0;15;12;4;6;10;6;50;50;Estadio de La Independencia (Tunja)
Feb 16 2020 - 9:05pm;Envigado;Atlético Bucaramanga;4;0;4;3;3;0;0;3;0;11;11;2;4;16;21;48;52;Estadio Polideportivo Sur (Envigado)
Feb 16 2020 - 11:10pm;Junior;Once Caldas;0;0;0;4;1;4;0;5;0;25;11;6;5;12;11;50;50;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Feb 17 2020 - 1:15am;Cúcuta Deportivo;Deportivo Pasto;0;0;0;1;3;3;0;1;0;16;7;12;4;20;24;48;52;Estadio General Santander (Cúcuta)
Feb 19 2020 - 12:40am;Deportivo Pereira;Jaguares de Córdoba;1;0;1;6;3;1;0;3;0;10;12;4;3;12;19;50;50;Estadio Hernán Ramírez Villegas (Pereira)
Feb 21 2020 - 11:05pm;Deportivo Pasto;Envigado;1;0;1;8;2;3;0;2;0;22;6;14;2;13;12;51;49;Estadio Departamental Libertad (San Juan de Pasto)
Feb 22 2020 - 1:10am;Santa Fe;América de Cali;2;0;2;5;6;2;0;1;0;9;6;7;3;10;26;52;48;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Feb 22 2020 - 8:15pm;Boyacá Chicó;Deportivo Pereira;0;1;1;12;2;4;0;3;0;14;16;6;9;9;11;50;50;Estadio de La Independencia (Tunja)
Feb 22 2020 - 10:20pm;Independiente Medellín;Atlético Nacional;1;3;4;6;10;3;0;2;0;14;16;6;9;9;11;49;51;Estadio Atanasio Girardot (Medellín)
Feb 23 2020 - 2:30pm;Deportes Tolima;Junior;0;0;0;7;5;3;0;3;1;11;9;5;4;18;13;50;50;Estadio Manuel Murillo Toro (Ibagué)
Feb 23 2020 - 8:15pm;La Equidad;Cúcuta Deportivo;4;1;5;6;1;3;0;4;0;13;16;9;8;24;14;51;49;Estadio Metropolitano de Techo (Bogotá- D.C.)
Feb 23 2020 - 10:20pm;Atlético Bucaramanga;Rionegro Águilas;2;0;2;4;4;3;1;4;0;12;8;9;4;23;14;49;51;Estadio Alfonso López (Bucaramanga)
Feb 24 2020 - 12:30am;Once Caldas;Patriotas Boyacá;0;0;0;9;0;4;0;5;1;15;7;5;4;17;16;49;51;Estadio Palogrande (Manizales)
Feb 25 2020 - 1:05am;Jaguares de Córdoba;Alianza Petrolera;1;3;4;2;1;4;0;3;0;14;9;4;4;15;17;47;53;Estadio de Fútbol Jaraguay de Montería (Montería)
Feb 29 2020 - 12:40am;Junior;Jaguares de Córdoba;3;2;5;5;5;0;0;3;0;17;3;7;0;16;15;49;51;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Feb 29 2020 - 7:30pm;Patriotas Boyacá;Boyacá Chicó;1;1;2;6;3;2;0;3;1;23;9;12;3;11;28;48;52;Estadio de La Independencia (Tunja)
Feb 29 2020 - 9:05pm;Atlético Nacional;Independiente Medellín;1;1;2;6;2;3;1;3;1;11;12;7;4;17;17;51;49;Estadio Atanasio Girardot (Medellín)
Feb 29 2020 - 11:10pm;América de Cali;Deportivo Cali;1;1;2;8;4;3;0;0;1;15;12;4;6;10;6;51;49;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Mar 01 2020 - 1:15am;Alianza Petrolera;Deportes Tolima;0;1;1;5;4;1;0;5;0;11;11;2;4;16;21;52;48;Estadio Daniel Villa Zapata (Barrancabermeja)
Mar 01 2020 - 7:00pm;Deportivo Pasto;La Equidad;1;2;3;2;10;5;0;4;1;25;11;6;5;12;11;53;47;Estadio Departamental Libertad (San Juan de Pasto)
Mar 01 2020 - 9:05pm;Rionegro Águilas;Envigado;1;1;2;2;4;1;0;1;0;16;7;12;4;20;24;53;47;Estadio Alberto Grisales (Rionegro- Antioquia)
Mar 01 2020 - 11:10pm;Cúcuta Deportivo;Atlético Bucaramanga;0;1;1;1;3;4;0;3;0;10;12;4;3;12;19;47;53;Estadio General Santander (Cúcuta)
Mar 02 2020 - 1:15am;Deportivo Pereira;Once Caldas;1;3;4;9;2;3;0;5;0;22;6;14;2;13;12;51;49;Estadio Hernán Ramírez Villegas (Pereira)
Mar 04 2020 - 12:40am;Millonarios;Santa Fe;0;0;0;10;3;3;0;4;0;9;6;7;3;10;26;53;47;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 07 2020 - 12:40am;Deportivo Cali;Deportivo Pereira;2;2;4;7;5;3;1;5;0;14;16;6;9;9;11;49;51;Estadio Deportivo Cali (Palmira)
Mar 07 2020 - 9:40pm;Once Caldas;América de Cali;1;1;2;3;3;3;0;1;0;14;16;6;9;9;11;48;52;Estadio Palogrande (Manizales)
Mar 07 2020 - 11:30pm;Independiente Medellín;Millonarios;1;0;1;3;6;3;0;4;0;11;9;5;4;18;13;48;52;Estadio Atanasio Girardot (Medellín)
Mar 08 2020 - 1:30am;Atlético Bucaramanga;Junior;1;1;2;9;5;2;0;0;0;13;16;9;8;24;14;51;49;Estadio Alfonso López (Bucaramanga)
Mar 08 2020 - 7:00pm;Boyacá Chicó;Alianza Petrolera;2;2;4;1;3;3;1;5;0;12;8;9;4;23;14;53;47;Estadio de La Independencia (Tunja)
Mar 08 2020 - 9:05pm;Envigado;Rionegro Águilas;2;2;4;2;4;3;0;4;0;15;7;5;4;17;16;48;52;Estadio Polideportivo Sur (Envigado)
Mar 08 2020 - 11:10pm;Santa Fe;Atlético Nacional;2;2;4;2;4;3;1;1;0;14;9;4;4;15;17;53;47;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 09 2020 - 1:15am;Deportes Tolima;Patriotas Boyacá;1;0;1;5;3;2;0;4;1;10;6;6;4;15;24;47;53;Estadio Manuel Murillo Toro (Ibagué)
Mar 10 2020 - 11:00pm;Jaguares de Córdoba;Cúcuta Deportivo;0;3;3;9;1;3;0;2;0;18;5;9;3;19;18;53;47;Estadio de Fútbol Jaraguay de Montería (Montería)
Mar 11 2020 - 1:05am;La Equidad;Deportivo Pasto;1;1;2;6;1;3;0;2;0;13;12;8;6;20;21;48;52;Estadio Metropolitano de Techo (Bogotá- D.C.)
Sep 12 2020 - 11:00pm;Deportivo Cali;Millonarios;1;1;2;7;7;2;0;3;1;19;5;4;2;23;16;49;51;Estadio Deportivo Cali (Palmira)
Sep 14 2020 - 12:30am;Deportivo Pasto;Deportes Tolima;1;3;4;4;5;1;0;5;0;17;9;8;3;17;23;47;53;Estadio Departamental Libertad (San Juan de Pasto)
Sep 18 2020 - 11:00pm;La Equidad;Boyacá Chicó;4;0;4;4;4;5;1;3;0;9;15;3;11;14;18;53;47;Estadio Metropolitano de Techo (Bogotá- D.C.)
Sep 19 2020 - 7:00pm;Patriotas Boyacá;Envigado;0;1;1;9;2;3;0;2;1;8;11;3;6;16;19;50;50;Estadio de La Independencia (Tunja)
Sep 19 2020 - 9:00pm;Deportivo Pereira;Santa Fe;1;2;3;5;4;3;0;4;0;14;10;7;6;16;17;53;47;Estadio Hernán Ramírez Villegas (Pereira)
Sep 19 2020 - 11:05pm;Alianza Petrolera;Independiente Medellín;1;0;1;3;2;3;0;2;0;6;8;2;3;10;19;48;52;Estadio Daniel Villa Zapata (Barrancabermeja)
Sep 20 2020 - 1:10am;Millonarios;Once Caldas;1;3;4;8;2;2;0;3;0;10;22;7;8;20;20;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Sep 20 2020 - 8:15pm;Deportivo Pasto;Jaguares de Córdoba;2;0;2;9;4;2;0;2;0;23;13;10;4;13;6;53;47;Estadio Departamental Libertad (San Juan de Pasto)
Sep 20 2020 - 10:30pm;América de Cali;Atlético Bucaramanga;2;1;3;7;5;2;0;3;0;12;2;8;2;11;14;50;50;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Sep 21 2020 - 12:45am;Junior;Rionegro Águilas;2;1;3;2;2;4;0;3;0;24;10;13;5;16;17;47;53;Estadio Romelio Martínez (Barranquilla)
Sep 23 2020 - 12:40am;Cúcuta Deportivo;Deportivo Cali;3;3;6;1;8;3;0;5;1;14;10;7;6;19;20;53;47;Estadio Centenario (Armenia)
Sep 25 2020 - 11:00pm;Jaguares de Córdoba;La Equidad;2;0;2;6;6;3;0;3;0;14;9;4;0;15;22;52;48;Estadio de Fútbol Jaraguay de Montería (Montería)
Sep 26 2020 - 1:05am;Once Caldas;Atlético Nacional;2;0;2;1;12;2;1;0;0;10;14;6;6;15;11;53;47;Estadio Palogrande (Manizales)
Sep 26 2020 - 9:00pm;Atlético Bucaramanga;Patriotas Boyacá;1;1;2;8;6;2;0;2;0;4;6;2;3;20;25;47;53;Estadio Alfonso López (Bucaramanga)
Sep 26 2020 - 11:05pm;Envigado;Junior;1;0;1;4;8;3;0;2;0;14;7;5;3;18;18;48;52;Estadio Polideportivo Sur (Envigado)
Sep 27 2020 - 1:10am;Deportes Tolima;América de Cali;1;0;1;6;7;2;1;3;0;9;7;4;0;16;19;49;51;Estadio Manuel Murillo Toro (Ibagué)
Sep 27 2020 - 7:00pm;Boyacá Chicó;Cúcuta Deportivo;0;2;2;11;4;1;1;1;0;8;3;3;3;22;14;51;49;Estadio de La Independencia (Tunja)
Sep 27 2020 - 9:00pm;Deportivo Cali;Alianza Petrolera;2;0;2;3;4;2;1;2;0;19;6;10;3;13;14;50;50;Estadio Deportivo Cali (Palmira)
Sep 27 2020 - 11:05pm;Independiente Medellín;Deportivo Pereira;1;1;2;10;4;5;0;3;0;9;5;6;0;29;13;50;50;Estadio Atanasio Girardot (Medellín)
Sep 28 2020 - 1:10am;Santa Fe;Millonarios;1;1;2;4;2;3;1;2;0;14;16;6;9;9;11;48;52;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Sep 30 2020 - 12:40am;Rionegro Águilas;Deportivo Pasto;1;1;2;2;7;2;0;4;0;14;16;6;9;9;11;49;51;Estadio Alberto Grisales (Rionegro- Antioquia)
Oct 01 2020 - 1:10am;Atlético Nacional;Deportes Tolima;1;2;3;10;10;3;0;2;0;11;9;5;4;18;13;50;50;Estadio Atanasio Girardot (Medellín)
Oct 02 2020 - 9:00pm;Alianza Petrolera;Once Caldas;1;1;2;7;1;1;0;2;1;13;16;9;8;24;14;53;47;Estadio Daniel Villa Zapata (Barrancabermeja)
Oct 02 2020 - 11:05pm;Cúcuta Deportivo;Santa Fe;2;3;5;1;8;2;0;5;0;12;8;9;4;23;14;47;53;Estadio Centenario (Armenia)
Oct 03 2020 - 1:10am;Millonarios;Atlético Bucaramanga;0;0;0;7;3;3;1;4;0;15;7;5;4;17;16;51;49;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 03 2020 - 7:00pm;Deportivo Pasto;Boyacá Chicó;2;1;3;3;5;4;1;4;0;14;9;4;4;15;17;49;51;Estadio Departamental Libertad (San Juan de Pasto)
Oct 03 2020 - 9:00pm;Jaguares de Córdoba;Deportivo Cali;0;0;0;8;8;5;0;2;1;8;12;6;4;9;10;47;53;Estadio de Fútbol Jaraguay de Montería (Montería)
Oct 03 2020 - 11:05pm;Deportivo Pereira;Deportes Tolima;0;0;0;7;3;3;0;2;0;16;10;14;8;22;16;51;49;Estadio Hernán Ramírez Villegas (Pereira)
Oct 04 2020 - 1:10am;Atlético Nacional;Envigado;3;2;5;3;6;1;0;2;0;14;10;8;2;16;10;49;51;Estadio Atanasio Girardot (Medellín)
Oct 04 2020 - 9:00pm;Patriotas Boyacá;Junior;0;0;0;1;3;2;0;1;0;12;13;4;7;22;13;49;51;Estadio de La Independencia (Tunja)
Oct 04 2020 - 11:05pm;América de Cali;Rionegro Águilas;3;1;4;3;3;3;0;3;0;13;15;6;9;18;21;52;48;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Oct 05 2020 - 1:10am;La Equidad;Independiente Medellín;1;0;1;8;1;2;0;2;0;17;3;7;0;16;15;53;47;Estadio Metropolitano de Techo (Bogotá- D.C.)
Oct 06 2020 - 7:00pm;Santa Fe;Alianza Petrolera;4;1;5;6;6;4;0;2;0;23;9;12;3;11;28;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 06 2020 - 9:00pm;Once Caldas;Deportivo Pereira;2;2;4;12;3;4;0;3;0;11;12;7;4;17;17;50;50;Estadio Palogrande (Manizales)
Oct 06 2020 - 11:05pm;Deportes Tolima;Millonarios;2;2;4;2;9;3;0;4;0;15;12;4;6;10;6;50;50;Estadio Manuel Murillo Toro (Ibagué)
Oct 07 2020 - 1:10am;Atlético Bucaramanga;Atlético Nacional;1;2;3;8;6;2;1;2;1;11;11;2;4;16;21;51;49;Estadio Alfonso López (Bucaramanga)
Oct 07 2020 - 9:00pm;Deportivo Cali;La Equidad;1;0;1;10;3;3;0;1;0;25;11;6;5;12;11;50;50;Estadio Deportivo Cali (Palmira)
Oct 07 2020 - 11:05pm;Envigado;América de Cali;1;1;2;2;3;4;0;2;0;16;7;12;4;20;24;50;50;Estadio Polideportivo Sur (Envigado)
Oct 08 2020 - 1:10am;Junior;Deportivo Pasto;0;1;1;8;2;4;0;3;1;10;12;4;3;12;19;50;50;Estadio Romelio Martínez (Barranquilla)
Oct 08 2020 - 7:00pm;Rionegro Águilas;Patriotas Boyacá;3;0;3;2;2;1;0;0;0;22;6;14;2;13;12;51;49;Estadio Alberto Grisales (Rionegro- Antioquia)
Oct 08 2020 - 11:05pm;Boyacá Chicó;Jaguares de Córdoba;1;0;1;2;3;5;0;2;0;9;6;7;3;10;26;48;52;Estadio de La Independencia (Tunja)
Oct 09 2020 - 1:10am;Independiente Medellín;Cúcuta Deportivo;4;1;5;4;1;1;0;5;1;14;16;6;9;9;11;47;53;Estadio Atanasio Girardot (Medellín)
Oct 10 2020 - 7:00pm;La Equidad;Once Caldas;2;0;2;9;4;3;0;4;0;14;16;6;9;9;11;52;48;Estadio Metropolitano de Techo (Bogotá- D.C.)
Oct 10 2020 - 9:00pm;Deportivo Pereira;Envigado;1;1;2;4;1;0;0;1;1;11;9;5;4;18;13;49;51;Estadio Hernán Ramírez Villegas (Pereira)
Oct 10 2020 - 11:05pm;Deportivo Pasto;Deportivo Cali;1;1;2;5;3;1;0;2;0;13;16;9;8;24;14;50;50;Estadio Departamental Libertad (San Juan de Pasto)
Oct 11 2020 - 1:10am;Atlético Nacional;Junior;2;2;4;8;8;2;0;3;0;12;8;9;4;23;14;53;47;Estadio Atanasio Girardot (Medellín)
Oct 11 2020 - 7:00pm;Cúcuta Deportivo;Deportes Tolima;0;3;3;4;8;1;2;3;0;15;7;5;4;17;16;52;48;Estadio Centenario (Armenia)
Oct 11 2020 - 9:00pm;Boyacá Chicó;Independiente Medellín;1;0;1;5;1;3;0;3;0;14;9;4;4;15;17;47;53;Estadio de La Independencia (Tunja)
Oct 11 2020 - 11:05pm;América de Cali;Patriotas Boyacá;3;0;3;3;1;1;0;2;0;17;3;7;0;16;15;50;50;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Oct 12 2020 - 1:10am;Millonarios;Rionegro Águilas;0;0;0;9;3;1;0;3;0;23;9;12;3;11;28;48;52;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 12 2020 - 11:05pm;Alianza Petrolera;Atlético Bucaramanga;1;2;3;4;0;3;0;4;0;11;12;7;4;17;17;47;53;Estadio Daniel Villa Zapata (Barrancabermeja)
Oct 13 2020 - 1:10am;Jaguares de Córdoba;Santa Fe;1;1;2;4;3;3;0;6;0;15;12;4;6;10;6;52;48;Estadio de Fútbol Jaraguay de Montería (Montería)
Oct 14 2020 - 4:00pm;Patriotas Boyacá;Deportivo Pasto;1;1;2;6;4;3;0;4;1;11;11;2;4;16;21;49;51;Estadio de La Independencia (Tunja)
Oct 14 2020 - 7:00pm;Deportivo Cali;Boyacá Chicó;3;1;4;5;9;4;0;5;0;25;11;6;5;12;11;50;50;Estadio Deportivo Cali (Palmira)
Oct 14 2020 - 9:00pm;Once Caldas;Cúcuta Deportivo;1;1;2;8;2;4;0;5;0;16;7;12;4;20;24;53;47;Estadio Palogrande (Manizales)
Oct 14 2020 - 11:05pm;Envigado;Millonarios;1;2;3;4;6;4;0;4;0;10;12;4;3;12;19;52;48;Estadio Polideportivo Sur (Envigado)
Oct 15 2020 - 1:10am;Junior;América de Cali;1;1;2;7;1;2;0;3;0;22;6;14;2;13;12;47;53;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Oct 15 2020 - 4:00pm;Santa Fe;La Equidad;1;0;1;9;3;1;0;3;0;9;6;7;3;10;26;50;50;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 15 2020 - 7:00pm;Independiente Medellín;Jaguares de Córdoba;1;1;2;7;5;2;0;3;0;14;16;6;9;9;11;48;52;Estadio Atanasio Girardot (Medellín)
Oct 15 2020 - 9:00pm;Deportes Tolima;Alianza Petrolera;3;1;4;2;4;2;0;2;0;14;16;6;9;9;11;47;53;Estadio Manuel Murillo Toro (Ibagué)
Oct 15 2020 - 11:05pm;Rionegro Águilas;Atlético Nacional;2;3;5;3;2;1;0;3;0;11;9;5;4;18;13;52;48;Estadio Alberto Grisales (Rionegro- Antioquia)
Oct 16 2020 - 1:10am;Atlético Bucaramanga;Deportivo Pereira;1;0;1;9;9;4;0;2;0;13;16;9;8;24;14;49;51;Estadio Alfonso López (Bucaramanga)
Oct 17 2020 - 9:00pm;Boyacá Chicó;Once Caldas;1;1;2;6;4;2;0;3;0;12;8;9;4;23;14;50;50;Estadio de La Independencia (Tunja)
Oct 17 2020 - 11:05pm;Cúcuta Deportivo;Envigado;1;0;1;4;3;4;0;2;0;15;7;5;4;17;16;53;47;Estadio Centenario (Armenia)
Oct 18 2020 - 1:10am;Millonarios;Patriotas Boyacá;1;0;1;5;2;2;0;2;1;14;9;4;4;15;17;52;48;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 18 2020 - 4:00pm;La Equidad;Atlético Bucaramanga;2;1;3;9;2;2;0;3;0;10;6;6;4;15;24;47;53;Estadio Metropolitano de Techo (Bogotá- D.C.)
Oct 18 2020 - 7:00pm;Deportivo Pereira;Junior;0;2;2;2;4;2;0;2;0;18;5;9;3;19;18;50;50;Estadio Hernán Ramírez Villegas (Pereira)
Oct 18 2020 - 9:00pm;Jaguares de Córdoba;Deportes Tolima;1;1;2;10;3;4;0;2;1;13;12;8;6;20;21;50;50;Estadio de Fútbol Jaraguay de Montería (Montería)
Oct 18 2020 - 11:05pm;Atlético Nacional;América de Cali;2;2;4;7;0;0;0;4;0;19;5;4;2;23;16;49;51;Estadio Atanasio Girardot (Medellín)
Oct 19 2020 - 1:10am;Deportivo Pasto;Independiente Medellín;2;1;3;5;5;2;0;1;1;17;9;8;3;17;23;47;53;Estadio Departamental Libertad (San Juan de Pasto)
Oct 19 2020 - 11:00pm;Alianza Petrolera;Rionegro Águilas;0;1;1;3;1;1;0;4;0;9;15;3;11;14;18;45;55;Estadio Daniel Villa Zapata (Barrancabermeja)
Oct 20 2020 - 1:00am;Deportivo Cali;Santa Fe;3;2;5;10;1;1;0;5;1;8;11;3;6;16;19;50;50;Estadio Deportivo Cali (Palmira)
