date_GMT;home_team_name;away_team_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;home_team_shots;away_team_shots;home_team_shots_on_target;away_team_shots_on_target;home_team_fouls;away_team_fouls;home_team_possession;away_team_possession;stadium_name
Apr 26 2023 - 11:20pm;Rionegro Águilas;Santa Fe;3;1;4;3;3;3;0;3;0;8;11;3;6;16;19;50;50;Estadio Alberto Grisales (Rionegro- Antioquia)
Apr 27 2023 - 1:30am;Atlético Nacional;Unión Magdalena;2;0;2;3;2;4;1;5;0;14;10;7;6;16;17;47;53;Estadio Atanasio Girardot (Medellín)
Apr 27 2023 - 9:00pm;Deportivo Pereira;Envigado;0;0;0;3;2;4;0;3;0;6;8;2;3;10;19;48;52;Estadio Hernán Ramírez Villegas (Pereira)
Apr 27 2023 - 11:10pm;Deportivo Cali;Junior;3;2;5;3;4;4;0;5;0;10;22;7;8;20;20;49;51;Estadio Deportivo Cali (Palmira)
Apr 28 2023 - 1:20am;Millonarios;América de Cali;4;3;7;5;1;2;0;3;0;23;13;10;4;13;6;47;53;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 29 2023 - 7:00pm;Santa Fe;Deportes Tolima;2;0;2;5;3;4;0;3;0;12;2;8;2;11;14;50;50;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 29 2023 - 9:10pm;Unión Magdalena;Deportivo Pasto;2;1;3;6;2;4;0;2;0;24;10;13;5;16;17;52;48;Estadio Sierra Nevada (Santa Marta)
Apr 29 2023 - 11:20pm;Alianza Petrolera;Rionegro Águilas;2;1;3;6;3;2;0;4;1;14;10;7;6;19;20;51;49;Estadio Daniel Villa Zapata (Barrancabermeja)
Apr 30 2023 - 1:30am;Independiente Medellín;Atlético Nacional;1;3;4;3;7;2;0;3;0;14;9;4;0;15;22;53;47;Estadio Atanasio Girardot (Medellín)
Apr 30 2023 - 7:00pm;La Equidad;Deportivo Pereira;2;0;2;6;2;3;0;3;0;10;14;6;6;15;11;50;50;Estadio Metropolitano de Techo (Bogotá- D.C.)
Apr 30 2023 - 9:10pm;Junior;Millonarios;1;0;1;9;2;4;1;3;1;4;6;2;3;20;25;52;48;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Apr 30 2023 - 11:20pm;América de Cali;Deportivo Cali;5;2;7;2;4;1;0;1;1;14;7;5;3;18;18;53;47;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
May 01 2023 - 1:30am;Boyacá Chicó;Atlético Bucaramanga;0;0;0;8;5;2;0;3;0;9;7;4;0;16;19;48;52;Estadio de La Independencia (Tunja)
May 01 2023 - 8:00pm;Envigado;Atlético Huila;0;1;1;9;4;2;0;4;0;13;15;6;9;18;21;48;52;Estadio Polideportivo Sur (Envigado)
May 01 2023 - 10:15pm;Jaguares de Córdoba;Once Caldas;1;0;1;5;4;1;0;4;0;17;3;7;0;16;15;52;48;Estadio de Fútbol Jaraguay de Montería (Montería)
May 04 2023 - 11:05pm;Millonarios;Envigado;1;1;2;7;4;0;0;2;0;23;9;12;3;11;28;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 05 2023 - 1:15am;Atlético Nacional;América de Cali;2;1;3;7;9;3;0;2;0;16;11;7;9;16;18;47;53;Estadio Atanasio Girardot (Medellín)
May 05 2023 - 11:30pm;Rionegro Águilas;La Equidad;1;1;2;1;1;4;1;2;0;8;12;3;5;21;19;52;48;Estadio Alberto Grisales (Rionegro- Antioquia)
May 06 2023 - 9:05pm;Atlético Bucaramanga;Unión Magdalena;3;0;3;2;5;1;0;3;1;6;11;3;6;18;10;51;49;Estadio Alfonso López (Bucaramanga)
May 06 2023 - 11:15pm;Deportes Tolima;Alianza Petrolera;2;1;3;5;5;4;0;1;0;19;13;9;5;19;16;48;52;Estadio Manuel Murillo Toro (Ibagué)
May 07 2023 - 1:25am;Once Caldas;Junior;2;0;2;4;5;7;0;4;0;11;6;2;4;15;22;48;52;Estadio Palogrande (Manizales)
May 07 2023 - 7:00pm;Deportivo Pereira;Independiente Medellín;3;1;4;6;2;4;0;4;0;9;12;5;6;25;17;50;50;Estadio Hernán Ramírez Villegas (Pereira)
May 07 2023 - 9:10pm;Atlético Nacional;Boyacá Chicó;3;1;4;6;4;2;0;2;0;14;12;3;5;24;20;50;50;Estadio Atanasio Girardot (Medellín)
May 07 2023 - 11:20pm;Millonarios;Santa Fe;1;0;1;5;11;3;0;3;0;16;7;6;4;17;19;48;52;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 08 2023 - 1:30am;Deportivo Pasto;Jaguares de Córdoba;4;0;4;7;1;2;0;2;0;11;12;7;4;17;17;52;48;Estadio Departamental Libertad (San Juan de Pasto)
May 08 2023 - 11:15pm;Deportivo Cali;Envigado;2;0;2;6;4;4;0;3;1;15;12;4;6;10;6;50;50;Estadio Deportivo Cali (Palmira)
May 09 2023 - 1:30am;Atlético Huila;América de Cali;0;2;2;6;5;5;0;5;0;11;11;2;4;16;21;51;49;Estadio Guillermo Plazas Alcid (Neiva)
May 10 2023 - 11:00pm;Unión Magdalena;Boyacá Chicó;0;0;0;9;3;4;0;2;0;25;11;6;5;12;11;47;53;Estadio Sierra Nevada (Santa Marta)
May 11 2023 - 1:10am;Millonarios;Alianza Petrolera;3;1;4;11;4;5;0;3;0;16;7;12;4;20;24;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 11 2023 - 11:00pm;Independiente Medellín;Once Caldas;2;2;4;6;8;1;0;3;0;10;12;4;3;12;19;51;49;Estadio Atanasio Girardot (Medellín)
May 12 2023 - 1:00am;Santa Fe;Atlético Nacional;0;2;2;6;2;5;0;3;0;22;6;14;2;13;12;53;47;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 12 2023 - 9:00pm;Envigado;Rionegro Águilas;1;2;3;6;11;4;0;3;0;9;6;7;3;10;26;52;48;Estadio Polideportivo Sur (Envigado)
May 12 2023 - 11:05pm;Jaguares de Córdoba;Deportivo Cali;1;1;2;4;7;2;0;1;0;14;16;6;9;9;11;49;51;Estadio de Fútbol Jaraguay de Montería (Montería)
May 13 2023 - 1:15am;La Equidad;Atlético Bucaramanga;1;0;1;10;2;2;0;1;0;-1;-1;-1;-1;-1;-1;49;51;Estadio Metropolitano de Techo (Bogotá- D.C.)
May 13 2023 - 9:10pm;Unión Magdalena;Deportes Tolima;1;1;2;10;2;1;0;2;1;11;9;5;4;18;13;53;47;Estadio Sierra Nevada (Santa Marta)
May 13 2023 - 11:20pm;Boyacá Chicó;Millonarios;1;1;2;12;1;1;0;3;0;13;16;9;8;24;14;53;47;Estadio de La Independencia (Tunja)
May 14 2023 - 1:30am;Junior;Deportivo Pereira;0;0;0;5;5;0;0;1;0;12;8;9;4;23;14;52;48;Estadio Metropolitano Roberto Meléndez (Barranquilla)
May 14 2023 - 7:00pm;Independiente Medellín;Deportivo Pasto;1;0;1;15;3;2;0;6;0;15;7;5;4;17;16;50;50;Estadio Atanasio Girardot (Medellín)
May 14 2023 - 9:10pm;América de Cali;Once Caldas;0;0;0;6;2;3;1;3;0;14;9;4;4;15;17;49;51;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
May 14 2023 - 11:20pm;Alianza Petrolera;Atlético Nacional;2;1;3;5;6;6;0;4;0;4;10;3;8;24;18;53;47;Estadio Daniel Villa Zapata (Barrancabermeja)
May 15 2023 - 1:30am;Santa Fe;Atlético Huila;5;0;5;5;3;1;0;1;0;-1;-1;-1;-1;-1;-1;-1;-1;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 18 2023 - 12:00am;Independiente Medellín;Unión Magdalena;4;0;4;18;2;1;0;2;1;16;10;6;6;23;15;53;47;Estadio Atanasio Girardot (Medellín)
May 18 2023 - 12:00am;Deportes Tolima;Atlético Nacional;2;2;4;3;10;3;0;2;0;12;18;5;10;16;16;52;48;Estadio Manuel Murillo Toro (Ibagué)
May 18 2023 - 12:00am;Atlético Huila;Junior;0;2;2;9;1;3;0;1;0;9;7;6;3;19;18;49;51;Estadio Guillermo Plazas Alcid (Neiva)
May 18 2023 - 12:00am;Deportivo Pereira;Alianza Petrolera;2;1;3;9;7;2;0;2;0;19;9;6;6;14;15;51;49;Estadio Hernán Ramírez Villegas (Pereira)
May 18 2023 - 12:00am;Once Caldas;Santa Fe;3;1;4;4;6;3;0;2;0;16;14;7;5;27;8;52;48;Estadio Palogrande (Manizales)
May 18 2023 - 12:00am;Atlético Bucaramanga;América de Cali;2;1;3;5;5;1;1;3;0;15;9;6;5;24;20;52;48;Estadio Alfonso López (Bucaramanga)
May 18 2023 - 12:00am;Deportivo Cali;Boyacá Chicó;0;0;0;10;2;4;0;2;0;10;8;3;2;24;25;50;50;Estadio Deportivo Cali (Palmira)
May 18 2023 - 12:00am;Millonarios;La Equidad;0;0;0;3;3;3;0;3;0;12;8;7;2;13;29;53;47;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 18 2023 - 12:00am;Rionegro Águilas;Jaguares de Córdoba;3;0;3;8;2;1;0;3;0;17;6;7;2;14;17;50;50;Estadio Alberto Grisales (Rionegro- Antioquia)
May 18 2023 - 12:00am;Deportivo Pasto;Envigado;2;1;3;5;1;2;0;2;1;16;6;7;2;13;21;48;52;Estadio Departamental Libertad (San Juan de Pasto)
May 20 2023 - 10:00pm;Deportivo Pasto;Atlético Nacional;1;1;2;9;7;0;0;2;0;7;7;5;3;23;22;50;50;Estadio Departamental Libertad (San Juan de Pasto)
May 21 2023 - 1:00am;Independiente Medellín;Millonarios;2;2;4;3;3;1;0;2;0;16;9;9;4;13;13;48;52;Estadio Atanasio Girardot (Medellín)
May 21 2023 - 11:00pm;Boyacá Chicó;América de Cali;1;1;2;3;1;4;0;4;1;15;5;8;3;23;19;50;50;Estadio de La Independencia (Tunja)
May 22 2023 - 11:00pm;Alianza Petrolera;Rionegro Águilas;5;3;8;6;6;2;0;5;0;18;7;6;2;19;20;51;49;Estadio Daniel Villa Zapata (Barrancabermeja)
May 28 2023 - 1:15am;Millonarios;Boyacá Chicó;1;0;1;7;4;3;0;2;1;11;11;6;5;14;15;52;48;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 28 2023 - 3:00pm;Rionegro Águilas;Deportivo Pasto;0;0;0;7;5;2;0;3;0;23;8;9;2;18;11;50;50;Estadio Alberto Grisales (Rionegro- Antioquia)
May 28 2023 - 11:05pm;Atlético Nacional;Alianza Petrolera;1;1;2;2;8;3;0;7;0;15;9;5;5;14;29;49;51;Estadio Atanasio Girardot (Medellín)
May 29 2023 - 1:15am;América de Cali;Independiente Medellín;2;0;2;4;5;2;0;5;1;12;7;7;3;18;21;50;50;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
May 31 2023 - 11:15pm;Boyacá Chicó;Independiente Medellín;1;0;1;3;4;1;0;1;0;10;6;6;4;15;24;51;49;Estadio de La Independencia (Tunja)
Jun 01 2023 - 1:30am;América de Cali;Millonarios;0;1;1;3;2;2;0;3;0;18;5;9;3;19;18;49;51;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Jun 01 2023 - 11:15pm;Deportivo Pasto;Alianza Petrolera;0;0;0;9;8;2;0;3;0;13;12;8;6;20;21;49;51;Estadio Departamental Libertad (San Juan de Pasto)
Jun 02 2023 - 1:30am;Atlético Nacional;Rionegro Águilas;1;0;1;5;13;1;0;2;0;19;5;4;2;23;16;47;53;Estadio Atanasio Girardot (Medellín)
Jun 03 2023 - 11:20pm;Independiente Medellín;Boyacá Chicó;0;0;0;9;5;1;0;1;0;17;9;8;3;17;23;49;51;Estadio Atanasio Girardot (Medellín)
Jun 04 2023 - 1:30am;Millonarios;América de Cali;2;1;3;2;5;1;0;2;0;9;15;3;11;14;18;48;52;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jun 04 2023 - 11:05pm;Rionegro Águilas;Atlético Nacional;0;1;1;15;7;5;0;5;1;8;11;3;6;16;19;51;49;Estadio Alberto Grisales (Rionegro- Antioquia)
Jun 05 2023 - 1:15am;Alianza Petrolera;Deportivo Pasto;1;0;1;6;8;2;0;3;0;14;10;7;6;16;17;51;49;Estadio Daniel Villa Zapata (Barrancabermeja)
Jun 11 2023 - 12:30am;Deportivo Pasto;Rionegro Águilas;3;0;3;2;7;1;0;1;0;6;8;2;3;10;19;52;48;Estadio Departamental Libertad (San Juan de Pasto)
Jun 11 2023 - 11:30pm;Boyacá Chicó;Millonarios;2;1;3;5;10;1;0;2;0;10;22;7;8;20;20;53;47;Estadio de La Independencia (Tunja)
Jun 12 2023 - 10:00pm;Independiente Medellín;América de Cali;0;1;1;10;2;3;0;1;0;23;13;10;4;13;6;53;47;Estadio Atanasio Girardot (Medellín)
Jun 13 2023 - 12:30am;Alianza Petrolera;Atlético Nacional;0;0;0;5;5;4;0;1;1;12;2;8;2;11;14;47;53;Estadio Daniel Villa Zapata (Barrancabermeja)
Jun 17 2023 - 10:15pm;América de Cali;Boyacá Chicó;3;2;5;1;3;0;0;1;0;24;10;13;5;16;17;51;49;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Jun 17 2023 - 10:15pm;Millonarios;Independiente Medellín;2;1;3;3;8;4;0;4;1;14;10;7;6;19;20;53;47;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jun 18 2023 - 1:00am;Atlético Nacional;Deportivo Pasto;3;2;5;9;2;1;0;3;0;14;9;4;0;15;22;49;51;Estadio Atanasio Girardot (Medellín)
Jun 18 2023 - 1:00am;Rionegro Águilas;Alianza Petrolera;1;1;2;6;8;4;0;5;0;10;14;6;6;15;11;48;52;Estadio Alberto Grisales (Rionegro- Antioquia)
Jun 22 2023 - 1:00am;Atlético Nacional;Millonarios;0;0;0;1;8;4;0;3;0;4;6;2;3;20;25;48;52;Estadio Atanasio Girardot (Medellín)
Jun 25 2023 - 12:00am;Millonarios;Atlético Nacional;1;1;2;11;2;2;0;4;0;14;7;5;3;18;18;51;49;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jul 14 2023 - 9:00pm;Envigado;Atlético Bucaramanga;1;3;4;4;10;1;0;1;0;9;7;4;0;16;19;53;47;Estadio Polideportivo Sur (Envigado)
Jul 15 2023 - 12:40am;Atlético Huila;Unión Magdalena;2;1;3;7;6;1;0;0;0;8;3;3;3;22;14;48;52;Estadio Guillermo Plazas Alcid (Neiva)
Jul 15 2023 - 9:00pm;Independiente Medellín;La Equidad;2;2;4;6;6;4;0;3;0;19;6;10;3;13;14;53;47;Estadio Atanasio Girardot (Medellín)
Jul 15 2023 - 11:10pm;Junior;Rionegro Águilas;0;1;1;3;7;2;1;1;0;9;5;6;0;29;13;47;53;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Jul 16 2023 - 1:20am;Deportivo Pasto;Millonarios;0;0;0;4;5;1;0;0;0;11;13;6;4;13;16;53;47;Estadio Departamental Libertad (San Juan de Pasto)
Jul 16 2023 - 10:15pm;América de Cali;Deportes Tolima;1;0;1;7;10;0;1;3;0;11;10;6;3;23;9;48;52;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Jul 17 2023 - 12:30am;Once Caldas;Atlético Nacional;1;1;2;9;2;2;0;1;0;9;19;3;9;18;16;49;51;Estadio Palogrande (Manizales)
Jul 18 2023 - 1:00am;Deportivo Pereira;Deportivo Cali;0;2;2;7;4;2;0;3;0;14;6;5;5;15;17;47;53;Estadio Hernán Ramírez Villegas (Pereira)
Jul 20 2023 - 1:00am;Santa Fe;Jaguares de Córdoba;1;0;1;5;3;0;0;0;0;19;10;9;7;10;15;53;47;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jul 21 2023 - 9:00pm;Deportes Tolima;Once Caldas;3;1;4;3;5;2;0;1;0;12;16;8;7;11;22;50;50;Estadio Manuel Murillo Toro (Ibagué)
Jul 21 2023 - 11:15pm;La Equidad;Envigado;1;1;2;3;4;1;0;3;0;17;11;10;2;19;19;53;47;Estadio Metropolitano de Techo (Bogotá- D.C.)
Jul 22 2023 - 1:30am;Deportivo Pasto;Alianza Petrolera;1;1;2;5;4;4;1;2;0;8;7;4;4;21;26;48;52;Estadio Departamental Libertad (San Juan de Pasto)
Jul 23 2023 - 1:30am;Millonarios;Deportivo Pereira;0;0;0;6;7;1;0;2;0;6;9;2;5;19;17;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jul 23 2023 - 8:45pm;Atlético Bucaramanga;Atlético Huila;1;0;1;4;2;2;1;1;0;19;19;11;9;17;18;53;47;Estadio Alfonso López (Bucaramanga)
Jul 24 2023 - 1:10am;Independiente Medellín;Junior;1;0;1;5;6;4;0;3;0;15;7;5;4;10;15;50;50;Estadio Atanasio Girardot (Medellín)
Jul 25 2023 - 12:00am;Jaguares de Córdoba;Boyacá Chicó;2;1;3;2;6;1;0;4;0;13;12;7;5;14;12;47;53;Estadio de Fútbol Jaraguay de Montería (Montería)
Jul 29 2023 - 9:00pm;Deportes Tolima;Rionegro Águilas;1;1;2;9;3;3;0;4;0;16;10;3;3;16;7;53;47;Estadio Manuel Murillo Toro (Ibagué)
Jul 29 2023 - 11:10pm;Alianza Petrolera;Millonarios;1;0;1;4;3;2;0;1;1;12;7;5;2;19;16;52;48;Estadio Daniel Villa Zapata (Barrancabermeja)
Jul 30 2023 - 1:20am;Atlético Nacional;Jaguares de Córdoba;2;1;3;4;1;3;0;2;0;24;4;12;4;11;24;53;47;Estadio Atanasio Girardot (Medellín)
Jul 30 2023 - 8:30pm;Once Caldas;Deportivo Cali;4;0;4;1;6;3;1;2;0;19;15;3;8;19;14;47;53;Estadio Palogrande (Manizales)
Jul 30 2023 - 10:45pm;América de Cali;Deportivo Pasto;1;1;2;6;4;3;0;3;0;14;8;4;4;13;18;48;52;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Jul 31 2023 - 1:00am;Atlético Huila;Deportivo Pereira;2;0;2;2;6;2;1;3;0;10;16;5;7;10;20;49;51;Estadio Guillermo Plazas Alcid (Neiva)
Jul 31 2023 - 9:00pm;Envigado;Unión Magdalena;0;0;0;5;2;3;0;5;0;16;12;6;7;19;27;51;49;Estadio Polideportivo Sur (Envigado)
Jul 31 2023 - 11:10pm;Boyacá Chicó;La Equidad;0;2;2;7;4;1;0;6;2;9;10;4;4;16;12;50;50;Estadio de La Independencia (Tunja)
Aug 01 2023 - 1:20am;Junior;Atlético Bucaramanga;1;1;2;6;4;3;0;4;0;19;5;7;0;8;17;50;50;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Aug 03 2023 - 12:30am;Santa Fe;Independiente Medellín;1;0;1;6;3;1;0;2;0;11;11;6;5;13;24;48;52;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 04 2023 - 11:15pm;Atlético Huila;Alianza Petrolera;0;0;0;3;3;1;0;2;0;15;4;5;4;11;13;49;51;Estadio Guillermo Plazas Alcid (Neiva)
Aug 05 2023 - 1:30am;Rionegro Águilas;Once Caldas;2;1;3;0;7;2;0;1;0;12;4;6;2;14;16;50;50;Estadio Alberto Grisales (Rionegro- Antioquia)
Aug 05 2023 - 9:00pm;Unión Magdalena;Junior;0;0;0;0;6;3;0;1;0;9;7;6;4;22;21;53;47;Estadio Armando Maestre Pavajeau (Valledupar)
Aug 05 2023 - 11:10pm;Deportivo Pereira;Boyacá Chicó;1;1;2;6;0;2;0;1;0;23;8;7;3;16;11;47;53;Estadio Hernán Ramírez Villegas (Pereira)
Aug 06 2023 - 1:20am;Independiente Medellín;Envigado;1;0;1;5;3;5;0;2;0;15;13;8;6;17;11;51;49;Estadio Metropolitano de Itagüí (Itagüí)
Aug 06 2023 - 9:00pm;La Equidad;América de Cali;1;1;2;2;9;3;0;4;0;5;14;2;4;15;12;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 06 2023 - 11:10pm;Deportivo Cali;Atlético Nacional;1;1;2;4;10;2;1;5;0;10;11;3;6;13;22;47;53;Estadio Deportivo Cali (Palmira)
Aug 07 2023 - 1:20am;Deportivo Pasto;Santa Fe;2;0;2;2;7;3;0;3;0;12;12;4;5;11;18;51;49;Estadio Departamental Libertad (San Juan de Pasto)
Aug 07 2023 - 10:15pm;Atlético Bucaramanga;Jaguares de Córdoba;3;0;3;2;4;3;0;3;1;8;10;5;2;15;13;49;51;Estadio Alfonso López (Bucaramanga)
Aug 08 2023 - 12:30am;Millonarios;Deportes Tolima;1;0;1;3;5;2;0;3;0;9;11;6;6;16;23;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 10 2023 - 11:00pm;Alianza Petrolera;Envigado;3;1;4;9;3;1;0;4;0;9;8;6;5;18;16;52;48;Estadio Daniel Villa Zapata (Barrancabermeja)
Aug 11 2023 - 11:20pm;Rionegro Águilas;Deportivo Cali;1;0;1;2;7;3;0;1;0;9;14;5;5;13;17;53;47;Estadio Alberto Grisales (Rionegro- Antioquia)
Aug 12 2023 - 1:30am;Deportes Tolima;Atlético Huila;1;0;1;6;1;3;0;4;0;20;10;8;2;16;19;49;51;Estadio Manuel Murillo Toro (Ibagué)
Aug 12 2023 - 9:10pm;Santa Fe;La Equidad;1;1;2;5;5;2;0;2;0;10;13;2;8;19;21;50;50;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 12 2023 - 11:20pm;Junior;Deportivo Pasto;0;0;0;9;4;2;0;2;0;25;8;11;6;20;15;50;50;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Aug 13 2023 - 1:30am;Once Caldas;Deportivo Pereira;1;0;1;3;1;5;0;4;0;6;10;2;4;19;17;51;49;Estadio Palogrande (Manizales)
Aug 13 2023 - 9:00pm;América de Cali;Independiente Medellín;1;3;4;10;2;3;0;5;1;9;10;6;3;24;18;50;50;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Aug 13 2023 - 11:10pm;Jaguares de Córdoba;Millonarios;2;0;2;2;6;4;1;4;0;13;11;4;5;14;17;50;50;Estadio de Fútbol Jaraguay de Montería (Montería)
Aug 14 2023 - 1:20am;Atlético Nacional;Atlético Bucaramanga;2;1;3;10;4;1;0;1;0;7;14;3;6;14;17;50;50;Estadio Atanasio Girardot (Medellín)
Aug 15 2023 - 12:40am;Boyacá Chicó;Unión Magdalena;0;0;0;6;5;1;0;4;0;14;6;7;5;17;17;51;49;Estadio de La Independencia (Tunja)
Aug 19 2023 - 9:00pm;Deportivo Pereira;Jaguares de Córdoba;3;0;3;6;5;0;0;2;0;11;10;3;3;18;18;48;52;Estadio Hernán Ramírez Villegas (Pereira)
Aug 19 2023 - 11:10pm;Unión Magdalena;Santa Fe;2;2;4;3;3;3;0;5;1;9;4;4;3;17;12;47;53;Estadio Sierra Nevada (Santa Marta)
Aug 20 2023 - 1:20am;La Equidad;Junior;0;0;0;6;3;4;1;5;1;13;5;8;3;16;29;52;48;Estadio Metropolitano de Techo (Bogotá- D.C.)
Aug 20 2023 - 9:00pm;Deportivo Pasto;Boyacá Chicó;1;1;2;4;7;2;0;3;0;15;6;11;2;21;10;49;51;Estadio Departamental Libertad (San Juan de Pasto)
Aug 20 2023 - 11:10pm;Independiente Medellín;Alianza Petrolera;2;1;3;3;1;2;0;2;1;11;12;5;3;12;13;50;50;Estadio Atanasio Girardot (Medellín)
Aug 21 2023 - 1:20am;Atlético Huila;Atlético Nacional;0;1;1;9;5;3;0;2;0;4;7;2;4;15;15;53;47;Estadio Guillermo Plazas Alcid (Neiva)
Aug 21 2023 - 9:00pm;Atlético Bucaramanga;Rionegro Águilas;1;1;2;6;4;5;0;3;0;8;10;4;5;25;21;52;48;Estadio Alfonso López (Bucaramanga)
Aug 22 2023 - 12:00am;Millonarios;Once Caldas;2;1;3;3;3;3;0;4;0;17;9;8;5;15;16;47;53;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 22 2023 - 11:15pm;Jaguares de Córdoba;Unión Magdalena;0;1;1;3;10;1;0;4;0;11;12;6;7;13;22;50;50;Estadio de Fútbol Jaraguay de Montería (Montería)
Aug 23 2023 - 9:45pm;Alianza Petrolera;La Equidad;1;0;1;3;7;2;0;4;0;15;9;6;4;21;20;51;49;Estadio Daniel Villa Zapata (Barrancabermeja)
Aug 23 2023 - 11:15pm;Santa Fe;Envigado;2;0;2;6;2;0;0;1;0;12;9;9;5;21;15;48;52;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 24 2023 - 1:30am;Junior;América de Cali;4;3;7;7;4;2;0;5;1;14;6;4;4;15;12;48;52;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Aug 24 2023 - 9:00pm;Boyacá Chicó;Atlético Huila;1;1;2;11;3;0;1;2;0;13;8;5;6;13;10;50;50;Estadio de La Independencia (Tunja)
Aug 24 2023 - 11:20pm;Atlético Nacional;Deportivo Pasto;2;0;2;6;5;3;0;2;0;11;19;6;13;19;18;52;48;Estadio Atanasio Girardot (Medellín)
Aug 25 2023 - 1:30am;Deportivo Cali;Millonarios;0;0;0;8;3;3;1;1;0;4;13;2;8;19;13;52;48;Estadio Deportivo Cali (Palmira)
Aug 25 2023 - 11:15pm;Once Caldas;Atlético Bucaramanga;1;0;1;7;3;4;0;3;0;12;10;5;4;26;15;48;52;Estadio Palogrande (Manizales)
Aug 26 2023 - 1:30am;Rionegro Águilas;Independiente Medellín;1;1;2;8;3;2;1;1;1;22;9;11;4;15;14;52;48;Estadio Alberto Grisales (Rionegro- Antioquia)
Aug 26 2023 - 9:00pm;Envigado;Junior;1;2;3;6;3;2;0;4;0;15;5;7;4;18;7;48;52;Estadio Polideportivo Sur (Envigado)
Aug 26 2023 - 11:10pm;Unión Magdalena;Alianza Petrolera;2;0;2;7;5;1;0;3;0;9;15;6;5;8;20;47;53;Estadio Sierra Nevada (Santa Marta)
Aug 27 2023 - 1:20am;La Equidad;Deportes Tolima;0;0;0;11;1;2;0;3;0;12;12;7;8;11;15;47;53;Estadio Metropolitano de Techo (Bogotá- D.C.)
Aug 27 2023 - 9:00pm;Millonarios;Atlético Nacional;1;0;1;5;4;1;0;1;1;12;13;7;4;15;19;51;49;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 27 2023 - 11:10pm;América de Cali;Santa Fe;2;0;2;10;2;1;0;5;1;4;12;2;8;12;14;53;47;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Aug 28 2023 - 1:20am;Atlético Huila;Jaguares de Córdoba;0;0;0;9;5;2;0;1;0;14;8;6;5;17;23;50;50;Estadio Guillermo Plazas Alcid (Neiva)
Aug 28 2023 - 11:15pm;Independiente Medellín;Boyacá Chicó;1;1;2;7;1;1;0;1;0;16;8;7;4;11;20;51;49;Estadio Atanasio Girardot (Medellín)
Aug 29 2023 - 1:30am;Atlético Bucaramanga;Deportivo Cali;1;0;1;3;7;2;0;1;0;12;13;7;7;9;14;48;52;Estadio Alfonso López (Bucaramanga)
Aug 30 2023 - 1:10am;Deportivo Pasto;Once Caldas;1;0;1;2;8;1;0;2;0;10;7;2;3;20;11;51;49;Estadio Departamental Libertad (San Juan de Pasto)
Aug 30 2023 - 11:15pm;Unión Magdalena;América de Cali;0;0;0;6;3;3;0;4;0;10;11;7;5;23;15;50;50;Estadio Sierra Nevada (Santa Marta)
Aug 31 2023 - 1:30am;Rionegro Águilas;Atlético Nacional;2;0;2;5;5;1;0;2;0;13;11;4;5;25;29;53;47;Estadio Alberto Grisales (Rionegro- Antioquia)
Sep 01 2023 - 11:05pm;Boyacá Chicó;Envigado;1;0;1;7;5;1;0;2;0;11;11;5;7;15;10;51;49;Estadio de La Independencia (Tunja)
