date_GMT;home_team_name;away_team_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;home_team_shots;away_team_shots;home_team_shots_on_target;away_team_shots_on_target;home_team_fouls;away_team_fouls;home_team_possession;away_team_possession;stadium_name
Feb 18 2023 - 1:00am;Atlético Huila;Deportes Tolima;0;0;0;8;7;2;0;4;0;12;8;9;4;23;14;49;51;Estadio Guillermo Plazas Alcid (Neiva)
Feb 18 2023 - 7:00pm;Envigado;Alianza Petrolera;0;0;0;6;3;2;0;1;0;15;7;5;4;17;16;53;47;Estadio Polideportivo Sur (Envigado)
Feb 18 2023 - 9:10pm;Independiente Medellín;América de Cali;0;1;1;5;4;2;0;4;0;14;9;4;4;15;17;-1;-1;Estadio Atanasio Girardot (Medellín)
Feb 18 2023 - 11:20pm;Millonarios;Jaguares de Córdoba;2;1;3;8;2;1;0;2;0;8;12;6;4;9;10;53;47;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Feb 19 2023 - 1:30am;Deportivo Pasto;Junior;1;0;1;6;4;3;1;2;0;16;10;14;8;22;16;52;48;Estadio Departamental Libertad (San Juan de Pasto)
Feb 19 2023 - 7:00pm;Deportivo Pereira;Once Caldas;3;1;4;4;4;3;0;5;0;14;10;8;2;16;10;49;51;Estadio Hernán Ramírez Villegas (Pereira)
Feb 19 2023 - 9:10pm;La Equidad;Santa Fe;0;1;1;5;3;6;0;5;0;12;13;4;7;22;13;51;49;Estadio Metropolitano de Techo (Bogotá- D.C.)
Feb 20 2023 - 12:30am;Atlético Bucaramanga;Atlético Nacional;1;1;2;7;8;4;0;2;0;13;15;6;9;18;21;52;48;Estadio Alfonso López (Bucaramanga)
Feb 21 2023 - 1:05am;Deportivo Cali;Rionegro Águilas;1;1;2;5;2;2;0;7;1;17;3;7;0;16;15;52;48;Estadio Deportivo Cali (Palmira)
Feb 25 2023 - 1:00am;Rionegro Águilas;Atlético Bucaramanga;1;0;1;10;2;2;0;3;0;23;9;12;3;11;28;50;50;Estadio Alberto Grisales (Rionegro- Antioquia)
Feb 25 2023 - 9:00pm;Junior;La Equidad;1;0;1;6;3;3;0;3;0;11;12;7;4;17;17;53;47;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Feb 25 2023 - 11:10pm;Jaguares de Córdoba;Deportivo Pereira;2;0;2;4;3;3;1;4;1;15;12;4;6;10;6;50;50;Estadio de Fútbol Jaraguay de Montería (Montería)
Feb 26 2023 - 1:20am;América de Cali;Envigado;1;0;1;4;9;2;1;2;0;11;11;2;4;16;21;48;52;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Feb 26 2023 - 7:00pm;Santa Fe;Unión Magdalena;0;0;0;7;2;2;0;6;0;25;11;6;5;12;11;50;50;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Feb 26 2023 - 9:10pm;Once Caldas;Millonarios;1;0;1;3;6;4;0;3;0;16;7;12;4;20;24;48;52;Estadio Palogrande (Manizales)
Feb 26 2023 - 11:20pm;Deportes Tolima;Deportivo Cali;1;2;3;8;7;2;1;2;0;10;12;4;3;12;19;50;50;Estadio Manuel Murillo Toro (Ibagué)
Feb 27 2023 - 1:30am;Alianza Petrolera;Independiente Medellín;0;1;1;5;2;2;0;6;0;22;6;14;2;13;12;51;49;Estadio Daniel Villa Zapata (Barrancabermeja)
Feb 27 2023 - 10:00pm;Atlético Nacional;Atlético Huila;3;1;4;7;11;1;0;1;0;9;6;7;3;10;26;52;48;Estadio Atanasio Girardot (Medellín)
Feb 27 2023 - 11:00pm;Boyacá Chicó;Deportivo Pasto;1;1;2;2;2;2;0;1;0;14;16;6;9;9;11;50;50;Estadio de La Independencia (Tunja)
Mar 01 2023 - 11:00pm;Deportivo Cali;Deportivo Pereira;0;1;1;4;5;3;0;6;0;14;16;6;9;9;11;49;51;Estadio Deportivo Cali (Palmira)
Mar 04 2023 - 1:10am;Atlético Bucaramanga;Once Caldas;0;1;1;6;1;3;0;4;1;11;9;5;4;18;13;50;50;Estadio Alfonso López (Bucaramanga)
Mar 04 2023 - 7:00pm;La Equidad;Alianza Petrolera;1;1;2;3;2;2;0;2;0;13;16;9;8;24;14;51;49;Estadio Metropolitano de Techo (Bogotá- D.C.)
Mar 04 2023 - 9:10pm;Envigado;Santa Fe;3;2;5;5;8;2;0;3;0;12;8;9;4;23;14;49;51;Estadio Metropolitano de Itagüí (Itagüí)
Mar 04 2023 - 11:20pm;Unión Magdalena;Jaguares de Córdoba;1;1;2;7;7;1;1;4;0;15;7;5;4;17;16;49;51;Estadio Sierra Nevada (Santa Marta)
Mar 05 2023 - 1:30am;Independiente Medellín;Rionegro Águilas;3;0;3;4;6;4;0;2;0;14;9;4;4;15;17;47;53;Estadio Atanasio Girardot (Medellín)
Mar 05 2023 - 8:30pm;Millonarios;Deportivo Cali;2;0;2;4;4;2;0;2;0;17;3;7;0;16;15;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 05 2023 - 10:40pm;Deportivo Pasto;Atlético Nacional;0;1;1;8;5;1;0;3;0;23;9;12;3;11;28;48;52;Estadio Departamental Libertad (San Juan de Pasto)
Mar 06 2023 - 12:50am;Deportivo Pereira;Deportes Tolima;1;1;2;2;6;4;0;4;0;11;12;7;4;17;17;51;49;Estadio Hernán Ramírez Villegas (Pereira)
Mar 07 2023 - 1:00am;Atlético Huila;Boyacá Chicó;3;2;5;3;6;1;0;1;0;15;12;4;6;10;6;51;49;Estadio Guillermo Plazas Alcid (Neiva)
Mar 10 2023 - 1:00am;Alianza Petrolera;Deportivo Pasto;3;1;4;4;5;5;0;3;0;11;11;2;4;16;21;52;48;Estadio Daniel Villa Zapata (Barrancabermeja)
Mar 11 2023 - 12:40am;Jaguares de Córdoba;Atlético Huila;1;2;3;8;5;3;1;6;0;25;11;6;5;12;11;53;47;Estadio de Fútbol Jaraguay de Montería (Montería)
Mar 11 2023 - 9:00pm;Deportivo Cali;Atlético Bucaramanga;1;1;2;7;2;0;0;0;0;16;7;12;4;20;24;53;47;Estadio Deportivo Cali (Palmira)
Mar 11 2023 - 11:10pm;Atlético Nacional;Millonarios;0;0;0;6;6;2;0;3;0;10;12;4;3;12;19;47;53;Estadio Atanasio Girardot (Medellín)
Mar 12 2023 - 1:20am;Boyacá Chicó;Independiente Medellín;2;0;2;6;2;3;0;1;0;22;6;14;2;13;12;51;49;Estadio de La Independencia (Tunja)
Mar 12 2023 - 9:00pm;Rionegro Águilas;Deportivo Pereira;2;1;3;4;1;2;0;4;0;9;6;7;3;10;26;53;47;Estadio Alberto Grisales (Rionegro- Antioquia)
Mar 12 2023 - 11:10pm;Junior;Envigado;1;2;3;6;3;4;0;5;0;14;16;6;9;9;11;49;51;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Mar 13 2023 - 1:20am;Alianza Petrolera;Unión Magdalena;2;1;3;2;6;2;0;4;1;14;16;6;9;9;11;48;52;Estadio Daniel Villa Zapata (Barrancabermeja)
Mar 14 2023 - 1:10am;Once Caldas;Deportivo Pasto;0;1;1;6;3;2;0;2;0;11;9;5;4;18;13;48;52;Estadio Palogrande (Manizales)
Mar 14 2023 - 11:00pm;Deportes Tolima;La Equidad;1;0;1;6;4;4;0;3;1;13;16;9;8;24;14;51;49;Estadio Manuel Murillo Toro (Ibagué)
Mar 15 2023 - 1:10am;Santa Fe;América de Cali;2;0;2;7;4;4;0;3;0;12;8;9;4;23;14;53;47;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 18 2023 - 1:00am;Deportivo Pereira;Atlético Nacional;0;2;2;7;3;0;0;1;0;15;7;5;4;17;16;48;52;Estadio Hernán Ramírez Villegas (Pereira)
Mar 18 2023 - 7:00pm;Envigado;Boyacá Chicó;0;1;1;9;2;4;0;2;0;14;9;4;4;15;17;53;47;Estadio Polideportivo Sur (Envigado)
Mar 18 2023 - 9:10pm;La Equidad;Unión Magdalena;0;0;0;9;5;3;3;4;3;10;6;6;4;15;24;47;53;Estadio Metropolitano de Techo (Bogotá- D.C.)
Mar 18 2023 - 11:20pm;Deportivo Pasto;Deportivo Cali;2;1;3;3;2;1;0;1;0;18;5;9;3;19;18;53;47;Estadio Departamental Libertad (San Juan de Pasto)
Mar 19 2023 - 1:30am;Junior;Santa Fe;1;1;2;4;2;2;0;5;0;13;12;8;6;20;21;48;52;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Mar 19 2023 - 8:30pm;América de Cali;Alianza Petrolera;1;0;1;6;4;2;0;2;0;19;5;4;2;23;16;49;51;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Mar 19 2023 - 10:45pm;Millonarios;Rionegro Águilas;2;2;4;7;2;3;0;4;0;17;9;8;3;17;23;47;53;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 20 2023 - 1:00am;Independiente Medellín;Jaguares de Córdoba;1;0;1;8;5;3;0;2;0;9;15;3;11;14;18;53;47;Estadio Atanasio Girardot (Medellín)
Mar 20 2023 - 11:10pm;Atlético Bucaramanga;Deportes Tolima;1;1;2;6;4;3;0;4;0;8;11;3;6;16;19;50;50;Estadio Alfonso López (Bucaramanga)
Mar 21 2023 - 1:20am;Atlético Huila;Once Caldas;2;1;3;2;4;3;0;4;1;14;10;7;6;16;17;53;47;Estadio Guillermo Plazas Alcid (Neiva)
Mar 22 2023 - 3:15pm;Santa Fe;Deportivo Cali;3;0;3;3;5;1;0;4;0;6;8;2;3;10;19;48;52;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 23 2023 - 1:00am;Millonarios;Deportivo Pasto;2;0;2;4;1;4;0;5;1;10;22;7;8;20;20;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 23 2023 - 11:00pm;La Equidad;Boyacá Chicó;2;2;4;12;2;3;0;0;1;23;13;10;4;13;6;53;47;Estadio Metropolitano de Techo (Bogotá- D.C.)
Mar 24 2023 - 1:10am;América de Cali;Junior;2;0;2;6;2;2;0;2;0;12;2;8;2;11;14;50;50;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Mar 25 2023 - 1:10am;Rionegro Águilas;Envigado;1;0;1;4;7;2;0;5;1;24;10;13;5;16;17;47;53;Estadio Alberto Grisales (Rionegro- Antioquia)
Mar 25 2023 - 7:00pm;Once Caldas;Deportivo Pereira;1;1;2;3;7;2;0;5;0;14;10;7;6;19;20;53;47;Estadio Palogrande (Manizales)
Mar 25 2023 - 9:10pm;Alianza Petrolera;Atlético Bucaramanga;2;0;2;7;3;4;0;4;0;14;9;4;0;15;22;52;48;Estadio Daniel Villa Zapata (Barrancabermeja)
Mar 25 2023 - 11:20pm;Atlético Nacional;Independiente Medellín;1;1;2;2;5;3;1;4;0;10;14;6;6;15;11;53;47;Estadio Atanasio Girardot (Medellín)
Mar 26 2023 - 1:30am;Deportes Tolima;Atlético Huila;2;1;3;5;3;4;0;1;0;4;6;2;3;20;25;47;53;Estadio Manuel Murillo Toro (Ibagué)
Mar 26 2023 - 8:15pm;Unión Magdalena;Junior;2;2;4;8;2;3;0;5;0;14;7;5;3;18;18;48;52;Estadio Sierra Nevada (Santa Marta)
Mar 26 2023 - 10:30pm;Deportivo Cali;América de Cali;1;1;2;15;1;3;0;3;0;9;7;4;0;16;19;49;51;Estadio Deportivo Cali (Palmira)
Mar 27 2023 - 12:45am;Santa Fe;Millonarios;1;2;3;5;2;4;0;2;0;8;3;3;3;22;14;51;49;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Mar 28 2023 - 1:05am;Jaguares de Córdoba;Deportivo Pasto;0;1;1;7;5;2;0;5;0;19;6;10;3;13;14;50;50;Estadio de Fútbol Jaraguay de Montería (Montería)
Mar 29 2023 - 12:15am;Boyacá Chicó;La Equidad;3;1;4;5;0;2;0;2;0;9;5;6;0;29;13;50;50;Estadio de La Independencia (Tunja)
Mar 30 2023 - 1:00am;Deportes Tolima;Millonarios;1;1;2;4;1;5;0;3;0;14;16;6;9;9;11;48;52;Estadio Manuel Murillo Toro (Ibagué)
Mar 31 2023 - 11:00pm;Deportivo Pasto;Deportivo Pereira;0;0;0;6;4;1;0;1;0;14;16;6;9;9;11;49;51;Estadio Departamental Libertad (San Juan de Pasto)
Apr 01 2023 - 1:10am;Santa Fe;Boyacá Chicó;1;0;1;7;6;4;0;1;0;11;9;5;4;18;13;50;50;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 01 2023 - 7:00pm;Envigado;Once Caldas;0;0;0;1;2;4;0;4;1;13;16;9;8;24;14;53;47;Estadio Polideportivo Sur (Envigado)
Apr 01 2023 - 9:10pm;Independiente Medellín;Deportes Tolima;1;1;2;7;2;2;0;4;1;12;8;9;4;23;14;47;53;Estadio Atanasio Girardot (Medellín)
Apr 01 2023 - 11:20pm;La Equidad;Atlético Nacional;0;0;0;2;5;2;0;1;0;15;7;5;4;17;16;51;49;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 02 2023 - 1:30am;Atlético Bucaramanga;Millonarios;0;2;2;3;3;3;0;4;0;14;9;4;4;15;17;49;51;Estadio Alfonso López (Bucaramanga)
Apr 02 2023 - 9:00pm;América de Cali;Jaguares de Córdoba;0;0;0;6;1;3;0;2;1;8;12;6;4;9;10;47;53;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Apr 02 2023 - 11:10pm;Unión Magdalena;Rionegro Águilas;3;1;4;5;6;2;2;4;1;16;10;14;8;22;16;51;49;Estadio Sierra Nevada (Santa Marta)
Apr 03 2023 - 1:20am;Atlético Huila;Deportivo Cali;1;0;1;2;14;3;0;6;0;14;10;8;2;16;10;49;51;Estadio Guillermo Plazas Alcid (Neiva)
Apr 04 2023 - 1:10am;Junior;Alianza Petrolera;1;0;1;6;4;2;0;3;2;12;13;4;7;22;13;49;51;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Apr 07 2023 - 10:00pm;Rionegro Águilas;Atlético Huila;2;1;3;6;2;2;0;2;0;13;15;6;9;18;21;52;48;Estadio Alberto Grisales (Rionegro- Antioquia)
Apr 08 2023 - 7:00pm;Once Caldas;Unión Magdalena;1;1;2;5;3;1;0;5;0;17;3;7;0;16;15;53;47;Estadio Palogrande (Manizales)
Apr 08 2023 - 9:10pm;Jaguares de Córdoba;Envigado;2;0;2;5;5;2;0;6;0;23;9;12;3;11;28;49;51;Estadio de Fútbol Jaraguay de Montería (Montería)
Apr 08 2023 - 11:20pm;Deportivo Cali;La Equidad;0;0;0;7;2;4;0;4;1;11;12;7;4;17;17;50;50;Estadio Deportivo Cali (Palmira)
Apr 09 2023 - 1:30am;Millonarios;Independiente Medellín;2;1;3;7;1;3;0;2;1;15;12;4;6;10;6;50;50;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 09 2023 - 7:00pm;Deportivo Pereira;Atlético Bucaramanga;1;1;2;6;4;2;0;2;0;11;11;2;4;16;21;51;49;Estadio Hernán Ramírez Villegas (Pereira)
Apr 09 2023 - 11:20pm;Alianza Petrolera;Santa Fe;3;1;4;4;11;3;0;1;0;25;11;6;5;12;11;50;50;Estadio Daniel Villa Zapata (Barrancabermeja)
Apr 10 2023 - 11:00pm;Atlético Nacional;Junior;0;1;1;6;2;3;0;2;0;16;7;12;4;20;24;50;50;Estadio Atanasio Girardot (Medellín)
Apr 11 2023 - 1:05am;Deportes Tolima;Deportivo Pasto;3;1;4;4;5;0;0;2;0;10;12;4;3;12;19;50;50;Estadio Manuel Murillo Toro (Ibagué)
Apr 11 2023 - 9:00pm;La Equidad;Once Caldas;4;1;5;5;5;5;0;2;0;22;6;14;2;13;12;51;49;Estadio Metropolitano de Techo (Bogotá- D.C.)
Apr 11 2023 - 11:10pm;Atlético Huila;Millonarios;1;1;2;2;0;4;0;3;0;9;6;7;3;10;26;48;52;Estadio Guillermo Plazas Alcid (Neiva)
Apr 12 2023 - 1:20am;América de Cali;Rionegro Águilas;1;3;4;6;4;3;1;4;1;14;16;6;9;9;11;47;53;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Apr 12 2023 - 8:30pm;Unión Magdalena;Deportivo Pereira;0;3;3;6;3;4;0;5;1;14;16;6;9;9;11;52;48;Estadio Sierra Nevada (Santa Marta)
Apr 13 2023 - 1:00am;Independiente Medellín;Deportivo Cali;3;0;3;0;4;4;0;3;0;11;9;5;4;18;13;49;51;Estadio Atanasio Girardot (Medellín)
Apr 13 2023 - 8:30pm;Envigado;Deportes Tolima;2;1;3;3;8;1;0;3;0;13;16;9;8;24;14;50;50;Estadio Polideportivo Sur (Envigado)
Apr 13 2023 - 11:00pm;Deportivo Pasto;Atlético Bucaramanga;1;0;1;4;8;3;0;1;0;12;8;9;4;23;14;53;47;Estadio Departamental Libertad (San Juan de Pasto)
Apr 14 2023 - 1:10am;Junior;Boyacá Chicó;1;1;2;1;4;1;0;3;1;15;7;5;4;17;16;52;48;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Apr 15 2023 - 1:05am;Alianza Petrolera;Jaguares de Córdoba;3;0;3;5;6;2;0;1;0;14;9;4;4;15;17;47;53;Estadio Daniel Villa Zapata (Barrancabermeja)
Apr 15 2023 - 11:00pm;Deportivo Cali;Unión Magdalena;2;1;3;6;5;3;0;3;1;17;3;7;0;16;15;50;50;Estadio Deportivo Cali (Palmira)
Apr 16 2023 - 1:10am;Deportivo Pereira;Santa Fe;2;2;4;7;5;1;0;4;0;23;9;12;3;11;28;48;52;Estadio Hernán Ramírez Villegas (Pereira)
Apr 16 2023 - 7:00pm;Atlético Bucaramanga;Independiente Medellín;1;2;3;8;2;3;1;6;0;11;12;7;4;17;17;47;53;Estadio Alfonso López (Bucaramanga)
Apr 16 2023 - 9:10pm;Deportes Tolima;Junior;0;1;1;4;6;1;0;2;0;15;12;4;6;10;6;52;48;Estadio Manuel Murillo Toro (Ibagué)
Apr 17 2023 - 1:30am;Rionegro Águilas;Boyacá Chicó;2;0;2;4;3;4;0;2;0;11;11;2;4;16;21;49;51;Estadio Alberto Grisales (Rionegro- Antioquia)
Apr 18 2023 - 12:40am;Atlético Huila;Deportivo Pasto;1;1;2;4;4;4;1;4;0;25;11;6;5;12;11;50;50;Estadio Guillermo Plazas Alcid (Neiva)
Apr 18 2023 - 11:00pm;Once Caldas;Alianza Petrolera;1;2;3;7;4;2;0;2;0;16;7;12;4;20;24;53;47;Estadio Palogrande (Manizales)
Apr 19 2023 - 1:10am;Jaguares de Córdoba;La Equidad;1;1;2;6;5;5;0;3;1;10;12;4;3;12;19;52;48;Estadio de Fútbol Jaraguay de Montería (Montería)
Apr 20 2023 - 1:00am;Boyacá Chicó;América de Cali;1;1;2;6;2;4;0;3;1;22;6;14;2;13;12;47;53;Estadio de La Independencia (Tunja)
Apr 22 2023 - 12:40am;Deportivo Pasto;Rionegro Águilas;0;0;0;0;7;1;0;3;0;9;6;7;3;10;26;50;50;Estadio Departamental Libertad (San Juan de Pasto)
Apr 22 2023 - 7:00pm;La Equidad;Atlético Huila;2;1;3;6;3;3;0;2;0;14;16;6;9;9;11;48;52;Estadio Metropolitano de Techo (Bogotá- D.C.)
Apr 22 2023 - 9:10pm;Alianza Petrolera;Deportivo Cali;0;3;3;5;5;2;0;1;0;14;16;6;9;9;11;47;53;Estadio Daniel Villa Zapata (Barrancabermeja)
Apr 22 2023 - 11:20pm;Junior;Jaguares de Córdoba;1;0;1;4;1;1;0;2;0;11;9;5;4;18;13;52;48;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Apr 23 2023 - 1:30am;Santa Fe;Atlético Bucaramanga;3;0;3;3;4;5;0;4;0;13;16;9;8;24;14;49;51;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Apr 23 2023 - 9:00pm;Envigado;Atlético Nacional;0;0;0;3;6;4;0;0;1;12;8;9;4;23;14;50;50;Estadio Polideportivo Sur (Envigado)
Apr 23 2023 - 11:10pm;Unión Magdalena;Millonarios;1;1;2;3;4;2;0;3;0;15;7;5;4;17;16;53;47;Estadio Sierra Nevada (Santa Marta)
Apr 24 2023 - 1:20am;Boyacá Chicó;Deportes Tolima;2;0;2;3;0;2;0;1;0;14;9;4;4;15;17;52;48;Estadio de La Independencia (Tunja)
Apr 25 2023 - 1:10am;América de Cali;Deportivo Pereira;2;1;3;5;0;2;0;5;0;10;6;6;4;15;24;47;53;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Apr 25 2023 - 9:00pm;Atlético Bucaramanga;Alianza Petrolera;1;1;2;4;6;3;0;1;0;18;5;9;3;19;18;50;50;Estadio Alfonso López (Bucaramanga)
Apr 25 2023 - 11:10pm;Deportivo Pasto;La Equidad;1;1;2;1;2;1;0;4;0;13;12;8;6;20;21;50;50;Estadio Departamental Libertad (San Juan de Pasto)
Apr 26 2023 - 1:20am;Atlético Huila;Independiente Medellín;2;3;5;5;5;0;0;4;0;19;5;4;2;23;16;49;51;Estadio Guillermo Plazas Alcid (Neiva)
Apr 26 2023 - 7:00pm;Once Caldas;Boyacá Chicó;1;1;2;11;5;2;0;1;0;17;9;8;3;17;23;47;53;Estadio Palogrande (Manizales)
Apr 26 2023 - 9:10pm;Deportes Tolima;Jaguares de Córdoba;1;1;2;7;4;2;0;1;1;9;15;3;11;14;18;45;55;Estadio Manuel Murillo Toro (Ibagué)
