date_GMT;home_team_name;away_team_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;stadium_name
Aug 04 2013 - 8:15pm;Alianza Petrolera;La Equidad;1;2;3;6;1;1;0;4;0;Estadio Álvaro Gómez Hurtado
Aug 04 2013 - 8:15pm;Deportes Quindío;Cúcuta Deportivo;0;3;3;7;2;1;0;5;0;Estadio Centenario (Armenia)
Aug 04 2013 - 10:30pm;Deportes Tolima;Envigado;1;0;1;7;3;3;0;3;0;Estadio Manuel Murillo Toro
Aug 05 2013 - 12:45am;Millonarios;Independiente Medellín;2;2;4;7;3;1;0;5;0;Estadio Nemesio Camacho El Campín
Aug 10 2013 - 1:10am;Cúcuta Deportivo;Patriotas Boyacá;2;3;5;6;7;3;1;1;0;Estadio General Santander
Aug 10 2013 - 8:15pm;Alianza Petrolera;Atlético Nacional;1;2;3;11;1;4;0;0;0;Estadio Álvaro Gómez Hurtado
Aug 10 2013 - 10:30pm;Santa Fe;Rionegro Águilas;2;1;3;5;2;4;0;4;1;Estadio Nemesio Camacho El Campín
Aug 11 2013 - 12:45am;Deportivo Pasto;Deportivo Cali;1;1;2;6;1;2;0;4;0;Estadio Departamental Libertad
Aug 11 2013 - 12:45am;Once Caldas;Deportes Tolima;4;0;4;8;1;1;0;1;1;Estadio Palogrande
Aug 11 2013 - 8:15pm;Boyacá Chicó;Junior;1;1;2;9;1;5;0;5;0;Estadio de La Independencia
Aug 11 2013 - 10:30pm;Atlético Huila;Deportes Quindío;1;1;2;9;2;1;0;2;0;Estadio Guillermo Plazas Alcid
Aug 11 2013 - 10:30pm;Envigado;Millonarios;2;1;3;4;6;6;0;4;0;Estadio Polideportivo Sur
Aug 12 2013 - 12:45am;Independiente Medellín;La Equidad;2;1;3;2;1;1;1;3;0;Estadio Atanasio Girardot
Aug 17 2013 - 1:10am;La Equidad;Envigado;0;0;0;6;2;2;0;3;0;Estadio Metropolitano de Techo
Aug 17 2013 - 8:15pm;Rionegro Águilas;Atlético Nacional;0;4;4;4;4;2;0;3;0;Estadio Metropolitano de Itagüí (Itagüí)
Aug 17 2013 - 10:30pm;Deportes Tolima;Boyacá Chicó;1;1;2;6;7;3;1;4;0;Estadio Manuel Murillo Toro
Aug 18 2013 - 12:45am;Millonarios;Once Caldas;3;0;3;7;7;1;0;1;0;Estadio Nemesio Camacho El Campín
Aug 18 2013 - 12:45am;Deportes Quindío;Santa Fe;0;2;2;7;2;2;0;3;0;Estadio Centenario (Armenia)
Aug 18 2013 - 8:15pm;Junior;Deportivo Pasto;0;1;1;11;3;3;0;4;0;Estadio Metropolitano Roberto Meléndez
Aug 18 2013 - 10:30pm;Independiente Medellín;Alianza Petrolera;0;1;1;8;3;4;0;3;0;Estadio Atanasio Girardot
Aug 18 2013 - 10:30pm;Deportivo Cali;Cúcuta Deportivo;2;1;3;3;2;4;0;5;0;Estadio Deportivo Cali
Aug 19 2013 - 12:45am;Patriotas Boyacá;Atlético Huila;2;1;3;4;9;6;1;4;0;Estadio de La Independencia
Aug 21 2013 - 8:15pm;Atlético Huila;Deportivo Cali;1;0;1;2;3;4;0;2;0;Estadio Guillermo Plazas Alcid
Aug 21 2013 - 11:00pm;Envigado;Independiente Medellín;0;4;4;4;3;5;0;2;0;Estadio Polideportivo Sur
Aug 22 2013 - 1:10am;Santa Fe;Patriotas Boyacá;2;1;3;4;3;3;0;1;1;Estadio Nemesio Camacho El Campín
Aug 22 2013 - 1:10am;Cúcuta Deportivo;Junior;1;5;6;3;0;7;1;2;0;Estadio General Santander
Aug 23 2013 - 1:10am;Once Caldas;La Equidad;2;2;4;5;2;3;0;2;1;Estadio Palogrande
Aug 24 2013 - 8:30pm;Deportes Quindío;Rionegro Águilas;0;2;2;9;1;5;0;4;0;Estadio Centenario (Armenia)
Aug 25 2013 - 12:45am;Deportes Tolima;Cúcuta Deportivo;2;1;3;13;1;2;0;4;0;Estadio Manuel Murillo Toro
Aug 25 2013 - 12:45am;Deportivo Cali;Santa Fe;2;0;2;5;0;2;0;1;0;Estadio Deportivo Cali
Aug 25 2013 - 6:00pm;La Equidad;Boyacá Chicó;5;2;7;1;4;3;0;3;0;Estadio Metropolitano de Techo
Aug 25 2013 - 8:15pm;Independiente Medellín;Once Caldas;1;2;3;9;5;3;0;6;1;Estadio Atanasio Girardot
Aug 25 2013 - 10:30pm;Millonarios;Deportivo Pasto;4;0;4;6;11;3;0;2;0;Estadio Nemesio Camacho El Campín
Aug 25 2013 - 10:30pm;Junior;Atlético Huila;2;1;3;5;3;3;0;4;0;Estadio Metropolitano Roberto Meléndez
Aug 26 2013 - 12:45am;Envigado;Alianza Petrolera;0;0;0;9;3;2;0;2;1;Estadio Polideportivo Sur
Aug 28 2013 - 8:15pm;Alianza Petrolera;Deportes Quindío;1;1;2;7;4;6;1;3;0;Estadio Álvaro Gómez Hurtado
Aug 28 2013 - 11:00pm;Atlético Huila;Deportes Tolima;1;1;2;2;10;4;1;3;0;Estadio Guillermo Plazas Alcid
Aug 29 2013 - 1:10am;Santa Fe;Junior;3;0;3;3;6;3;0;4;0;Estadio Nemesio Camacho El Campín
Aug 29 2013 - 1:10am;Cúcuta Deportivo;Millonarios;0;1;1;1;3;3;1;2;1;Estadio General Santander
Aug 30 2013 - 1:10am;Atlético Nacional;Deportivo Cali;2;0;2;3;5;3;0;2;0;Estadio Atanasio Girardot
Aug 30 2013 - 1:10am;Once Caldas;Envigado;2;1;3;5;7;3;0;7;1;Estadio Palogrande
Aug 31 2013 - 10:30pm;Millonarios;Atlético Huila;3;2;5;4;2;3;0;1;0;Estadio Nemesio Camacho El Campín
Sep 01 2013 - 6:00pm;Envigado;Boyacá Chicó;2;2;4;11;0;3;1;3;2;Estadio Polideportivo Sur
Sep 01 2013 - 8:15pm;Independiente Medellín;Deportivo Pasto;0;0;0;6;1;1;0;2;0;Estadio Atanasio Girardot
Sep 01 2013 - 8:15pm;Patriotas Boyacá;Deportes Quindío;3;0;3;4;1;1;0;2;1;Estadio de La Independencia
Sep 01 2013 - 10:30pm;Junior;Atlético Nacional;0;1;1;4;5;3;0;6;0;Estadio Metropolitano Roberto Meléndez
Sep 01 2013 - 10:30pm;Deportivo Cali;Rionegro Águilas;1;0;1;7;2;2;0;4;0;Estadio Deportivo Cali
Sep 02 2013 - 12:45am;Once Caldas;Alianza Petrolera;1;1;2;6;2;1;1;3;0;Estadio Palogrande
Sep 02 2013 - 11:00pm;La Equidad;Cúcuta Deportivo;0;0;0;5;3;2;0;2;0;Estadio Metropolitano de Techo
Sep 05 2013 - 8:15pm;Rionegro Águilas;Patriotas Boyacá;2;0;2;5;3;2;0;4;0;Estadio Metropolitano de Itagüí (Itagüí)
Sep 07 2013 - 10:30pm;Boyacá Chicó;Millonarios;1;1;2;7;5;2;0;5;0;Estadio de La Independencia
Sep 08 2013 - 12:45am;Atlético Nacional;Deportes Quindío;2;1;3;7;4;2;0;2;0;Estadio Atanasio Girardot
Sep 08 2013 - 8:15pm;Alianza Petrolera;Rionegro Águilas;1;0;1;6;6;2;1;4;0;Estadio Álvaro Gómez Hurtado
Sep 08 2013 - 10:30pm;Deportivo Pasto;Deportes Tolima;1;1;2;9;3;2;1;1;2;Estadio Departamental Libertad
Sep 12 2013 - 1:10am;Boyacá Chicó;Independiente Medellín;3;1;4;6;2;1;0;2;0;Estadio de La Independencia
Sep 14 2013 - 6:00pm;La Equidad;Alianza Petrolera;4;0;4;3;7;3;1;5;0;Estadio Metropolitano de Techo
Sep 14 2013 - 8:15pm;Deportes Quindío;Once Caldas;2;1;3;2;6;1;0;3;0;Estadio Centenario (Armenia)
Sep 14 2013 - 10:00pm;Junior;Cúcuta Deportivo;1;1;2;4;3;2;1;3;0;Estadio Metropolitano Roberto Meléndez
Sep 14 2013 - 10:30pm;Atlético Nacional;Independiente Medellín;2;0;2;4;3;3;0;2;1;Estadio Atanasio Girardot
Sep 15 2013 - 12:45am;Patriotas Boyacá;Boyacá Chicó;1;0;1;2;10;3;0;2;1;Estadio de La Independencia
Sep 15 2013 - 8:15pm;Rionegro Águilas;Envigado;0;1;1;7;2;2;0;4;0;Estadio Metropolitano de Itagüí (Itagüí)
Sep 15 2013 - 10:00pm;Millonarios;Santa Fe;0;0;0;2;4;1;0;3;0;Estadio Nemesio Camacho El Campín
Sep 15 2013 - 10:30pm;Deportes Tolima;Atlético Huila;1;0;1;5;5;2;0;3;0;Estadio Manuel Murillo Toro
Sep 16 2013 - 12:45am;Deportivo Cali;Deportivo Pasto;0;0;0;5;2;5;0;4;0;Estadio Deportivo Cali
Sep 19 2013 - 1:10am;Once Caldas;Deportivo Pasto;1;1;2;8;4;2;0;1;0;Estadio Palogrande
Sep 20 2013 - 8:15pm;Rionegro Águilas;Junior;4;0;4;2;1;2;0;3;1;Estadio Metropolitano de Itagüí (Itagüí)
Sep 21 2013 - 8:15pm;Alianza Petrolera;Patriotas Boyacá;0;0;0;6;5;1;1;1;0;Estadio Álvaro Gómez Hurtado
Sep 21 2013 - 10:00pm;Santa Fe;Millonarios;0;0;0;3;6;5;1;2;0;Estadio Nemesio Camacho El Campín
Sep 21 2013 - 10:30pm;Deportivo Pasto;Envigado;0;0;0;2;6;3;0;2;0;Estadio Departamental Libertad
Sep 22 2013 - 12:45am;Atlético Nacional;Deportes Tolima;2;0;2;5;1;1;0;3;0;Estadio Polideportivo Sur
Sep 22 2013 - 8:15pm;Cúcuta Deportivo;Independiente Medellín;0;1;1;6;2;1;0;1;0;Estadio General Santander
Sep 22 2013 - 10:00pm;Deportes Quindío;Deportivo Cali;0;5;5;5;3;4;0;1;0;Estadio Centenario (Armenia)
Sep 22 2013 - 10:30pm;Atlético Huila;La Equidad;1;1;2;6;1;3;0;2;0;Estadio Guillermo Plazas Alcid
Sep 23 2013 - 12:45am;Boyacá Chicó;Once Caldas;0;1;1;9;1;2;0;1;0;Estadio de La Independencia
Sep 25 2013 - 11:00pm;Envigado;Cúcuta Deportivo;2;0;2;4;1;1;0;1;0;Estadio Polideportivo Sur
Sep 25 2013 - 11:00pm;Deportivo Cali;Patriotas Boyacá;1;1;2;2;3;5;2;4;0;Estadio Deportivo Cali
Sep 26 2013 - 1:10am;La Equidad;Santa Fe;1;1;2;1;5;5;0;4;1;Estadio Metropolitano de Techo
Sep 26 2013 - 1:10am;Independiente Medellín;Atlético Huila;4;0;4;7;5;2;0;6;0;Estadio Atanasio Girardot
Sep 26 2013 - 1:10am;Junior;Deportes Quindío;3;0;3;2;0;3;0;2;0;Estadio Metropolitano Roberto Meléndez
Sep 27 2013 - 1:10am;Boyacá Chicó;Alianza Petrolera;1;2;3;11;6;3;0;4;0;Estadio de La Independencia
Sep 28 2013 - 8:15pm;Atlético Huila;Envigado;2;1;3;4;3;5;1;4;0;Estadio Guillermo Plazas Alcid
Sep 28 2013 - 10:00pm;Patriotas Boyacá;Junior;0;2;2;5;5;1;0;0;0;Estadio de La Independencia
Sep 28 2013 - 10:30pm;Cúcuta Deportivo;Once Caldas;0;0;0;3;2;2;0;2;0;Estadio General Santander
Sep 29 2013 - 12:45am;Deportes Quindío;Deportes Tolima;1;0;1;4;12;2;1;3;1;Estadio Centenario (Armenia)
Sep 29 2013 - 6:00pm;Rionegro Águilas;Millonarios;2;2;4;5;10;4;0;4;0;Estadio Metropolitano de Itagüí (Itagüí)
Sep 29 2013 - 8:15pm;Alianza Petrolera;Deportivo Cali;0;2;2;7;3;4;0;2;0;Estadio Álvaro Gómez Hurtado
Sep 29 2013 - 10:00pm;Santa Fe;Independiente Medellín;1;1;2;13;6;4;0;3;0;Estadio Nemesio Camacho El Campín
Sep 29 2013 - 10:30pm;Atlético Nacional;La Equidad;0;0;0;4;1;1;0;2;0;Estadio Atanasio Girardot
Sep 30 2013 - 12:45am;Deportivo Pasto;Boyacá Chicó;4;3;7;2;2;1;0;3;1;Estadio Departamental Libertad
Oct 02 2013 - 1:10am;Deportes Tolima;Patriotas Boyacá;1;1;2;4;5;1;0;1;0;Estadio Manuel Murillo Toro
Oct 02 2013 - 11:00pm;Deportivo Pasto;Alianza Petrolera;2;1;3;3;4;3;0;4;0;Estadio Departamental Libertad
Oct 02 2013 - 11:00pm;Independiente Medellín;Atlético Nacional;1;1;2;3;7;3;0;3;0;Estadio Atanasio Girardot
Oct 03 2013 - 1:10am;Envigado;Santa Fe;2;1;3;6;5;1;0;4;0;Estadio Polideportivo Sur
Oct 03 2013 - 1:10am;Millonarios;Deportes Quindío;2;0;2;6;1;2;0;3;0;Estadio Nemesio Camacho El Campín
Oct 03 2013 - 1:10am;Junior;Deportivo Cali;1;1;2;8;6;3;0;5;0;Estadio Metropolitano Roberto Meléndez
Oct 03 2013 - 11:00pm;Boyacá Chicó;Cúcuta Deportivo;3;1;4;5;1;2;0;5;0;Estadio de La Independencia
Oct 04 2013 - 1:10am;Once Caldas;Atlético Huila;2;0;2;6;5;2;0;3;1;Estadio Palogrande
Oct 05 2013 - 8:15pm;Alianza Petrolera;Junior;1;1;2;4;2;3;0;1;0;Estadio Álvaro Gómez Hurtado
Oct 05 2013 - 10:00pm;Patriotas Boyacá;Millonarios;2;2;4;2;1;2;0;1;0;Estadio de La Independencia
Oct 05 2013 - 10:30pm;Atlético Nacional;Envigado;4;1;5;0;8;2;0;4;0;Estadio Atanasio Girardot
Oct 06 2013 - 12:45am;Deportivo Cali;Deportes Tolima;0;0;0;3;5;0;0;2;0;Estadio Olímpico Pascual Guerrero
Oct 06 2013 - 6:00pm;Deportes Quindío;La Equidad;1;0;1;6;4;3;0;3;0;Estadio Centenario (Armenia)
Oct 06 2013 - 8:15pm;Rionegro Águilas;Independiente Medellín;1;0;1;6;4;3;0;4;1;Estadio Metropolitano de Itagüí (Itagüí)
Oct 06 2013 - 10:00pm;Santa Fe;Once Caldas;1;0;1;5;4;4;0;3;0;Estadio Nemesio Camacho El Campín
Oct 06 2013 - 10:30pm;Cúcuta Deportivo;Deportivo Pasto;1;2;3;11;5;4;0;2;0;Estadio General Santander
Oct 07 2013 - 12:45am;Atlético Huila;Boyacá Chicó;2;1;3;5;1;2;0;4;1;Estadio Guillermo Plazas Alcid
Oct 09 2013 - 12:45am;Millonarios;Atlético Nacional;0;2;2;8;6;2;0;4;1;Estadio Nemesio Camacho El Campín
Oct 10 2013 - 10:30pm;La Equidad;Rionegro Águilas;2;0;2;1;5;5;1;3;1;Estadio Metropolitano de Techo
Oct 12 2013 - 10:30pm;Deportes Tolima;Santa Fe;1;1;2;4;5;2;0;5;1;Estadio Manuel Murillo Toro
Oct 13 2013 - 10:30pm;Deportivo Pasto;La Equidad;4;1;5;1;9;2;0;6;0;Estadio Departamental Libertad
Oct 14 2013 - 12:45am;Patriotas Boyacá;Atlético Nacional;1;0;1;1;11;3;0;0;0;Estadio de La Independencia
Oct 17 2013 - 12:45am;Deportes Tolima;Rionegro Águilas;1;1;2;6;3;4;0;2;0;Estadio Manuel Murillo Toro
Oct 19 2013 - 12:45am;Deportivo Pasto;Atlético Huila;2;2;4;6;1;1;2;3;0;Estadio Departamental Libertad
Oct 19 2013 - 8:15pm;Envigado;Rionegro Águilas;1;1;2;2;6;6;1;4;2;Estadio Polideportivo Sur
Oct 19 2013 - 10:00pm;Deportes Tolima;Junior;3;3;6;4;5;4;1;8;0;Estadio Manuel Murillo Toro
Oct 19 2013 - 10:30pm;Once Caldas;Atlético Nacional;0;1;1;9;5;2;1;4;1;Estadio Palogrande
Oct 20 2013 - 12:45am;Millonarios;Deportivo Cali;1;0;1;7;5;1;0;3;0;Estadio Nemesio Camacho El Campín
Oct 20 2013 - 8:15pm;Cúcuta Deportivo;Alianza Petrolera;2;0;2;6;2;2;0;1;0;Estadio General Santander
Oct 20 2013 - 10:00pm;Boyacá Chicó;Santa Fe;0;2;2;0;6;3;0;1;0;Estadio de La Independencia
Oct 20 2013 - 10:30pm;La Equidad;Patriotas Boyacá;1;0;1;6;1;4;0;2;1;Estadio Metropolitano de Techo
Oct 21 2013 - 12:45am;Independiente Medellín;Deportes Quindío;1;0;1;5;1;0;0;2;1;Estadio Atanasio Girardot
Oct 26 2013 - 12:45am;Patriotas Boyacá;Independiente Medellín;0;0;0;8;0;1;0;4;0;Estadio de La Independencia
Oct 26 2013 - 8:15pm;Alianza Petrolera;Deportes Tolima;2;1;3;4;6;3;1;3;0;Estadio Álvaro Gómez Hurtado
Oct 26 2013 - 10:00pm;Santa Fe;Deportivo Pasto;2;0;2;7;4;3;1;3;1;Estadio Metropolitano de Techo
Oct 26 2013 - 10:30pm;Deportivo Cali;La Equidad;1;0;1;4;5;2;0;2;0;Estadio Olímpico Pascual Guerrero
Oct 27 2013 - 1:45am;Atlético Huila;Cúcuta Deportivo;2;2;4;3;7;2;0;4;0;Estadio Guillermo Plazas Alcid
Oct 27 2013 - 8:15pm;Junior;Millonarios;3;2;5;8;6;2;0;3;0;Estadio Metropolitano Roberto Meléndez
Oct 27 2013 - 8:15pm;Rionegro Águilas;Once Caldas;0;4;4;8;4;1;1;5;0;Estadio Metropolitano de Itagüí (Itagüí)
Oct 27 2013 - 10:30pm;Atlético Nacional;Boyacá Chicó;0;1;1;10;1;2;0;3;1;Estadio Atanasio Girardot
Oct 28 2013 - 12:45am;Deportes Quindío;Envigado;1;2;3;5;7;2;0;3;0;Estadio Centenario (Armenia)
Nov 02 2013 - 10:30pm;Atlético Huila;Alianza Petrolera;2;0;2;-1;-1;2;0;5;1;Estadio Guillermo Plazas Alcid
Nov 02 2013 - 10:30pm;Cúcuta Deportivo;Santa Fe;1;0;1;8;2;3;0;4;0;Estadio General Santander
Nov 02 2013 - 10:30pm;Once Caldas;Deportes Quindío;3;0;3;5;3;1;0;3;0;Estadio Palogrande
Nov 02 2013 - 10:30pm;Envigado;Patriotas Boyacá;1;1;2;1;5;3;1;1;1;Estadio Polideportivo Sur
Nov 03 2013 - 8:15pm;Independiente Medellín;Deportivo Cali;3;1;4;6;4;4;0;5;0;Estadio Atanasio Girardot
Nov 03 2013 - 8:15pm;Millonarios;Deportes Tolima;2;1;3;5;7;4;0;1;0;Estadio Nemesio Camacho El Campín
Nov 03 2013 - 8:15pm;La Equidad;Junior;2;2;4;2;4;2;0;5;0;Estadio Metropolitano de Techo
Nov 03 2013 - 10:30pm;Deportivo Pasto;Atlético Nacional;1;1;2;7;3;4;0;2;1;Estadio Departamental Libertad
Nov 03 2013 - 10:30pm;Boyacá Chicó;Rionegro Águilas;0;2;2;6;2;5;0;4;0;Estadio de La Independencia
Nov 09 2013 - 8:15pm;Alianza Petrolera;Millonarios;0;1;1;13;4;6;0;3;0;Estadio Álvaro Gómez Hurtado
Nov 09 2013 - 10:30pm;Deportes Quindío;Boyacá Chicó;2;1;3;6;2;4;0;0;0;Estadio Centenario (Armenia)
Nov 09 2013 - 10:30pm;Atlético Nacional;Cúcuta Deportivo;1;2;3;12;2;4;0;2;0;Estadio Atanasio Girardot
Nov 10 2013 - 8:15pm;Deportes Tolima;La Equidad;3;1;4;5;8;2;0;2;1;Estadio Manuel Murillo Toro
Nov 10 2013 - 8:15pm;Junior;Independiente Medellín;3;2;5;7;8;2;0;3;0;Estadio Metropolitano Roberto Meléndez
Nov 10 2013 - 8:15pm;Patriotas Boyacá;Once Caldas;0;1;1;4;6;0;0;0;0;Estadio Metropolitano de Techo
Nov 10 2013 - 8:15pm;Rionegro Águilas;Deportivo Pasto;1;0;1;9;0;1;0;4;1;Estadio Metropolitano de Itagüí (Itagüí)
Nov 10 2013 - 8:15pm;Santa Fe;Atlético Huila;3;4;7;11;0;2;0;2;0;Estadio Nemesio Camacho El Campín
Nov 10 2013 - 8:15pm;Deportivo Cali;Envigado;1;1;2;5;2;1;0;4;0;Estadio Olímpico Pascual Guerrero
Nov 16 2013 - 8:15pm;Rionegro Águilas;Junior;0;1;1;7;0;4;2;3;1;Estadio Metropolitano de Itagüí (Itagüí)
Nov 16 2013 - 10:30pm;Deportivo Cali;Deportivo Pasto;3;2;5;5;2;1;0;5;0;Estadio Olímpico Pascual Guerrero
Nov 21 2013 - 1:10am;Millonarios;Deportivo Cali;0;1;1;11;2;0;0;2;0;Estadio Nemesio Camacho El Campín
Nov 21 2013 - 1:10am;Deportivo Pasto;Once Caldas;2;1;3;5;7;5;1;4;0;Estadio Departamental Libertad
Nov 21 2013 - 11:00pm;Atlético Nacional;Rionegro Águilas;3;2;5;10;6;3;0;4;0;Estadio Polideportivo Sur
Nov 22 2013 - 1:10am;Junior;Santa Fe;3;2;5;5;3;3;0;4;1;Estadio Metropolitano Roberto Meléndez
Nov 23 2013 - 10:00pm;Millonarios;Deportivo Pasto;2;0;2;3;4;0;0;3;0;Estadio Nemesio Camacho El Campín
Nov 24 2013 - 12:45am;Once Caldas;Deportivo Cali;1;2;3;5;10;3;0;4;0;Estadio Palogrande
Nov 24 2013 - 8:15pm;Rionegro Águilas;Santa Fe;1;2;3;9;2;5;0;4;1;Estadio Metropolitano de Itagüí (Itagüí)
Nov 24 2013 - 10:30pm;Junior;Atlético Nacional;0;0;0;1;5;2;0;4;0;Estadio Metropolitano Roberto Meléndez
Nov 28 2013 - 2:00pm;Once Caldas;Millonarios;2;1;3;2;5;2;0;1;1;Estadio Palogrande
Nov 29 2013 - 12:45am;Santa Fe;Atlético Nacional;0;2;2;5;2;5;1;6;0;Estadio Nemesio Camacho El Campín
Nov 30 2013 - 10:45pm;Deportivo Pasto;Millonarios;4;1;5;2;6;2;0;2;0;Estadio Departamental Libertad
Dec 01 2013 - 12:45am;Deportivo Cali;Once Caldas;1;0;1;7;4;1;1;2;1;Estadio Olímpico Pascual Guerrero
Dec 01 2013 - 8:15pm;Santa Fe;Rionegro Águilas;0;2;2;4;5;4;1;3;0;Estadio Nemesio Camacho El Campín
Dec 02 2013 - 12:00am;Atlético Nacional;Junior;2;1;3;2;3;2;0;2;0;Estadio Atanasio Girardot
Dec 04 2013 - 11:00pm;Once Caldas;Deportivo Pasto;3;1;4;8;4;3;0;3;0;Estadio Palogrande
Dec 05 2013 - 1:10am;Deportivo Cali;Millonarios;4;2;6;2;5;5;0;3;0;Estadio Olímpico Pascual Guerrero
Dec 06 2013 - 12:45am;Santa Fe;Junior;2;1;3;7;7;4;1;5;0;Estadio Nemesio Camacho El Campín
Dec 06 2013 - 12:45am;Rionegro Águilas;Atlético Nacional;0;4;4;2;3;3;0;6;2;Estadio Polideportivo Sur
Dec 07 2013 - 10:30pm;Millonarios;Once Caldas;3;1;4;9;5;1;0;3;0;Estadio Nemesio Camacho El Campín
Dec 08 2013 - 12:45am;Deportivo Pasto;Deportivo Cali;3;2;5;1;4;4;1;5;0;Estadio Departamental Libertad
Dec 08 2013 - 10:30pm;Junior;Rionegro Águilas;4;1;5;7;7;6;1;8;2;Estadio Metropolitano Roberto Meléndez
Dec 08 2013 - 10:30pm;Atlético Nacional;Santa Fe;2;1;3;1;5;2;0;3;0;Estadio Atanasio Girardot
Dec 12 2013 - 1:30am;Deportivo Cali;Atlético Nacional;0;0;0;8;2;3;0;4;0;Estadio Olímpico Pascual Guerrero
Dec 15 2013 - 10:30pm;Atlético Nacional;Deportivo Cali;2;0;2;2;8;4;0;1;0;Estadio Atanasio Girardot
