date_GMT;home_team_name;away_team_name;home_team_goal_count;away_team_goal_count;total_goal_count;home_team_corner_count;away_team_corner_count;home_team_yellow_cards;home_team_red_cards;away_team_yellow_cards;away_team_red_cards;stadium_name
May 17 2019 - 12:00am;Deportivo Cali;Junior;1;2;3;7;2;4;1;2;0;Estadio Deportivo Cali (Palmira)
May 17 2019 - 1:00am;Atlético Nacional;Deportes Tolima;1;2;3;10;3;2;0;3;0;Estadio Atanasio Girardot (Medellín)
May 18 2019 - 7:00pm;Deportivo Pasto;Millonarios;1;1;2;3;7;3;0;5;0;Estadio Municipal De Ipiales (Ipiales)
May 18 2019 - 8:30pm;Unión Magdalena;América de Cali;0;2;2;2;8;3;0;2;0;Estadio Sierra Nevada (Santa Marta)
May 19 2019 - 10:00pm;Atlético Nacional;Deportivo Cali;1;3;4;3;7;1;0;3;0;Estadio Atanasio Girardot (Medellín)
May 20 2019 - 12:00am;Junior;Deportes Tolima;1;1;2;6;4;1;0;5;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
May 23 2019 - 1:00am;América de Cali;Unión Magdalena;4;0;4;1;5;1;0;4;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
May 25 2019 - 10:00pm;Millonarios;Deportivo Pasto;1;0;1;3;2;2;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
May 26 2019 - 10:15pm;Deportes Tolima;Junior;1;1;2;6;2;3;0;2;1;Estadio Manuel Murillo Toro (Ibagué)
May 27 2019 - 12:30am;Deportivo Cali;Atlético Nacional;0;1;1;8;4;6;0;3;0;Estadio Deportivo Cali (Palmira)
Jun 01 2019 - 9:00pm;Unión Magdalena;Millonarios;1;1;2;3;3;4;0;1;0;Estadio Sierra Nevada (Santa Marta)
Jun 01 2019 - 11:00pm;América de Cali;Deportivo Pasto;0;3;3;3;1;4;2;4;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Jun 02 2019 - 10:30pm;Deportes Tolima;Atlético Nacional;2;1;3;6;4;1;0;3;0;Estadio Manuel Murillo Toro (Ibagué)
Jun 03 2019 - 12:15am;Junior;Deportivo Cali;2;0;2;5;4;2;0;2;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Jun 05 2019 - 8:30pm;Deportivo Pasto;Unión Magdalena;3;0;3;1;0;5;0;2;0;Estadio Municipal De Ipiales (Ipiales)
Jun 05 2019 - 8:30pm;Millonarios;América de Cali;1;2;3;7;7;3;0;1;1;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jun 05 2019 - 11:00pm;Atlético Nacional;Junior;2;3;5;14;2;0;0;2;0;Estadio Atanasio Girardot (Medellín)
Jun 05 2019 - 11:00pm;Deportivo Cali;Deportes Tolima;1;2;3;10;16;0;0;0;0;Estadio Deportivo Cali (Palmira)
Jun 09 2019 - 12:30am;Junior;Deportivo Pasto;1;0;1;3;0;2;0;1;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Jun 13 2019 - 12:45am;Deportivo Pasto;Junior;1;0;1;7;3;5;0;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jul 13 2019 - 8:15pm;Atlético Huila;La Equidad;3;2;5;6;6;4;0;0;0;Estadio Guillermo Plazas Alcid (Neiva)
Jul 13 2019 - 10:00pm;Junior;Deportes Tolima;1;0;1;1;3;3;0;0;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Jul 13 2019 - 10:15pm;Jaguares de Córdoba;Unión Magdalena;1;0;1;3;1;1;0;4;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Jul 14 2019 - 12:45am;Once Caldas;Atlético Nacional;1;2;3;2;3;1;0;1;0;Estadio Palogrande (Manizales)
Jul 14 2019 - 8:15pm;Deportivo Pasto;Santa Fe;0;0;0;2;10;3;0;3;0;Estadio Municipal De Ipiales (Ipiales)
Jul 14 2019 - 10:00pm;Millonarios;Envigado;1;2;3;7;0;6;0;2;1;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jul 14 2019 - 10:30pm;América de Cali;Alianza Petrolera;2;1;3;8;13;3;0;3;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Jul 15 2019 - 12:30am;Independiente Medellín;Patriotas Boyacá;3;0;3;4;3;0;0;1;0;Estadio Atanasio Girardot (Medellín)
Jul 16 2019 - 12:30am;Rionegro Águilas;Cúcuta Deportivo;1;3;4;2;5;5;0;4;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Jul 17 2019 - 12:45am;Atlético Bucaramanga;Deportivo Cali;0;1;1;4;2;1;0;3;0;Estadio Alfonso López (Bucaramanga)
Jul 20 2019 - 12:30am;Envigado;Deportivo Pasto;1;1;2;5;3;5;0;4;0;Estadio Polideportivo Sur (Envigado)
Jul 20 2019 - 8:15pm;Unión Magdalena;Atlético Huila;0;0;0;9;5;2;0;3;0;Estadio Sierra Nevada (Santa Marta)
Jul 20 2019 - 10:30pm;Deportivo Cali;Jaguares de Córdoba;4;0;4;4;4;2;0;2;0;Estadio Deportivo Cali (Palmira)
Jul 20 2019 - 10:30pm;Cúcuta Deportivo;Santa Fe;1;0;1;4;1;2;0;2;0;Estadio General Santander (Cúcuta)
Jul 21 2019 - 12:45am;Deportes Tolima;América de Cali;0;1;1;7;1;5;0;2;1;Estadio Manuel Murillo Toro (Ibagué)
Jul 21 2019 - 8:45pm;Alianza Petrolera;Rionegro Águilas;2;2;4;9;1;1;0;2;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Jul 21 2019 - 10:00pm;Millonarios;Once Caldas;1;0;1;7;2;2;0;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jul 21 2019 - 10:45pm;Patriotas Boyacá;Junior;2;0;2;3;1;2;0;3;0;Estadio de La Independencia (Tunja)
Jul 22 2019 - 12:45am;Atlético Nacional;Atlético Bucaramanga;0;0;0;7;2;4;0;3;0;Estadio Atanasio Girardot (Medellín)
Jul 23 2019 - 1:00am;La Equidad;Independiente Medellín;0;1;1;6;0;2;0;3;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Jul 26 2019 - 12:30am;América de Cali;Patriotas Boyacá;1;1;2;4;4;0;0;5;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Jul 27 2019 - 12:30am;Rionegro Águilas;Deportes Tolima;0;2;2;4;2;2;0;2;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Jul 27 2019 - 8:15pm;Envigado;Cúcuta Deportivo;4;1;5;5;4;3;0;3;1;Estadio Polideportivo Sur (Envigado)
Jul 27 2019 - 10:00pm;Atlético Bucaramanga;Millonarios;1;2;3;2;2;0;0;1;0;Estadio Alfonso López (Bucaramanga)
Jul 27 2019 - 10:30pm;La Equidad;Unión Magdalena;2;0;2;6;3;1;0;3;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Jul 28 2019 - 12:45am;Once Caldas;Deportivo Pasto;3;1;4;3;4;2;0;1;0;Estadio Palogrande (Manizales)
Jul 28 2019 - 8:15pm;Atlético Huila;Deportivo Cali;2;2;4;3;7;2;0;3;0;Estadio Guillermo Plazas Alcid (Neiva)
Jul 28 2019 - 10:00pm;Jaguares de Córdoba;Atlético Nacional;1;1;2;6;8;0;0;2;1;Estadio de Fútbol Jaraguay de Montería (Montería)
Jul 28 2019 - 10:30pm;Santa Fe;Alianza Petrolera;0;1;1;2;3;2;1;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Jul 29 2019 - 12:30am;Independiente Medellín;Junior;0;1;1;6;1;2;0;3;1;Estadio Atanasio Girardot (Medellín)
Aug 03 2019 - 9:00pm;Unión Magdalena;Independiente Medellín;1;1;2;6;5;4;0;3;0;Estadio Sierra Nevada (Santa Marta)
Aug 03 2019 - 10:00pm;Deportivo Cali;La Equidad;2;0;2;6;2;2;0;2;0;Estadio Deportivo Cali (Palmira)
Aug 03 2019 - 11:00pm;Cúcuta Deportivo;Once Caldas;1;1;2;2;7;3;0;4;0;Estadio General Santander (Cúcuta)
Aug 04 2019 - 1:00am;Millonarios;Jaguares de Córdoba;2;1;3;3;3;2;1;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 04 2019 - 8:45pm;Alianza Petrolera;Envigado;1;0;1;7;1;2;0;5;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Aug 04 2019 - 10:00pm;Junior;América de Cali;0;1;1;5;1;3;1;2;1;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Aug 04 2019 - 10:45pm;Patriotas Boyacá;Rionegro Águilas;2;0;2;3;1;1;0;1;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Aug 05 2019 - 12:45am;Deportes Tolima;Santa Fe;4;0;4;4;1;0;0;1;0;Estadio Manuel Murillo Toro (Ibagué)
Aug 05 2019 - 8:00pm;Deportivo Pasto;Atlético Bucaramanga;1;1;2;9;3;4;0;2;0;Estadio Municipal De Ipiales (Ipiales)
Aug 07 2019 - 12:45am;Atlético Nacional;Atlético Huila;4;1;5;6;5;3;0;2;0;Estadio Atanasio Girardot (Medellín)
Aug 10 2019 - 12:30am;Once Caldas;Alianza Petrolera;0;0;0;6;3;3;0;4;0;Estadio Palogrande (Manizales)
Aug 10 2019 - 9:00pm;Unión Magdalena;Deportivo Cali;2;0;2;2;7;7;0;1;0;Estadio Sierra Nevada (Santa Marta)
Aug 10 2019 - 10:00pm;La Equidad;Atlético Nacional;0;0;0;6;4;2;0;0;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 10 2019 - 11:00pm;Envigado;Deportes Tolima;2;1;3;7;8;1;0;2;0;Estadio Polideportivo Sur (Envigado)
Aug 11 2019 - 1:00am;Independiente Medellín;América de Cali;4;1;5;1;6;3;0;3;0;Estadio Atanasio Girardot (Medellín)
Aug 11 2019 - 7:00pm;Santa Fe;Patriotas Boyacá;0;0;0;11;3;3;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 11 2019 - 9:00pm;Jaguares de Córdoba;Deportivo Pasto;1;1;2;4;4;3;0;6;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Aug 11 2019 - 10:00pm;Atlético Huila;Millonarios;1;1;2;3;4;6;0;2;0;Estadio Guillermo Plazas Alcid (Neiva)
Aug 11 2019 - 11:00pm;Rionegro Águilas;Junior;1;0;1;5;6;4;0;1;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Aug 12 2019 - 1:00am;Atlético Bucaramanga;Cúcuta Deportivo;2;0;2;2;9;3;1;6;0;Estadio Alfonso López (Bucaramanga)
Aug 17 2019 - 12:30am;Patriotas Boyacá;Envigado;3;0;3;1;1;3;0;1;0;Estadio de La Independencia (Tunja)
Aug 17 2019 - 8:15pm;Millonarios;La Equidad;3;2;5;1;1;1;0;2;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 17 2019 - 10:00pm;América de Cali;Rionegro Águilas;1;1;2;11;3;3;0;3;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Aug 17 2019 - 10:30pm;Cúcuta Deportivo;Jaguares de Córdoba;1;1;2;12;6;6;0;1;0;Estadio General Santander (Cúcuta)
Aug 18 2019 - 12:45am;Deportes Tolima;Once Caldas;0;0;0;8;3;1;0;1;0;Estadio Manuel Murillo Toro (Ibagué)
Aug 18 2019 - 9:00pm;Alianza Petrolera;Atlético Bucaramanga;1;0;1;2;5;6;1;3;1;Estadio Daniel Villa Zapata (Barrancabermeja)
Aug 18 2019 - 10:00pm;Junior;Santa Fe;1;0;1;4;7;2;1;2;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Aug 18 2019 - 11:00pm;Atlético Nacional;Unión Magdalena;3;1;4;4;4;3;1;5;0;Estadio Atanasio Girardot (Medellín)
Aug 19 2019 - 1:00am;Deportivo Cali;Independiente Medellín;1;0;1;5;3;3;0;5;0;Estadio Deportivo Cali (Palmira)
Aug 20 2019 - 7:00pm;Deportivo Pasto;Atlético Huila;4;0;4;5;6;2;0;4;0;Estadio Municipal De Ipiales (Ipiales)
Aug 21 2019 - 9:00pm;Atlético Bucaramanga;Deportes Tolima;1;1;2;6;6;3;0;4;0;Estadio Alfonso López (Bucaramanga)
Aug 21 2019 - 11:00pm;Envigado;Junior;0;0;0;3;10;3;0;1;0;Estadio Polideportivo Sur (Envigado)
Aug 21 2019 - 11:00pm;Once Caldas;Patriotas Boyacá;2;2;4;3;8;4;1;2;1;Estadio Palogrande (Manizales)
Aug 22 2019 - 1:00am;Deportivo Cali;Atlético Nacional;0;0;0;0;2;3;1;2;0;Estadio Deportivo Cali (Palmira)
Aug 22 2019 - 9:00pm;Jaguares de Córdoba;Alianza Petrolera;0;0;0;9;4;2;0;2;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Aug 22 2019 - 11:00pm;Independiente Medellín;Rionegro Águilas;1;2;3;6;2;2;0;5;0;Estadio Atanasio Girardot (Medellín)
Aug 23 2019 - 1:00am;Santa Fe;América de Cali;1;2;3;9;2;5;1;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 24 2019 - 8:15pm;Deportivo Pasto;Unión Magdalena;2;0;2;4;8;3;0;2;0;Estadio Municipal De Ipiales (Ipiales)
Aug 24 2019 - 10:00pm;Junior;Once Caldas;0;1;1;3;2;3;0;2;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Aug 24 2019 - 10:30pm;Cúcuta Deportivo;La Equidad;2;1;3;6;2;3;0;2;0;Estadio General Santander (Cúcuta)
Aug 25 2019 - 12:45am;Millonarios;Deportivo Cali;2;1;3;6;1;0;0;2;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Aug 25 2019 - 6:45pm;Patriotas Boyacá;Atlético Bucaramanga;0;1;1;5;4;3;1;5;0;Estadio de La Independencia (Tunja)
Aug 25 2019 - 8:45pm;Alianza Petrolera;Atlético Huila;1;0;1;5;0;1;0;4;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Aug 25 2019 - 10:00pm;Atlético Nacional;Independiente Medellín;5;2;7;4;4;2;0;5;0;Estadio Atanasio Girardot (Medellín)
Aug 25 2019 - 10:45pm;Rionegro Águilas;Santa Fe;1;0;1;5;8;4;0;1;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Aug 26 2019 - 12:45am;América de Cali;Envigado;1;0;1;4;5;1;0;1;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Aug 27 2019 - 1:00am;Deportes Tolima;Jaguares de Córdoba;2;0;2;2;4;2;0;1;1;Estadio Manuel Murillo Toro (Ibagué)
Aug 31 2019 - 7:00pm;La Equidad;Alianza Petrolera;1;2;3;1;1;2;0;1;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Aug 31 2019 - 9:00pm;Unión Magdalena;Cúcuta Deportivo;1;2;3;8;4;5;0;3;0;Estadio Sierra Nevada (Santa Marta)
Aug 31 2019 - 10:00pm;Once Caldas;América de Cali;2;1;3;0;3;3;0;3;0;Estadio Palogrande (Manizales)
Aug 31 2019 - 11:00pm;Jaguares de Córdoba;Patriotas Boyacá;1;1;2;5;1;2;0;4;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Sep 01 2019 - 1:00am;Envigado;Rionegro Águilas;3;3;6;2;6;1;0;2;0;Estadio Polideportivo Sur (Envigado)
Sep 01 2019 - 9:00pm;Deportivo Cali;Deportivo Pasto;3;1;4;4;10;2;0;4;0;Estadio Deportivo Cali (Palmira)
Sep 01 2019 - 10:00pm;Santa Fe;Independiente Medellín;2;0;2;1;3;4;0;1;1;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Sep 01 2019 - 11:00pm;Atlético Bucaramanga;Junior;0;0;0;10;2;3;0;2;1;Estadio Alfonso López (Bucaramanga)
Sep 01 2019 - 11:00pm;Atlético Huila;Deportes Tolima;0;1;1;4;2;2;0;2;0;Estadio Guillermo Plazas Alcid (Neiva)
Sep 02 2019 - 1:00am;Atlético Nacional;Millonarios;1;1;2;5;3;3;0;5;1;Estadio Atanasio Girardot (Medellín)
Sep 04 2019 - 9:00pm;Unión Magdalena;Millonarios;2;1;3;2;7;4;1;3;1;Estadio Sierra Nevada (Santa Marta)
Sep 04 2019 - 11:00pm;Atlético Huila;Cúcuta Deportivo;1;1;2;5;1;1;0;3;0;Estadio Guillermo Plazas Alcid (Neiva)
Sep 05 2019 - 1:00am;La Equidad;Deportivo Pasto;0;0;0;4;2;3;0;2;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Sep 07 2019 - 8:00pm;Cúcuta Deportivo;Atlético Bucaramanga;2;0;2;7;3;3;0;5;1;Estadio General Santander (Cúcuta)
Sep 07 2019 - 10:00pm;Rionegro Águilas;Envigado;1;1;2;6;2;4;0;4;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Sep 07 2019 - 10:00pm;Junior;Unión Magdalena;1;0;1;10;4;3;0;3;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Sep 08 2019 - 12:00am;Santa Fe;Millonarios;1;0;1;5;1;7;0;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Sep 08 2019 - 6:45pm;Deportivo Pasto;Once Caldas;1;0;1;9;7;4;0;3;0;Estadio Municipal De Ipiales (Ipiales)
Sep 08 2019 - 8:45pm;Alianza Petrolera;Jaguares de Córdoba;1;0;1;11;3;4;0;6;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Sep 08 2019 - 10:00pm;Independiente Medellín;Atlético Nacional;1;4;5;4;5;5;0;2;0;Estadio Atanasio Girardot (Medellín)
Sep 08 2019 - 10:45pm;Deportes Tolima;Atlético Huila;0;0;0;6;2;2;0;6;0;Estadio Manuel Murillo Toro (Ibagué)
Sep 09 2019 - 12:45am;América de Cali;Deportivo Cali;2;1;3;3;6;1;0;3;1;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Sep 10 2019 - 12:00am;Patriotas Boyacá;La Equidad;1;1;2;4;5;1;0;3;0;Estadio de La Independencia (Tunja)
Sep 14 2019 - 12:30am;Atlético Bucaramanga;Rionegro Águilas;2;0;2;3;10;6;0;4;0;Estadio Alfonso López (Bucaramanga)
Sep 14 2019 - 8:15pm;Unión Magdalena;Deportes Tolima;1;2;3;1;3;2;0;2;0;Estadio Sierra Nevada (Santa Marta)
Sep 14 2019 - 10:00pm;Once Caldas;Santa Fe;0;1;1;5;4;3;0;5;0;Estadio Palogrande (Manizales)
Sep 14 2019 - 10:30pm;La Equidad;Patriotas Boyacá;1;0;1;3;3;5;0;1;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Sep 15 2019 - 12:45am;Atlético Nacional;Cúcuta Deportivo;2;3;5;6;3;1;0;2;0;Estadio Atanasio Girardot (Medellín)
Sep 15 2019 - 8:30pm;Jaguares de Córdoba;América de Cali;2;2;4;4;5;5;1;3;2;Estadio de Fútbol Jaraguay de Montería (Montería)
Sep 15 2019 - 10:00pm;Millonarios;Deportivo Pasto;2;1;3;4;6;4;0;3;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Sep 15 2019 - 10:45pm;Envigado;Independiente Medellín;2;4;6;8;3;2;0;5;0;Estadio Polideportivo Sur (Envigado)
Sep 16 2019 - 1:00am;Atlético Huila;Junior;1;1;2;1;2;3;0;2;0;Estadio Guillermo Plazas Alcid (Neiva)
Sep 18 2019 - 12:30am;Deportivo Cali;Alianza Petrolera;0;1;1;3;2;4;0;7;0;Estadio Deportivo Cali (Palmira)
Sep 20 2019 - 11:30pm;Deportes Tolima;La Equidad;0;1;1;9;3;3;0;6;0;Estadio Manuel Murillo Toro (Ibagué)
Sep 21 2019 - 7:00pm;Deportivo Pasto;Atlético Nacional;1;2;3;2;2;4;0;2;0;Estadio Municipal De Ipiales (Ipiales)
Sep 21 2019 - 9:00pm;Patriotas Boyacá;Atlético Huila;1;0;1;11;0;2;0;2;0;Estadio de La Independencia (Tunja)
Sep 21 2019 - 10:00pm;Independiente Medellín;Millonarios;1;2;3;9;1;1;0;4;0;Estadio Atanasio Girardot (Medellín)
Sep 21 2019 - 11:00pm;Rionegro Águilas;Once Caldas;1;2;3;6;1;4;0;3;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Sep 22 2019 - 1:00am;América de Cali;Atlético Bucaramanga;1;1;2;8;2;5;0;3;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Sep 22 2019 - 8:15pm;Santa Fe;Envigado;3;0;3;2;6;2;0;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Sep 22 2019 - 10:00pm;Cúcuta Deportivo;Deportivo Cali;1;4;5;10;5;4;0;2;0;Estadio General Santander (Cúcuta)
Sep 22 2019 - 10:20pm;Alianza Petrolera;Unión Magdalena;1;0;1;5;6;6;0;6;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Sep 23 2019 - 12:30am;Junior;Jaguares de Córdoba;3;0;3;7;0;3;0;3;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Sep 27 2019 - 12:45am;Millonarios;Alianza Petrolera;2;1;3;3;3;1;0;4;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Sep 28 2019 - 1:00am;Atlético Huila;Rionegro Águilas;1;1;2;8;5;3;0;5;0;Estadio Guillermo Plazas Alcid (Neiva)
Sep 28 2019 - 7:00pm;Deportivo Pasto;Cúcuta Deportivo;2;1;3;8;4;5;0;5;0;Estadio Municipal De Ipiales (Ipiales)
Sep 28 2019 - 9:00pm;Jaguares de Córdoba;Santa Fe;0;3;3;13;1;2;0;4;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Sep 28 2019 - 10:00pm;Once Caldas;Independiente Medellín;1;1;2;1;5;5;0;4;0;Estadio Palogrande (Manizales)
Sep 28 2019 - 11:00pm;Atlético Bucaramanga;Envigado;2;3;5;10;2;4;0;2;1;Estadio Alfonso López (Bucaramanga)
Sep 29 2019 - 1:00am;Deportivo Cali;Patriotas Boyacá;3;1;4;2;4;2;0;0;1;Estadio Deportivo Cali (Palmira)
Sep 29 2019 - 10:00pm;La Equidad;América de Cali;3;3;6;3;11;4;1;3;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Sep 30 2019 - 12:30am;Atlético Nacional;Deportes Tolima;1;0;1;7;3;5;0;3;1;Estadio Atanasio Girardot (Medellín)
Sep 30 2019 - 2:00pm;Unión Magdalena;Junior;1;1;2;7;2;4;0;4;0;Estadio Sierra Nevada (Santa Marta)
Oct 01 2019 - 8:30pm;Envigado;Once Caldas;1;3;4;6;6;1;0;6;0;Estadio Polideportivo Sur (Envigado)
Oct 01 2019 - 11:00pm;Rionegro Águilas;Jaguares de Córdoba;3;0;3;4;4;2;0;3;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Oct 02 2019 - 1:00am;Independiente Medellín;Deportivo Pasto;3;1;4;3;4;4;0;4;0;Estadio Atanasio Girardot (Medellín)
Oct 02 2019 - 10:00pm;Alianza Petrolera;Atlético Nacional;0;0;0;4;5;8;0;3;2;Estadio Daniel Villa Zapata (Barrancabermeja)
Oct 02 2019 - 11:00pm;América de Cali;Atlético Huila;0;1;1;8;5;3;0;5;0;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Oct 03 2019 - 1:00am;Cúcuta Deportivo;Millonarios;3;1;4;3;6;5;0;2;0;Estadio General Santander (Cúcuta)
Oct 03 2019 - 7:00pm;Patriotas Boyacá;Unión Magdalena;1;1;2;10;2;2;0;3;0;Estadio de La Independencia (Tunja)
Oct 03 2019 - 9:00pm;Junior;La Equidad;1;0;1;5;4;4;0;2;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Oct 03 2019 - 11:00pm;Deportes Tolima;Deportivo Cali;5;2;7;4;2;2;0;2;0;Estadio Manuel Murillo Toro (Ibagué)
Oct 04 2019 - 1:00am;Santa Fe;Atlético Bucaramanga;2;0;2;3;4;1;0;2;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 05 2019 - 10:30pm;Jaguares de Córdoba;Once Caldas;2;1;3;9;3;2;0;5;0;Estadio de Fútbol Jaraguay de Montería (Montería)
Oct 05 2019 - 10:30pm;Atlético Huila;Envigado;0;0;0;3;2;2;1;0;0;Estadio Guillermo Plazas Alcid (Neiva)
Oct 06 2019 - 1:00am;Cúcuta Deportivo;Alianza Petrolera;1;1;2;3;5;3;0;3;0;Estadio General Santander (Cúcuta)
Oct 06 2019 - 7:00pm;Deportivo Pasto;Deportes Tolima;0;0;0;9;2;4;0;2;0;Estadio Municipal De Ipiales (Ipiales)
Oct 06 2019 - 8:00pm;Millonarios;Patriotas Boyacá;0;0;0;3;6;3;0;1;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 06 2019 - 9:00pm;Unión Magdalena;Rionegro Águilas;1;1;2;8;3;4;1;3;0;Estadio Sierra Nevada (Santa Marta)
Oct 06 2019 - 9:00pm;Atlético Nacional;Junior;0;1;1;3;2;2;1;5;0;Estadio Atanasio Girardot (Medellín)
Oct 06 2019 - 10:00pm;Deportivo Cali;América de Cali;3;2;5;6;2;2;0;4;0;Estadio Deportivo Cali (Palmira)
Oct 06 2019 - 11:00pm;La Equidad;Santa Fe;0;3;3;3;4;4;0;3;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Oct 07 2019 - 1:00am;Atlético Bucaramanga;Independiente Medellín;2;2;4;8;6;5;0;4;0;Estadio Alfonso López (Bucaramanga)
Oct 09 2019 - 12:30am;Envigado;Jaguares de Córdoba;2;0;2;5;6;2;0;2;0;Estadio Polideportivo Sur (Envigado)
Oct 09 2019 - 9:00pm;Alianza Petrolera;Deportivo Pasto;2;2;4;3;5;5;0;0;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Oct 09 2019 - 10:00pm;Deportes Tolima;Millonarios;2;0;2;6;1;2;0;4;1;Estadio Manuel Murillo Toro (Ibagué)
Oct 09 2019 - 11:00pm;América de Cali;Unión Magdalena;2;0;2;2;2;4;1;5;1;Estadio Olímpico Pascual Guerrero (Santiago de Cali)
Oct 10 2019 - 1:00am;Junior;Deportivo Cali;3;0;3;2;8;3;0;4;0;Estadio Metropolitano Roberto Meléndez (Barranquilla)
Oct 10 2019 - 1:00am;Santa Fe;Atlético Huila;0;0;0;10;0;2;0;7;0;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 10 2019 - 9:00pm;Rionegro Águilas;La Equidad;0;0;0;8;5;2;0;0;0;Estadio Alberto Grisales (Rionegro- Antioquia)
Oct 10 2019 - 9:00pm;Once Caldas;Atlético Bucaramanga;3;0;3;4;5;2;0;3;0;Estadio Palogrande (Manizales)
Oct 10 2019 - 11:00pm;Patriotas Boyacá;Atlético Nacional;1;2;3;3;8;3;0;2;0;Estadio de La Independencia (Tunja)
Oct 11 2019 - 1:00am;Independiente Medellín;Cúcuta Deportivo;3;0;3;5;8;2;0;2;0;Estadio Atanasio Girardot (Medellín)
Oct 12 2019 - 8:00pm;Deportivo Pasto;Junior;2;1;3;3;6;3;1;2;0;Estadio Municipal De Ipiales (Ipiales)
Oct 12 2019 - 10:00pm;Deportivo Cali;Santa Fe;0;0;0;8;4;4;0;2;0;Estadio Deportivo Cali (Palmira)
Oct 12 2019 - 10:20pm;Alianza Petrolera;Deportes Tolima;0;1;1;2;2;5;2;5;0;Estadio Daniel Villa Zapata (Barrancabermeja)
Oct 13 2019 - 12:45am;Millonarios;América de Cali;1;2;3;1;7;2;1;5;1;Estadio Nemesio Camacho El Campín (Bogotá- D.C.)
Oct 13 2019 - 7:00pm;La Equidad;Once Caldas;1;1;2;3;3;2;0;0;0;Estadio Metropolitano de Techo (Bogotá- D.C.)
Oct 13 2019 - 9:00pm;Unión Magdalena;Envigado;1;0;1;7;0;3;0;4;0;Estadio Sierra Nevada (Santa Marta)
